,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url
42,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-02-01 13:45:49.000000,2024-02-01 13:45:49,1317.0,98.0,2171.0,125.0,325.0,962.0,894.0,13015.0,Multilingual Sentence & Image Embeddings with BERT.,138.0,40,True,2024-01-30 19:43:59,2.3.1,34.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],23510.0,23510.0,https://pypi.org/project/sentence-transformers,3306655.0,3311465.0,https://anaconda.org/conda-forge/sentence-transformers,2024-01-31 01:17:33.880,197229.0,,,,,1.0,,2.0,,,,,,,,,,
43,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-01-31 21:51:06.000000,2024-01-21 18:10:41,1172.0,89.0,2055.0,235.0,529.0,159.0,1055.0,11181.0,Download market data from Yahoo! Finances API.,106.0,40,True,2024-01-21 18:12:24,0.2.36,73.0,yfinance,ranaroussi/yfinance,,,,32660.0,32660.0,https://pypi.org/project/yfinance,1425339.0,1428102.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,85660.0,,,,,1.0,,,,,,,,,,,,
44,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-02-01 18:07:02.000000,2024-01-31 21:34:25,6087.0,168.0,573.0,56.0,3972.0,834.0,2123.0,7789.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,173.0,40,True,2024-01-09 21:46:16,0.16.2,100.0,wandb,conda-forge/wandb,,,,37560.0,37560.0,https://pypi.org/project/wandb,11561626.0,11572064.0,https://anaconda.org/conda-forge/wandb,2024-01-10 00:10:20.527,448855.0,,,,,2.0,,,wandb/wandb,,,,,,,,,
45,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-02-01 16:38:58.000000,2024-01-27 08:31:07,1876.0,53.0,848.0,106.0,1530.0,355.0,1187.0,4045.0,Python tools for geographic data.,218.0,40,True,2024-01-31 19:22:01,0.14.3,35.0,geopandas,conda-forge/geopandas,,,['pandas'],30818.0,30818.0,https://pypi.org/project/geopandas,5794135.0,5871014.0,https://anaconda.org/conda-forge/geopandas,2024-01-31 21:02:18.644,3381564.0,,,,,1.0,2438.0,,,,,,,,,,,
46,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-02-01 02:52:23.000000,2024-01-05 06:10:48,2701.0,19.0,8199.0,372.0,3110.0,1246.0,6620.0,26949.0,OpenMMLab Detection Toolbox and Benchmark.,453.0,39,True,2024-01-05 06:24:15,3.3.0,53.0,mmdet,,,,['pytorch'],2143.0,2143.0,https://pypi.org/project/mmdet,159062.0,159062.0,,,,,,,,1.0,,,,,,,,,,,,
47,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-02-01 06:53:56.000000,2024-01-10 17:54:15,8511.0,22.0,2149.0,207.0,4156.0,12.0,1911.0,19646.0,Build multimodal AI applications with cloud-native stack.,176.0,39,True,2023-12-14 15:31:33,3.23.2,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1525.0,1525.0,https://pypi.org/project/jina,131201.0,160423.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,59800.0,https://hub.docker.com/r/jinaai/jina,2024-01-08 08:54:01.226227,8.0,1303690.0,2.0,,,,,,,,,,,,
48,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-01-29 02:22:08.000000,2023-11-29 14:40:08,32592.0,8.0,4340.0,351.0,6330.0,2.0,6641.0,17555.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",592.0,39,True,2024-01-19 13:39:29,3.6.16,100.0,rasa,,,,['tensorflow'],3919.0,3919.0,https://pypi.org/project/rasa,171877.0,171877.0,,,,,,,,2.0,,,,,,,,,,,,
49,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-01-01 12:37:49.000000,2023-10-01 14:51:00,4509.0,,4156.0,434.0,1685.0,378.0,1444.0,14969.0,Topic Modelling for Humans.,449.0,39,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,55257.0,55257.0,https://pypi.org/project/gensim,3927055.0,3961312.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1197434.0,,,,,2.0,4553.0,-1.0,piskvorky/gensim,,,,,,,,,
50,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-02-01 14:22:55.000000,2024-02-01 14:22:51,47295.0,489.0,1125.0,197.0,379.0,522.0,1672.0,7574.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1204.0,39,True,2023-09-19 20:01:10,1.2.2,84.0,catboost,conda-forge/catboost,,,,12.0,12.0,https://pypi.org/project/catboost,1695145.0,1734885.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1440750.0,,,,,2.0,215513.0,,,,,,,,,,,
51,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-02-01 17:42:12.000000,2024-02-01 17:42:11,4249.0,207.0,1164.0,102.0,3372.0,765.0,1349.0,7185.0,A unified framework for machine learning with time series.,318.0,39,True,2024-01-26 21:33:01,0.26.0,59.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2149.0,2149.0,https://pypi.org/project/sktime,714464.0,744428.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-01-27 10:37:50.794,928855.0,,,,,1.0,84.0,,sktime/sktime,,,,,,,,,
52,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-01-30 14:27:46.000000,2024-01-21 09:56:02,1777.0,29.0,2170.0,164.0,803.0,70.0,989.0,6570.0,Python Data. Leaflet.js Maps.,160.0,39,True,2023-12-04 11:11:32,0.15.1,26.0,folium,conda-forge/folium,,,,33516.0,33516.0,https://pypi.org/project/folium,854951.0,923371.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2531573.0,,,,,2.0,,,,,,,,,,,,
53,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-02-01 17:28:11.000000,2024-02-01 17:28:10,1258.0,118.0,699.0,95.0,1195.0,109.0,1095.0,6434.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",217.0,39,True,2024-01-11 15:26:04,0.26.1,39.0,accelerate,conda-forge/accelerate,,,['pytorch'],24780.0,24780.0,https://pypi.org/project/accelerate,9076233.0,9079789.0,https://anaconda.org/conda-forge/accelerate,2024-01-11 22:35:05.818,99572.0,,,,,1.0,,,,,,,,,,,,
54,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-02-01 16:40:52.000000,2024-01-31 18:08:45,4162.0,231.0,555.0,82.0,2177.0,108.0,682.0,5173.0,Flax is a neural network library for JAX that is designed for flexibility.,216.0,39,True,2024-01-23 23:16:50,0.8.0,37.0,flax,conda-forge/flax,,,['jax'],5868.0,5868.0,https://pypi.org/project/flax,3280988.0,3282118.0,https://anaconda.org/conda-forge/flax,2024-01-24 00:15:15.896,39533.0,,,,,2.0,50.0,,,,,,,,,,,
55,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-02-01 18:11:41.000000,2024-02-01 17:48:25,3487.0,138.0,1034.0,132.0,2817.0,233.0,1155.0,2000.0,A library for training and deploying machine learning models on Amazon SageMaker.,419.0,39,True,2024-02-01 05:06:38,2.198.1,163.0,sagemaker,conda-forge/sagemaker-python-sdk,,,,3522.0,3522.0,https://pypi.org/project/sagemaker,32878347.0,32895204.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-02-01 00:46:59.492,708023.0,,,,,2.0,,,,,,,,,,,,
56,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-02-01 18:01:12.000000,2024-02-01 17:31:24,39740.0,1075.0,26439.0,2033.0,44954.0,,,37722.0,Apache Spark Python API.,3001.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,29822767.0,29890507.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2980570.0,,,,,2.0,,,,,,,,,,stable/spark,,
57,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-01-30 11:51:22.000000,2024-01-24 03:54:03,6127.0,15.0,6912.0,420.0,2822.0,969.0,7497.0,36242.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",152.0,38,True,2023-10-18 12:32:48,2.7.1,8.0,paddleocr,,,,['paddle'],2191.0,2191.0,https://pypi.org/project/paddleocr,175933.0,175933.0,,,,,,,,1.0,,,,,,,,,,,,
58,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-02-01 07:35:58.000000,2024-01-31 22:25:13,1001.0,96.0,3195.0,471.0,857.0,398.0,1877.0,26612.0,A library for efficient similarity search and clustering of dense vectors.,150.0,38,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,3400.0,3400.0,https://pypi.org/project/pymilvus,455909.0,478431.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1013525.0,,,,,1.0,,,,,,,,,,,,
59,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-02-01 15:05:34.705485,2024-02-01 12:39:03,19020.0,678.0,2442.0,326.0,18793.0,515.0,9430.0,25375.0,"A cloud-native vector database, storage for next generation AI applications.",262.0,38,True,2024-01-29 01:49:07,2.3.7,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,455909.0,662848.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-02-01 15:05:34.705485,39.0,10700815.0,1.0,70527.0,,,,,,,,,,,
60,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-02-01 00:26:04.000000,2024-02-01 00:26:01,2738.0,9.0,7287.0,615.0,2217.0,184.0,1584.0,25149.0,The fastai deep learning library.,246.0,38,True,2024-02-01 00:26:04,2.7.14,51.0,fastai,,,,['pytorch'],16061.0,16061.0,https://pypi.org/project/fastai,410153.0,410153.0,,,,,,,,2.0,,,,,,,,,,,,
61,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-02-01 15:53:16.000000,2024-01-31 12:53:48,3783.0,57.0,6663.0,399.0,5149.0,763.0,2314.0,15081.0,"Datasets, Transforms and Models specific to Computer Vision.",570.0,38,True,2024-01-30 18:31:39,0.17.0,38.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,11466533.0,11494696.0,https://anaconda.org/conda-forge/torchvision,2023-12-13 18:56:48.112,969979.0,,,,,1.0,36930.0,,,,,,,,,,,
62,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-02-01 17:24:46.000000,2024-02-01 07:07:30,3909.0,357.0,2847.0,170.0,4492.0,352.0,2203.0,12723.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",283.0,38,True,2024-01-12 03:51:43,2.0.0,35.0,dgl,,,,,187.0,187.0,https://pypi.org/project/dgl,66652.0,66652.0,,,,,,,,1.0,,,,,,,,,,,,
63,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-02-01 14:55:42.000000,2024-01-31 06:16:30,16888.0,133.0,909.0,121.0,3378.0,88.0,1483.0,9187.0,A hyperparameter optimization framework.,256.0,38,True,2023-12-11 05:04:29,3.5.0,62.0,optuna,conda-forge/optuna,,,,12122.0,12122.0,https://pypi.org/project/optuna,2023168.0,2037135.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,614568.0,,,,,1.0,,,,,,,,,,,,
64,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-02-01 13:12:49.000000,2024-01-31 01:00:45,2652.0,56.0,892.0,128.0,1760.0,242.0,618.0,9090.0,Geometric Computer Vision Library for SpatialAI.,247.0,38,True,2023-12-27 10:47:21,0.7.1,37.0,kornia,conda-forge/kornia,,,['pytorch'],8211.0,8211.0,https://pypi.org/project/kornia,2560758.0,2563738.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,112736.0,,,,,1.0,926.0,,,,,,,,,,,
65,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-02-01 03:52:00.000000,2024-01-14 09:05:32,5076.0,74.0,1661.0,132.0,974.0,326.0,1910.0,8150.0,"An open-source, low-code machine learning library in Python.",130.0,38,True,2023-11-12 21:46:01,3.2.0,26.0,pycaret,conda-forge/pycaret,,,,5053.0,5053.0,https://pypi.org/project/pycaret,300020.0,301040.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,42217.0,,,,,1.0,679.0,,,,,,,,,,,
66,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2024-02-01 08:21:11.000000,2024-01-31 05:17:45,28193.0,248.0,709.0,125.0,6051.0,482.0,1612.0,7508.0,NumPy & SciPy for GPU.,356.0,38,True,2024-01-18 05:54:29,13.0.0,100.0,cupy,conda-forge/cupy,cupy/cupy,,,1897.0,1897.0,https://pypi.org/project/cupy,20175.0,96578.0,https://anaconda.org/conda-forge/cupy,2024-01-29 20:31:32.590,3283066.0,https://hub.docker.com/r/cupy/cupy,2024-01-18 05:56:19.967362,11.0,59019.0,1.0,168850.0,30.0,,,,,,,,,,
67,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-02-01 14:58:13.000000,2024-01-31 10:14:36,6156.0,95.0,1439.0,109.0,4141.0,396.0,706.0,4098.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",302.0,38,True,2023-12-18 13:28:11,4.9.4,32.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],16104.0,16104.0,https://pypi.org/project/tensorflow-datasets,2575847.0,2576642.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,26236.0,,,,,1.0,,,,,,,,,,,,
68,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-01-30 08:15:41.000000,2024-01-30 08:15:39,2236.0,10.0,540.0,88.0,788.0,229.0,899.0,3573.0,Manipulation and analysis of geometric objects.,151.0,38,True,2023-10-12 20:37:13,2.0.2,27.0,shapely,conda-forge/shapely,,,,61030.0,61030.0,https://pypi.org/project/shapely,16764205.0,16974932.0,https://anaconda.org/conda-forge/shapely,2023-11-23 18:52:59.047,8846131.0,,,,,2.0,2941.0,,,,,,,,,,,
69,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-02-01 01:22:39.000000,2024-01-30 20:52:20,17823.0,129.0,1210.0,83.0,7692.0,456.0,4229.0,2455.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,361.0,38,True,2024-01-16 18:37:42,1.6.1,59.0,mne,conda-forge/mne,,,,3438.0,3438.0,https://pypi.org/project/mne,103204.0,110902.0,https://anaconda.org/conda-forge/mne,2024-01-16 19:57:33.854,346446.0,,,,,1.0,,,,,,,,,,,,
70,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-02-01 12:30:59.000000,2024-02-01 12:30:59,5676.0,98.0,683.0,55.0,4905.0,1182.0,2301.0,1517.0,A distributed task scheduler for Dask.,323.0,38,True,,,185.0,distributed,conda-forge/distributed,,,,32526.0,32526.0,https://pypi.org/project/distributed,3194087.0,3481480.0,https://anaconda.org/conda-forge/distributed,2024-01-27 00:32:45.552,12932686.0,,,,,2.0,,,,,,,,,,,,
71,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-02-01 17:15:32.000000,2024-02-01 14:18:17,869.0,182.0,3678.0,120.0,1778.0,539.0,4694.0,18977.0,NEW - YOLOv8 in PyTorch ONNX OpenVINO CoreML TFLite.,89.0,37,True,2024-01-10 09:58:53,8.1.0,1.0,ultralytics,,,,,10531.0,10531.0,https://pypi.org/project/ultralytics,4312311.0,4312311.0,,,,,,,,2.0,,,,,,,,,,,,
72,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-02-01 00:43:59.000000,2024-01-18 02:26:18,1371.0,17.0,1577.0,151.0,744.0,203.0,553.0,11782.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,117.0,37,True,2024-01-08 15:03:46,4.6.4,55.0,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",2344.0,2344.0,https://pypi.org/project/ydata-profiling,858418.0,859798.0,https://anaconda.org/conda-forge/ydata-profiling,2024-01-09 12:11:44.611,16563.0,,,,,2.0,38.0,,,,,,,,,,,
73,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2024-01-14 15:46:33.000000,2023-07-11 16:23:35,1095.0,,1417.0,254.0,657.0,382.0,1025.0,11392.0,Video editing with Python.,160.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,33687.0,33687.0,https://pypi.org/project/moviepy,732665.0,735471.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,221726.0,,,,,2.0,,,,,,,,,,,,
74,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-01-26 13:36:43.691000,2024-01-22 16:54:37,1755.0,16.0,658.0,118.0,559.0,202.0,674.0,8086.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,85.0,37,True,2024-01-22 16:49:29,0.15.1,83.0,tokenizers,conda-forge/tokenizers,,,,58607.0,58607.0,https://pypi.org/project/tokenizers,17282481.0,17315746.0,https://anaconda.org/conda-forge/tokenizers,2024-01-26 13:36:43.691,1430397.0,,,,,2.0,33.0,,,,,,,,,,,
75,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2024-02-01 17:43:46.000000,2024-01-29 17:45:18,9733.0,58.0,1813.0,227.0,3815.0,212.0,2959.0,8003.0,Bayesian Modeling and Probabilistic Programming in Python.,479.0,37,True,2023-12-21 11:15:57,5.10.3,77.0,pymc,conda-forge/pymc,,,,2658.0,2658.0,https://pypi.org/project/pymc,192792.0,199351.0,https://anaconda.org/conda-forge/pymc,2023-12-22 01:36:19.712,261692.0,,,,,1.0,1936.0,,,,,,,,,,,
76,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2024-02-01 16:12:42.000000,2024-02-01 10:14:36,20559.0,538.0,1949.0,180.0,3206.0,214.0,2052.0,7587.0,End-to-End Speech Processing Toolkit.,404.0,37,True,2023-10-25 11:52:03,.202310,51.0,espnet,,,,,283.0,283.0,https://pypi.org/project/espnet,18567.0,18568.0,,,,,,,,1.0,79.0,,,,,,,,,,,
77,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2024-01-07 00:32:00.000000,2023-12-31 11:04:55,953.0,21.0,754.0,86.0,201.0,81.0,653.0,3962.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",48.0,37,True,2023-12-31 11:17:16,80,72.0,opencv-python,,,,,350805.0,350805.0,https://pypi.org/project/opencv-python,12276603.0,12276603.0,,,,,,,,2.0,,,,,,,,,,,,
78,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-02-01 15:23:50.000000,2024-01-31 12:27:27,2824.0,192.0,286.0,25.0,2632.0,185.0,1602.0,2881.0,Argilla: the open-source feedback platform for LLMs.,76.0,37,True,2024-01-18 15:04:19,1.22.0,100.0,argilla,,,,,2221.0,2221.0,https://pypi.org/project/argilla,524528.0,524528.0,,,,,,,,2.0,,,,,,,,,,,,
79,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2024-02-01 12:35:33.000000,2024-01-30 21:20:46,10699.0,58.0,378.0,58.0,2910.0,1029.0,2118.0,2558.0,"With Holoviews, your data visualizes itself.",140.0,37,True,2023-11-09 09:16:35,1.18.1,77.0,holoviews,conda-forge/holoviews,,,['jupyter'],9226.0,9226.0,https://pypi.org/project/holoviews,375097.0,409459.0,https://anaconda.org/conda-forge/holoviews,2023-11-08 21:19:49.170,1483525.0,,,,,2.0,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,646.0,,,,,,
80,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-12-14 16:43:19.109000,2023-12-11 02:26:35,1519.0,8.0,271.0,32.0,475.0,90.0,489.0,1373.0,Python library for reading and writing image data.,109.0,37,True,2023-12-11 02:26:46,2.33.1,64.0,imageio,conda-forge/imageio,,,,114648.0,114648.0,https://pypi.org/project/imageio,23440436.0,23580479.0,https://anaconda.org/conda-forge/imageio,2023-12-14 16:43:19.109,6021241.0,,,,,2.0,963.0,-1.0,,,,,,,,,,
