,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,new_addition
42,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-02-08 13:45:14.000000,2024-02-06 12:45:39,1318.0,86.0,2177.0,125.0,328.0,967.0,896.0,13078.0,Multilingual Sentence & Image Embeddings with BERT.,138.0,40,True,2024-01-30 19:43:59,2.3.1,34.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],24011.0,24011.0,https://pypi.org/project/sentence-transformers,3484185.0,3489037.0,https://anaconda.org/conda-forge/sentence-transformers,2024-01-31 01:17:33.880,198939.0,,,,,1.0,,,,,,,,,,,,,
43,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-02-07 23:11:52.000000,2024-02-01 21:28:38,1173.0,87.0,2061.0,234.0,530.0,164.0,1057.0,11235.0,Download market data from Yahoo! Finances API.,106.0,40,True,2024-01-21 18:12:24,0.2.36,73.0,yfinance,ranaroussi/yfinance,,,,32979.0,32979.0,https://pypi.org/project/yfinance,1461646.0,1464417.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,85909.0,,,,,1.0,,,,,,,,,,,,,
44,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-02-08 12:51:10.000000,2024-02-08 01:33:49,6105.0,168.0,572.0,56.0,4000.0,842.0,2127.0,7822.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,173.0,40,True,2024-02-06 18:50:34,0.16.3,100.0,wandb,conda-forge/wandb,,,,38007.0,38007.0,https://pypi.org/project/wandb,11577816.0,11588316.0,https://anaconda.org/conda-forge/wandb,2024-02-06 19:13:02.985,451509.0,,,,,2.0,,wandb/wandb,,,,,,,,,,,
45,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-02-08 17:19:28.000000,2024-02-06 18:10:43,1266.0,116.0,702.0,95.0,1210.0,104.0,1105.0,6468.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",219.0,40,True,2024-01-11 15:26:04,0.26.1,39.0,accelerate,conda-forge/accelerate,,,['pytorch'],25437.0,25437.0,https://pypi.org/project/accelerate,8988635.0,8992248.0,https://anaconda.org/conda-forge/accelerate,2024-01-11 22:35:05.818,101172.0,,,,,1.0,,,,,,,,,,,,,
46,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-02-06 14:29:10.000000,2024-02-05 08:25:45,1878.0,53.0,848.0,106.0,1538.0,358.0,1187.0,4051.0,Python tools for geographic data.,218.0,40,True,2024-01-31 19:22:01,0.14.3,35.0,geopandas,conda-forge/geopandas,,,['pandas'],31098.0,31098.0,https://pypi.org/project/geopandas,5963297.0,6040422.0,https://anaconda.org/conda-forge/geopandas,2024-01-31 21:02:18.644,3392361.0,,,,,1.0,2440.0,,,,,,,,,,,,
47,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-02-08 17:17:52.000000,2024-02-05 13:23:18,2706.0,20.0,8201.0,372.0,3116.0,1246.0,6629.0,26995.0,OpenMMLab Detection Toolbox and Benchmark.,455.0,39,True,2024-01-05 06:24:15,3.3.0,53.0,mmdet,,,,['pytorch'],2157.0,2157.0,https://pypi.org/project/mmdet,166413.0,166413.0,,,,,,,,1.0,,,,,,,,,,,,,
48,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-02-01 06:53:56.000000,2024-01-10 17:54:15,8511.0,20.0,2147.0,207.0,4156.0,12.0,1911.0,19669.0,Build multimodal AI applications with cloud-native stack.,176.0,39,True,2023-12-14 15:31:33,3.23.2,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1546.0,1546.0,https://pypi.org/project/jina,140975.0,170208.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,60018.0,https://hub.docker.com/r/jinaai/jina,2024-01-08 08:54:01.226227,8.0,1303877.0,2.0,,,,,,,,,,,,,
49,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-02-05 09:40:27.000000,2023-11-29 14:40:08,32592.0,8.0,4347.0,350.0,6330.0,2.0,6641.0,17578.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",592.0,39,True,2024-01-19 13:39:29,3.6.16,100.0,rasa,,,,['tensorflow'],3936.0,3936.0,https://pypi.org/project/rasa,170227.0,170227.0,,,,,,,,2.0,,,,,,,,,,,,,
50,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-02-08 03:02:42.101000,2024-02-08 02:27:50,4512.0,3.0,4155.0,434.0,1685.0,378.0,1444.0,14985.0,Topic Modelling for Humans.,449.0,39,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,55478.0,55478.0,https://pypi.org/project/gensim,3887642.0,3921977.0,https://anaconda.org/conda-forge/gensim,2024-02-08 03:02:42.101,1200159.0,,,,,2.0,4553.0,piskvorky/gensim,,,,,,,,,,,
51,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-02-08 17:45:23.000000,2024-02-08 04:01:03,3936.0,366.0,2845.0,170.0,4519.0,356.0,2223.0,12748.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",283.0,39,True,2024-01-12 03:51:43,2.0.0,35.0,dgl,,,,,193.0,193.0,https://pypi.org/project/dgl,68748.0,68748.0,,,,,,,,1.0,,,,,,,,,,,,,
52,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-02-08 12:06:51.000000,2024-02-08 08:01:37,17000.0,222.0,915.0,120.0,3391.0,88.0,1485.0,9219.0,A hyperparameter optimization framework.,255.0,39,True,2023-12-11 05:04:29,3.5.0,62.0,optuna,conda-forge/optuna,,,,12255.0,12255.0,https://pypi.org/project/optuna,2117052.0,2131097.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,617990.0,,,,,1.0,,,,,,,,,,,,,
53,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-02-08 15:04:30.000000,2024-02-08 15:04:26,47370.0,542.0,1127.0,195.0,379.0,519.0,1680.0,7587.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1206.0,39,True,2023-09-19 20:01:10,1.2.2,84.0,catboost,conda-forge/catboost,,,,13.0,13.0,https://pypi.org/project/catboost,1750421.0,1790265.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1443626.0,,,,,2.0,217782.0,,,,,,,,,,,,
54,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-02-08 18:06:27.000000,2024-02-08 17:55:12,4261.0,207.0,1163.0,102.0,3393.0,769.0,1355.0,7197.0,A unified framework for machine learning with time series.,318.0,39,True,2024-01-26 21:33:01,0.26.0,59.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2197.0,2197.0,https://pypi.org/project/sktime,744882.0,774877.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-01-27 10:37:50.794,929841.0,,,,,1.0,84.0,sktime/sktime,,,,,,,,,,,
55,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-02-08 11:23:05.000000,2024-02-08 11:19:12,1781.0,23.0,2170.0,164.0,807.0,74.0,989.0,6579.0,Python Data. Leaflet.js Maps.,161.0,39,True,2023-12-04 11:11:32,0.15.1,26.0,folium,conda-forge/folium,,,,33784.0,33784.0,https://pypi.org/project/folium,925402.0,994027.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2539129.0,,,,,2.0,,,,,,,,,,,,,
56,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-02-08 17:55:22.000000,2024-02-08 01:56:15,4170.0,209.0,555.0,83.0,2184.0,111.0,682.0,5187.0,Flax is a neural network library for JAX that is designed for flexibility.,216.0,39,True,2024-02-07 21:52:34,0.8.1,38.0,flax,conda-forge/flax,,,['jax'],5950.0,5950.0,https://pypi.org/project/flax,3445021.0,3446160.0,https://anaconda.org/conda-forge/flax,2024-02-08 03:12:06.588,39834.0,,,,,2.0,50.0,,,,,,,,,,,,
57,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-02-08 14:25:56.000000,2024-02-07 23:44:54,3500.0,148.0,1036.0,132.0,2825.0,238.0,1156.0,2006.0,A library for training and deploying machine learning models on Amazon SageMaker.,423.0,39,True,2024-02-06 22:33:31,2.207.1,165.0,sagemaker,conda-forge/sagemaker-python-sdk,,,,3554.0,3554.0,https://pypi.org/project/sagemaker,28912731.0,28929648.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-02-01 22:46:20.403,710552.0,,,,,2.0,,,,,,,,,,,,,
58,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-02-08 17:59:26.000000,2024-02-08 12:29:09,39809.0,1073.0,26457.0,2033.0,45042.0,,,37785.0,Apache Spark Python API.,3006.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,29913933.0,29981802.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2986252.0,,,,,2.0,,,,,,,,,,stable/spark,,,
59,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-02-08 12:38:39.000000,2024-01-24 03:54:03,6127.0,15.0,6927.0,424.0,2824.0,979.0,7501.0,36358.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",152.0,38,True,2023-10-18 12:32:48,2.7.1,8.0,paddleocr,,,,['paddle'],2210.0,2210.0,https://pypi.org/project/paddleocr,192584.0,192584.0,,,,,,,,1.0,,,,,,,,,,,,,
60,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-02-08 17:58:11.000000,2024-02-02 17:01:10,1003.0,95.0,3215.0,473.0,861.0,403.0,1878.0,26711.0,A library for efficient similarity search and clustering of dense vectors.,151.0,38,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,3410.0,3410.0,https://pypi.org/project/pymilvus,472487.0,495119.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1018480.0,,,,,1.0,,,,,,,,,,,,,
61,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2024-02-04 04:51:50.000000,2023-12-27 16:23:43,4667.0,112.0,2940.0,248.0,708.0,67.0,894.0,26586.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",163.0,38,True,2023-12-12 15:11:16,0.22.0,98.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",859.0,859.0,https://pypi.org/project/tts,137851.0,193063.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,10376.0,,,,,1.0,1919501.0,,5.0,,,,,,,,,,
62,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-02-08 12:30:22.311349,2024-02-07 09:16:47,19063.0,671.0,2454.0,321.0,18865.0,526.0,9462.0,25468.0,"A cloud-native vector database, storage for next generation AI applications.",263.0,38,True,2024-02-07 08:12:10,2.3.8,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,472487.0,683247.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-02-08 12:30:22.311349,39.0,10899077.0,1.0,71664.0,,,,,,,,,,,,
63,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-02-01 00:26:04.000000,2024-02-01 00:26:01,2738.0,9.0,7291.0,614.0,2217.0,184.0,1585.0,25190.0,The fastai deep learning library.,246.0,38,True,2024-02-01 00:26:04,2.7.14,51.0,fastai,,,,['pytorch'],16142.0,16142.0,https://pypi.org/project/fastai,423294.0,423294.0,,,,,,,,2.0,,,,,,,,,,,,,
64,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-02-08 15:36:29.000000,2024-02-08 10:36:00,3789.0,60.0,6670.0,400.0,5158.0,765.0,2322.0,15110.0,"Datasets, Transforms and Models specific to Computer Vision.",574.0,38,True,2024-01-30 18:31:39,0.17.0,38.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,11473242.0,11501519.0,https://anaconda.org/conda-forge/torchvision,2023-12-13 18:56:48.112,973950.0,,,,,1.0,36968.0,,,,,,,,,,,,
65,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-02-08 17:38:23.000000,2024-02-07 09:40:21,2660.0,62.0,893.0,128.0,1774.0,243.0,620.0,9101.0,Geometric Computer Vision Library for Spatial AI.,247.0,38,True,2023-12-27 10:47:21,0.7.1,37.0,kornia,conda-forge/kornia,,,['pytorch'],8301.0,8301.0,https://pypi.org/project/kornia,2552390.0,2555381.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,113162.0,,,,,1.0,934.0,,,,,,,,,,,,
66,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-02-04 09:47:21.000000,2024-02-02 00:07:41,5079.0,55.0,1665.0,132.0,975.0,324.0,1912.0,8169.0,"An open-source, low-code machine learning library in Python.",130.0,38,True,2023-11-12 21:46:01,3.2.0,26.0,pycaret,conda-forge/pycaret,,,,5090.0,5090.0,https://pypi.org/project/pycaret,301107.0,302130.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,42363.0,,,,,1.0,679.0,,,,,,,,,,,,
67,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-02-07 16:00:41.000000,2024-02-06 13:36:44,1757.0,16.0,662.0,118.0,559.0,195.0,688.0,8111.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,87.0,38,True,2024-01-22 16:49:29,0.15.1,83.0,tokenizers,conda-forge/tokenizers,,,,59548.0,59548.0,https://pypi.org/project/tokenizers,18035453.0,18068876.0,https://anaconda.org/conda-forge/tokenizers,2024-01-26 13:36:43.691,1437224.0,,,,,2.0,33.0,,,,,,,,,,,,
68,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2024-02-08 13:24:40.000000,2024-02-07 05:05:00,28212.0,245.0,711.0,125.0,6059.0,483.0,1623.0,7546.0,NumPy & SciPy for GPU.,357.0,38,True,2024-01-18 05:54:29,13.0.0,100.0,cupy,conda-forge/cupy,cupy/cupy,,,1908.0,1908.0,https://pypi.org/project/cupy,21485.0,98191.0,https://anaconda.org/conda-forge/cupy,2024-02-05 02:05:27.119,3296606.0,https://hub.docker.com/r/cupy/cupy,2024-01-18 05:56:19.967362,11.0,59062.0,1.0,169059.0,,,,,,,,,,,,
69,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2024-02-08 18:02:41.000000,2024-02-08 18:02:40,7108.0,4000.0,500.0,42.0,437.0,238.0,1175.0,5180.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",114.0,38,True,2024-02-08 04:41:45,1.23.2,87.0,litellm,,,,,868.0,868.0,https://pypi.org/project/litellm,284554.0,284554.0,,,,,,,,2.0,,,2.0,,,,,,,,,,
70,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-02-08 16:15:53.000000,2024-02-08 15:57:41,6174.0,102.0,1443.0,109.0,4155.0,397.0,708.0,4107.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",302.0,38,True,2023-12-18 13:28:11,4.9.4,32.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],16201.0,16201.0,https://pypi.org/project/tensorflow-datasets,2862816.0,2863614.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,26350.0,,,,,1.0,,,,,,,,,,,,,
71,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-02-06 21:10:25.000000,2024-02-06 08:19:33,2237.0,11.0,539.0,88.0,790.0,229.0,899.0,3577.0,Manipulation and analysis of geometric objects.,151.0,38,True,2023-10-12 20:37:13,2.0.2,27.0,shapely,conda-forge/shapely,,,,61514.0,61514.0,https://pypi.org/project/shapely,17515934.0,17727173.0,https://anaconda.org/conda-forge/shapely,2023-11-23 18:52:59.047,8867515.0,,,,,2.0,3046.0,,,,,,,,,,,,
72,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2024-02-08 13:27:48.000000,2024-02-06 16:13:34,10703.0,58.0,378.0,59.0,2916.0,1026.0,2131.0,2562.0,"With Holoviews, your data visualizes itself.",140.0,38,True,2024-02-05 11:22:46,1.18.2,78.0,holoviews,conda-forge/holoviews,,,['jupyter'],9298.0,9298.0,https://pypi.org/project/holoviews,421072.0,455565.0,https://anaconda.org/conda-forge/holoviews,2024-02-05 11:08:49.579,1488539.0,,,,,2.0,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,663.0,,,,,,,
73,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-02-08 17:56:23.000000,2024-02-08 17:43:02,17838.0,128.0,1215.0,84.0,7706.0,456.0,4241.0,2463.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,362.0,38,True,2024-01-16 18:37:42,1.6.1,59.0,mne,conda-forge/mne,,,,3459.0,3459.0,https://pypi.org/project/mne,106900.0,114624.0,https://anaconda.org/conda-forge/mne,2024-01-16 19:57:33.854,347600.0,,,,,1.0,,,,,,,,,,,,,
74,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-02-08 15:35:43.000000,2024-02-08 15:35:39,5678.0,93.0,681.0,55.0,4912.0,1187.0,2301.0,1519.0,A distributed task scheduler for Dask.,323.0,38,True,,,185.0,distributed,conda-forge/distributed,,,,32653.0,32653.0,https://pypi.org/project/distributed,3443855.0,3732055.0,https://anaconda.org/conda-forge/distributed,2024-01-27 00:32:45.552,12969013.0,,,,,2.0,,,,,,,,,,,,,
75,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2024-02-07 04:57:45.000000,2023-12-11 02:26:35,1519.0,5.0,271.0,32.0,476.0,91.0,489.0,1377.0,Python library for reading and writing image data.,109.0,38,True,2023-12-11 02:26:46,2.33.1,64.0,imageio,conda-forge/imageio,,,,115354.0,115354.0,https://pypi.org/project/imageio,24455193.0,24595562.0,https://anaconda.org/conda-forge/imageio,2023-12-14 16:43:19.109,6035258.0,,,,,1.0,968.0,,,,,,,,,,,,
76,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-02-08 17:03:25.000000,2024-02-08 17:03:24,883.0,188.0,3726.0,125.0,1800.0,538.0,4789.0,19213.0,NEW - YOLOv8 in PyTorch ONNX OpenVINO CoreML TFLite.,92.0,37,True,2024-01-10 09:58:53,8.1.0,1.0,ultralytics,,,,,10807.0,10807.0,https://pypi.org/project/ultralytics,3927464.0,3927464.0,,,,,,,,2.0,,,,,,,,,,,,,
77,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2024-02-08 16:22:12.000000,2024-02-08 11:15:35,5848.0,87.0,1712.0,204.0,1171.0,56.0,2175.0,13395.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,257.0,37,True,2023-12-18 09:29:22,0.13.1,25.0,flair,conda-forge/python-flair,,,['pytorch'],3014.0,3014.0,https://pypi.org/project/flair,120947.0,121473.0,https://anaconda.org/conda-forge/python-flair,2024-01-05 20:59:40.138,22624.0,,,,,2.0,,,,,,,,,,,,,
78,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-02-08 13:46:01.000000,2024-01-18 02:26:18,1371.0,17.0,1577.0,151.0,746.0,205.0,554.0,11799.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,117.0,37,True,2024-01-08 15:03:46,4.6.4,55.0,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",2403.0,2403.0,https://pypi.org/project/ydata-profiling,914443.0,915850.0,https://anaconda.org/conda-forge/ydata-profiling,2024-01-09 12:11:44.611,16885.0,,,,,2.0,41.0,,,,,,,,,,,,
79,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2024-01-14 15:46:33.000000,2023-07-11 16:23:35,1095.0,,1418.0,253.0,657.0,383.0,1025.0,11434.0,Video editing with Python.,160.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,33935.0,33935.0,https://pypi.org/project/moviepy,766355.0,769166.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,222121.0,,,,,2.0,,,,,,,,,,,,,
