,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,new_addition
43,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-03-29 09:03:07.000,2024-03-29 09:03:06,13885.0,94.0,2122.0,186.0,4374.0,539.0,2058.0,5837.0,Image processing in Python.,657.0,41,True,2024-03-22 22:52:50,0.23.0rc0,24.0,scikit-image,conda-forge/scikit-image,,,,174837.0,174837.0,https://pypi.org/project/scikit-image,14183983.0,14318320.0,https://anaconda.org/conda-forge/scikit-image,2023-10-11 16:58:18.971,6045194.0,,,,,1.0,,,,,,,,,,,,,
44,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-03-29 10:31:13.000,2024-03-21 15:05:22,32610.0,18.0,4371.0,348.0,6350.0,3.0,6641.0,17809.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,40,True,2024-03-04 17:27:13,3.6.19,100.0,rasa,,,,['tensorflow'],4043.0,4043.0,https://pypi.org/project/rasa,141327.0,141327.0,,,,,,,,1.0,,,,,,,,,,,,,
45,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-03-26 11:59:18.003,2024-03-26 07:38:41,1356.0,65.0,2236.0,131.0,370.0,995.0,914.0,13495.0,Multilingual Sentence & Image Embeddings with BERT.,147.0,40,True,2024-03-26 09:01:26,2.6.1,39.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],28082.0,28082.0,https://pypi.org/project/sentence-transformers,3841028.0,3846074.0,https://anaconda.org/conda-forge/sentence-transformers,2024-03-26 11:59:18.003,211967.0,,,,,1.0,,,,,,,,,,,,,
46,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-03-25 08:13:19.000,2024-01-29 09:04:39,14509.0,1.0,2723.0,468.0,1455.0,246.0,1513.0,12941.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,454.0,40,True,,,17.0,nltk,conda-forge/nltk,,,,261124.0,261124.0,https://pypi.org/project/nltk,18128491.0,18155408.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2449469.0,,,,,1.0,,,,,,,,,,,,,
47,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-03-28 18:42:55.000,2024-03-28 14:32:44,1355.0,140.0,749.0,100.0,1295.0,116.0,1178.0,6803.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",235.0,40,True,2024-03-12 16:58:44,0.28.0,41.0,accelerate,conda-forge/accelerate,,,['pytorch'],30349.0,30349.0,https://pypi.org/project/accelerate,7597580.0,7601420.0,https://anaconda.org/conda-forge/accelerate,2024-03-13 13:00:50.817,111384.0,,,,,1.0,,,,,,,,,,,,,
48,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-03-29 13:38:42.000,2024-03-28 20:58:49,1906.0,62.0,856.0,107.0,1574.0,354.0,1206.0,4125.0,Python tools for geographic data.,221.0,40,True,2024-01-31 19:22:01,0.14.3,35.0,geopandas,conda-forge/geopandas,,,['pandas'],32931.0,32931.0,https://pypi.org/project/geopandas,6138019.0,6215077.0,https://anaconda.org/conda-forge/geopandas,2024-01-31 21:02:18.644,3466473.0,,,,,1.0,2469.0,,,,,,,,,,,,
49,ollama,jmorganca/ollama,nlp,,https://github.com/ollama/ollama,https://github.com/ollama/ollama,MIT,2023-06-26 19:39:32.000,2024-03-29 14:11:17.000,2024-03-29 14:11:17,2271.0,606.0,3488.0,316.0,1226.0,542.0,1563.0,51417.0,"Get up and running with Llama 2, Mistral, Gemma, and other large language models.",171.0,39,True,2024-03-26 18:19:40,0.1.30,52.0,,,,,,50.0,50.0,,,581651.0,,,,,,,,2.0,4653208.0,ollama/ollama,,,,,,,,,,,
50,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-03-29 12:51:48.000,2024-03-29 09:37:19,1046.0,106.0,3269.0,475.0,896.0,415.0,1910.0,27647.0,A library for efficient similarity search and clustering of dense vectors.,164.0,39,True,2024-03-01 01:04:25,1.8.0,16.0,pymilvus,conda-forge/faiss,,,,3520.0,3520.0,https://pypi.org/project/pymilvus,630603.0,653631.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1059297.0,,,,,1.0,,,,,,,,,,,,,
51,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-03-28 12:33:28.000,2024-02-05 13:23:18,2706.0,10.0,8277.0,372.0,3129.0,1339.0,6654.0,27473.0,OpenMMLab Detection Toolbox and Benchmark.,455.0,39,True,2024-01-05 06:24:15,3.3.0,53.0,mmdet,,,,['pytorch'],2317.0,2317.0,https://pypi.org/project/mmdet,217587.0,217587.0,,,,,,,,1.0,,,,,,,,,,,,,
52,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-03-07 16:39:48.000,2024-03-04 02:10:25,2754.0,13.0,7313.0,612.0,2219.0,191.0,1586.0,25500.0,The fastai deep learning library.,247.0,39,True,2024-02-01 00:26:04,2.7.14,51.0,fastai,,,,['pytorch'],16662.0,16662.0,https://pypi.org/project/fastai,376020.0,376020.0,,,,,,,,2.0,,,,,,,,,,,,,
53,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-03-01 12:26:36.000,2024-02-08 02:27:50,4512.0,3.0,4167.0,434.0,1687.0,380.0,1449.0,15131.0,Topic Modelling for Humans.,449.0,39,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,57327.0,57327.0,https://pypi.org/project/gensim,5134979.0,5168844.0,https://anaconda.org/conda-forge/gensim,2024-02-08 03:02:42.101,1217553.0,,,,,2.0,4556.0,piskvorky/gensim,,,,,,,,,,,
54,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-03-29 09:17:25.000,2024-03-28 05:38:14,4024.0,222.0,2870.0,170.0,4610.0,379.0,2248.0,12919.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",287.0,39,True,2024-03-06 03:29:59,2.1.0,36.0,dgl,,,,,218.0,218.0,https://pypi.org/project/dgl,88456.0,88456.0,,,,,,,,1.0,,,,,,,,,,,,,
55,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-03-29 06:40:40.525,2024-03-29 05:11:29,17432.0,557.0,936.0,120.0,3474.0,94.0,1513.0,9485.0,A hyperparameter optimization framework.,262.0,39,True,2024-03-18 06:01:11,3.6.0,63.0,optuna,conda-forge/optuna,,,,13302.0,13302.0,https://pypi.org/project/optuna,2453427.0,2469901.0,https://anaconda.org/conda-forge/optuna,2024-03-29 06:40:40.525,741342.0,,,,,1.0,,,,,,,,,,,,,
56,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-03-29 11:40:12.000,2024-03-29 11:40:07,47662.0,533.0,1128.0,192.0,380.0,487.0,1738.0,7694.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1221.0,39,True,2024-02-23 14:10:41,1.2.3,85.0,catboost,conda-forge/catboost,,,,13.0,13.0,https://pypi.org/project/catboost,2131368.0,2170826.0,https://anaconda.org/conda-forge/catboost,2024-02-24 13:08:44.587,1458570.0,,,,,2.0,233547.0,,,,,,,,,,,,
57,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-03-29 12:56:53.000,2024-03-28 18:12:35,4423.0,284.0,1248.0,101.0,3612.0,788.0,1432.0,7335.0,A unified framework for machine learning with time series.,345.0,39,True,2024-03-27 21:36:41,0.28.0,63.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2409.0,2409.0,https://pypi.org/project/sktime,907408.0,936710.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-03-28 10:15:16.543,937657.0,,,,,1.0,84.0,sktime/sktime,,,,,,,,,,,
58,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,,2023-07-27 00:09:52.000,2024-03-29 15:43:35.000,2024-03-29 15:43:17,9264.0,4187.0,766.0,47.0,840.0,411.0,1429.0,7040.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",159.0,39,True,2024-03-29 07:04:49,1.34.12,100.0,litellm,,,,,1246.0,1246.0,https://pypi.org/project/litellm,462392.0,462471.0,,,,,,,,2.0,79.0,,,,,,,,,,,,
59,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-03-14 11:11:14.000,2024-03-08 12:03:11,1797.0,28.0,2172.0,164.0,823.0,86.0,994.0,6631.0,Python Data. Leaflet.js Maps.,165.0,39,True,2024-02-29 08:57:20,0.16.0,27.0,folium,conda-forge/folium,,,,35542.0,35542.0,https://pypi.org/project/folium,969181.0,1037564.0,https://anaconda.org/conda-forge/folium,2024-02-29 12:23:49.642,2598583.0,,,,,2.0,,,,,,,,,,,,,
60,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-03-29 16:10:57.000,2024-03-29 16:09:40,3594.0,141.0,1051.0,133.0,2925.0,248.0,1173.0,2028.0,A library for training and deploying machine learning models on Amazon SageMaker.,433.0,39,True,2024-03-27 22:23:59,2.214.1,173.0,sagemaker,conda-forge/sagemaker-python-sdk,,,,3752.0,3752.0,https://pypi.org/project/sagemaker,28649106.0,28665846.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-03-28 09:09:46.952,719862.0,,,,,2.0,,,,,,,,,,,,,
61,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-03-29 15:57:52.000,2024-03-29 15:57:48,40349.0,980.0,26565.0,2033.0,45746.0,,,38139.0,Apache Spark Python API.,3043.0,38,True,,,34.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,30290075.0,30357655.0,https://anaconda.org/conda-forge/pyspark,2024-03-03 13:07:40.821,3041142.0,,,,,2.0,,,,,,stable/spark,,,,,,,
62,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-03-29 13:51:17.000,2024-03-29 09:46:27,6139.0,16.0,7092.0,433.0,2858.0,1126.0,7576.0,37776.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",155.0,38,True,2024-03-29 09:48:32,2.7.5,12.0,paddleocr,,,,['paddle'],2381.0,2381.0,https://pypi.org/project/paddleocr,214971.0,214971.0,,,,,,,,1.0,,,,,,,,,,,,,
63,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-03-29 15:56:42.000,2024-03-29 10:15:17,19433.0,692.0,2506.0,279.0,19537.0,543.0,9827.0,26358.0,"A cloud-native vector database, storage for next generation AI applications.",268.0,38,True,2024-03-20 11:14:39,2.4.0-rc.1,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,630603.0,860119.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-03-29 12:34:11.299016,43.0,12101687.0,2.0,81173.0,,,,,,,,,,,,
64,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-03-29 04:33:34.000,2024-03-20 23:03:58,8530.0,21.0,2155.0,206.0,4168.0,12.0,1921.0,19834.0,Build multimodal AI applications with cloud-native stack.,176.0,38,True,2024-03-20 09:39:13,3.24.1,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1705.0,1705.0,https://pypi.org/project/jina,30447.0,59095.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,60330.0,https://hub.docker.com/r/jinaai/jina,2024-03-20 09:52:49.929023,8.0,1305239.0,2.0,,,,,,,,,,,,,
65,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-03-29 11:34:27.000,2024-03-26 12:31:30,3828.0,62.0,6693.0,407.0,5213.0,773.0,2354.0,15287.0,"Datasets, Transforms and Models specific to Computer Vision.",581.0,38,True,2024-03-28 15:37:14,0.17.2,40.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,10600259.0,10628711.0,https://anaconda.org/conda-forge/torchvision,2024-02-26 00:12:18.834,1008100.0,,,,,1.0,37362.0,,,,,,,,,,,,
66,chroma,chroma-core/chroma,nn-search,,https://github.com/chroma-core/chroma,https://github.com/chroma-core/chroma,Apache-2.0,2022-10-05 17:58:44.000,2024-03-29 15:53:28.000,2024-03-29 14:45:18,1206.0,185.0,963.0,75.0,1025.0,293.0,613.0,11730.0,the AI-native open-source embedding database.,102.0,38,True,2024-02-28 00:39:11,0.4.24,55.0,chromadb,,,,,21319.0,21319.0,https://pypi.org/project/chromadb,1296466.0,1296475.0,,,,,,,,2.0,157.0,,,,,,,,,,,,
67,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-03-28 13:13:09.000,2024-03-27 23:57:42,2708.0,85.0,904.0,128.0,1826.0,248.0,631.0,9254.0,Geometric Computer Vision Library for Spatial AI.,256.0,38,True,2024-03-14 09:13:46,0.7.2,38.0,kornia,conda-forge/kornia,,,['pytorch'],9021.0,9021.0,https://pypi.org/project/kornia,2185403.0,2188418.0,https://anaconda.org/conda-forge/kornia,2024-02-20 17:25:27.727,117009.0,,,,,1.0,1018.0,,,,,,,,,,,,
68,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-03-27 18:13:02.000,2024-03-04 05:00:38,5194.0,107.0,1683.0,131.0,984.0,337.0,1925.0,8333.0,"An open-source, low-code machine learning library in Python.",134.0,38,True,2024-02-20 04:09:05,3.3.0,27.0,pycaret,conda-forge/pycaret,,,,5315.0,5315.0,https://pypi.org/project/pycaret,303039.0,304058.0,https://anaconda.org/conda-forge/pycaret,2024-03-10 21:35:37.045,43203.0,,,,,1.0,682.0,,,,,,,,,,,,
69,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-03-29 14:15:31.000,2024-03-25 10:29:36,1761.0,14.0,679.0,119.0,568.0,116.0,784.0,8285.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,87.0,38,True,2024-02-12 02:35:06,0.15.2,84.0,tokenizers,conda-forge/tokenizers,,,,67542.0,67542.0,https://pypi.org/project/tokenizers,20719193.0,20719193.0,https://anaconda.org/conda-forge/tokenizers,,,,,,,2.0,47.0,,,,,,,,,,,,
70,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2024-03-29 14:18:52.000,2024-03-28 13:55:11,21000.0,546.0,1968.0,179.0,3248.0,232.0,2060.0,7774.0,End-to-End Speech Processing Toolkit.,420.0,38,True,2024-02-06 03:28:17,.202402,52.0,espnet,,,,,305.0,305.0,https://pypi.org/project/espnet,73488.0,73489.0,,,,,,,,1.0,79.0,,,,,,,,,,,,
71,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2024-03-29 15:48:22.000,2024-03-29 15:01:40,9737.0,127.0,1227.0,127.0,1154.0,85.0,926.0,7729.0,A PyTorch-based Speech Toolkit.,231.0,38,True,2024-02-26 20:54:49,1.0.0,11.0,speechbrain,,,,['pytorch'],1664.0,1664.0,https://pypi.org/project/speechbrain,2182996.0,2182996.0,,,,,,,,1.0,,,,,,,,,,,,,
72,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2024-03-29 01:11:46.000,2024-03-28 09:42:29,28394.0,253.0,727.0,127.0,6110.0,492.0,1654.0,7711.0,NumPy & SciPy for GPU.,362.0,38,True,2024-01-18 05:54:29,13.0.0,100.0,cupy,conda-forge/cupy,cupy/cupy,,,1976.0,1976.0,https://pypi.org/project/cupy,23861.0,100104.0,https://anaconda.org/conda-forge/cupy,2024-02-05 02:05:27.119,3348623.0,https://hub.docker.com/r/cupy/cupy,2024-01-18 05:56:19.967362,11.0,60451.0,1.0,171188.0,,,,,,,,,,,,
73,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-03-29 12:19:05.000,2024-03-28 22:07:03,4296.0,215.0,561.0,84.0,2265.0,115.0,698.0,5409.0,Flax is a neural network library for JAX that is designed for flexibility.,217.0,38,True,2024-03-14 11:34:35,0.8.2,39.0,flax,conda-forge/flax,,,['jax'],6627.0,6627.0,https://pypi.org/project/flax,3220454.0,3221644.0,https://anaconda.org/conda-forge/flax,2024-03-14 12:49:40.118,42816.0,,,,,2.0,50.0,,,,,,,,,,,,
74,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-03-27 19:51:51.000,2024-03-27 19:51:46,6217.0,88.0,1457.0,106.0,4200.0,402.0,715.0,4144.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",304.0,38,True,2023-12-18 13:28:11,4.9.4,32.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],16825.0,16825.0,https://pypi.org/project/tensorflow-datasets,3086614.0,3087413.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,27178.0,,,,,1.0,,,,,,,,,,,,,
75,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-03-26 17:13:45.000,2024-03-22 09:36:03,2262.0,33.0,546.0,87.0,810.0,240.0,912.0,3640.0,Manipulation and analysis of geometric objects.,153.0,38,True,2024-02-16 14:21:10,2.0.3,28.0,shapely,conda-forge/shapely,,,,64876.0,64876.0,https://pypi.org/project/shapely,21208188.0,21417984.0,https://anaconda.org/conda-forge/shapely,2024-02-19 19:30:03.013,9016562.0,,,,,2.0,3182.0,,,,,,,,,,,,
76,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-03-29 14:50:09.000,2024-03-29 14:50:09,17898.0,105.0,1226.0,84.0,7766.0,459.0,4266.0,2517.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,367.0,38,True,2024-01-16 18:37:42,1.6.1,59.0,mne,conda-forge/mne,,,,3639.0,3639.0,https://pypi.org/project/mne,105953.0,113586.0,https://anaconda.org/conda-forge/mne,2024-01-16 19:57:33.854,351154.0,,,,,1.0,,,,,,,,,,,,,
77,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-03-29 08:11:21.000,2024-03-28 13:44:06,5737.0,92.0,685.0,55.0,4972.0,1207.0,2321.0,1534.0,A distributed task scheduler for Dask.,323.0,38,True,,,189.0,distributed,conda-forge/distributed,,,,33451.0,33451.0,https://pypi.org/project/distributed,3626951.0,3914197.0,https://anaconda.org/conda-forge/distributed,2024-03-15 16:34:44.800,13213352.0,,,,,2.0,,,,,,,,,,,,,
78,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-03-29 15:25:03.000,2024-03-29 15:22:32,1025.0,248.0,4177.0,133.0,2024.0,702.0,5456.0,21488.0,NEW - YOLOv8 in PyTorch ONNX OpenVINO CoreML TFLite.,120.0,37,True,2024-01-10 09:58:53,8.1.0,1.0,ultralytics,,,,,13316.0,13316.0,https://pypi.org/project/ultralytics,2629138.0,2629138.0,,,,,,,,2.0,,,,,,,,,,,,,
79,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2024-03-27 09:20:02.000,2024-03-03 06:50:21,1649.0,5.0,2792.0,379.0,458.0,8.0,1835.0,14361.0,Python Echarts Plotting Library.,42.0,37,True,2024-03-03 07:03:55,2.0.5,4.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3974.0,3974.0,https://pypi.org/project/pyecharts,167309.0,167310.0,,,,,,,,2.0,15.0,,,,,,,,,,,,
80,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2024-03-29 15:17:13.000,2024-03-29 15:13:18,5910.0,124.0,1711.0,203.0,1184.0,66.0,2184.0,13508.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,259.0,37,True,2023-12-18 09:29:22,0.13.1,25.0,flair,conda-forge/python-flair,,,['pytorch'],3107.0,3107.0,https://pypi.org/project/flair,151997.0,152517.0,https://anaconda.org/conda-forge/python-flair,2024-01-05 20:59:40.138,22898.0,,,,,2.0,,,,,,,,,,,,,
81,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2024-03-27 01:32:14.000,2024-03-27 01:32:10,828.0,42.0,1558.0,130.0,710.0,396.0,467.0,13301.0,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,137.0,37,True,2024-03-18 23:02:05,1.4.2,20.0,albumentations,conda-forge/albumentations,,,['pytorch'],21849.0,21849.0,https://pypi.org/project/albumentations,1538695.0,1542240.0,https://anaconda.org/conda-forge/albumentations,2024-03-05 20:01:04.905,156017.0,,,,,2.0,,,,,,,,,,,,,
