,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
42,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2025-12-11 17:17:06.000000,2025-12-10 04:08:55,3752.0,3885.0,427.0,3482.0,426.0,3180.0,17923.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",336.0,42,True,47.0,2025-02-15 03:46:41,4.6.0,34.0,,lightgbm,conda-forge/lightgbm,,,,56673.0,56673.0,https://pypi.org/project/lightgbm,11969226.0,12039292.0,https://anaconda.org/conda-forge/lightgbm,2025-10-20 21:06:33.935,4222207.0,,,,,2.0,316951.0,,,,,,,,,,
43,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2025-11-01 12:01:39.000000,2025-10-16 11:13:19,4594.0,4234.0,411.0,1733.0,399.0,1478.0,16299.0,Topic Modelling for Humans.,463.0,42,True,13.0,2025-10-16 11:15:52,4.4.0,44.0,piskvorky/gensim,gensim,conda-forge/gensim,,,,77855.0,77855.0,https://pypi.org/project/gensim,5140097.0,5171848.0,https://anaconda.org/conda-forge/gensim,2025-04-22 14:56:41.039,1806801.0,,,,,1.0,6447.0,,,,,,,,,,
44,weaviate,weaviate/weaviate,nn-search,,https://github.com/weaviate/weaviate,https://github.com/weaviate/weaviate,BSD-3-Clause,2016-03-30 15:03:17.000,2025-12-11 17:57:21.000000,2025-12-11 17:51:51,22472.0,1149.0,133.0,7293.0,388.0,2270.0,15202.0,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of..",154.0,42,True,1570.0,2025-12-11 08:21:26,1.34.5,100.0,,weaviate-client,,,,,836.0,836.0,https://pypi.org/project/weaviate-client,23831893.0,23847540.0,,,,,,,,1.0,109532.0,,,,,,,,,,
45,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2025-07-10 13:20:45.000000,2025-07-10 13:20:45,3243.0,1989.0,250.0,1150.0,167.0,2473.0,13613.0,Statistical data visualization in Python.,216.0,42,True,,2024-01-25 13:21:20,0.13.2,37.0,,seaborn,conda-forge/seaborn,,,,703537.0,703537.0,https://pypi.org/project/seaborn,34008813.0,34238824.0,https://anaconda.org/conda-forge/seaborn,2025-04-22 14:56:26.328,15180561.0,,,,,1.0,523.0,,,,,,,,,,
46,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2025-12-09 16:44:34.000000,2025-12-09 16:42:23,1121.0,1286.0,118.0,368.0,22.0,781.0,11497.0,Unsupervised text tokenizer for Neural Network-based text generation.,102.0,42,True,43.0,2025-08-12 05:52:44,0.2.1,29.0,,sentencepiece,conda-forge/sentencepiece,,,,122076.0,122076.0,https://pypi.org/project/sentencepiece,34119987.0,34149312.0,https://anaconda.org/conda-forge/sentencepiece,2025-11-17 13:25:53.179,1785568.0,,,,,1.0,163254.0,,,,,1.0,,,,,
47,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2025-12-01 16:14:48.000000,2025-11-22 08:29:14,3923.0,802.0,135.0,1625.0,139.0,1975.0,10156.0,Declarative visualization library for Python.,183.0,42,True,28.0,2025-11-12 11:01:24,6.0.0,38.0,vega/altair,altair,conda-forge/altair,,,,243371.0,243371.0,https://pypi.org/project/altair,40420790.0,40484036.0,https://anaconda.org/conda-forge/altair,2025-11-18 14:28:46.848,3035694.0,,,,,1.0,355.0,,,,,,,,,,
48,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-12-11 13:02:35.000000,2025-12-11 13:02:34,1886.0,1216.0,92.0,1924.0,93.0,1849.0,9365.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",378.0,42,True,39.0,2025-11-21 12:47:55,1.12.0,70.0,,accelerate,conda-forge/accelerate,,,['pytorch'],106430.0,106430.0,https://pypi.org/project/accelerate,19163894.0,19180090.0,https://anaconda.org/conda-forge/accelerate,2025-11-21 15:09:15.734,809831.0,,,,,1.0,,,,,,,,,,,
49,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2025-12-02 18:37:29.000000,2025-08-12 00:02:13,5913.0,1659.0,182.0,5106.0,650.0,1246.0,7057.0,TensorFlows Visualization Toolkit.,328.0,42,True,,2025-07-17 19:19:53,2.20.0,65.0,,tensorboard,conda-forge/tensorboard,,,['tensorflow'],333986.0,333986.0,https://pypi.org/project/tensorboard,29448437.0,29542824.0,https://anaconda.org/conda-forge/tensorboard,2025-07-18 07:57:49.537,6229600.0,,,,,1.0,,,,,,,,,,,
50,haystack,deepset-ai/haystack,agents,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2025-12-11 16:18:16.000000,2025-12-11 16:06:24,4579.0,2502.0,156.0,5048.0,102.0,4044.0,23595.0,"AI orchestration framework to build customizable, production-ready LLM applications. Connect components (models,..",314.0,41,True,283.0,2025-12-08 15:47:49,2.21.0,100.0,,haystack-ai,,,,,1382.0,1382.0,https://pypi.org/project/haystack-ai,482429.0,482429.0,,,,,,,,2.0,,,,,,,,,,,
51,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2025-12-10 21:52:45.000000,2025-09-18 19:05:18,1628.0,2873.0,262.0,791.0,117.0,1528.0,20145.0,Download market data from Yahoo! Finances API.,141.0,41,True,6.0,2025-09-17 11:22:15,0.2.66,100.0,,yfinance,ranaroussi/yfinance,,,,86230.0,86230.0,https://pypi.org/project/yfinance,6687794.0,6689655.0,https://anaconda.org/ranaroussi/yfinance,2025-03-25 16:27:42.706,98634.0,,,,,1.0,,,,,,,,,,,
52,DVC,iterative/dvc,ml-experiments,,https://github.com/treeverse/dvc,https://github.com/treeverse/dvc,Apache-2.0,2017-03-04 08:16:33.000,2025-12-09 11:43:23.000000,2025-12-09 03:17:02,9519.0,1247.0,130.0,5706.0,155.0,4681.0,15181.0,Data Versioning and ML Experiments.,323.0,41,True,35.0,2025-12-06 05:10:17,3.64.2,335.0,treeverse/dvc,dvc,conda-forge/dvc,,,,24371.0,24371.0,https://pypi.org/project/dvc,1270556.0,1319342.0,https://anaconda.org/conda-forge/dvc,2025-12-06 06:54:35.625,3219940.0,,,,,2.0,,,,,,,dvc,dvc,dvc,,
53,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2025-12-09 08:37:20.000000,2025-12-09 08:37:16,14495.0,2277.0,175.0,4775.0,597.0,2220.0,6404.0,Image processing in Python.,695.0,41,True,80.0,2025-02-18 18:05:27,0.25.2,41.0,,scikit-image,conda-forge/scikit-image,,,,241223.0,241223.0,https://pypi.org/project/scikit-image,19773532.0,19910926.0,https://anaconda.org/conda-forge/scikit-image,2025-09-07 15:56:20.708,9068051.0,,,,,1.0,,,,,,,,,,,
54,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2025-12-11 02:12:56.000000,2025-12-11 02:12:56,4162.0,1172.0,128.0,3593.0,300.0,1292.0,2212.0,A library for training and deploying machine learning models on Amazon SageMaker.,480.0,41,True,46.0,2025-12-03 23:50:38,3.1.0,216.0,,sagemaker,conda-forge/sagemaker-python-sdk,,,,6297.0,6297.0,https://pypi.org/project/sagemaker,25127111.0,25155757.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2025-10-31 03:21:36.485,1833376.0,,,,,2.0,,,,,,,,,,,
55,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2025-11-24 01:02:25.000000,2025-11-14 18:09:47,2887.0,7494.0,611.0,2277.0,232.0,1602.0,27658.0,The fastai deep learning library.,263.0,40,True,5.0,2025-10-26 23:05:26,2.8.5,61.0,,fastai,,,,['pytorch'],23302.0,23302.0,https://pypi.org/project/fastai,659920.0,659920.0,,,,,,,,2.0,,,,,,,,,,,
56,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2025-12-05 19:21:04.000000,2025-12-05 19:21:02,7914.0,3855.0,254.0,3680.0,973.0,2737.0,23266.0,Graph Neural Network Library for PyTorch.,559.0,40,True,35.0,2025-10-14 22:05:53,2.7.0,43.0,,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],10622.0,10622.0,https://pypi.org/project/torch-geometric,1117958.0,1120971.0,https://anaconda.org/conda-forge/pytorch_geometric,2025-10-16 05:24:23.002,195887.0,,,,,1.0,,,,,,,,,,,
57,langgraph,langchain-ai/langgraph,agents,,https://github.com/langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,MIT,2023-08-09 18:33:12.000,2025-12-11 07:03:48.000000,2025-12-10 19:02:36,6421.0,3853.0,131.0,3980.0,165.0,924.0,22020.0,Build resilient language agents as graphs.,266.0,40,True,155.0,2025-12-09 23:15:46,checkpointpostgres==3.0.2,100.0,,langgraph,,,,,35191.0,35191.0,https://pypi.org/project/langgraph,22511436.0,22511436.0,,,,,,,,3.0,,,,,,,,,,,
58,Gymnasium,Farama-Foundation/Gymnasium,reinforcement-learning,,https://github.com/Farama-Foundation/Gymnasium,https://github.com/Farama-Foundation/Gymnasium,MIT,2022-09-08 01:58:05.000,2025-12-09 10:17:01.000000,2025-12-09 10:12:48,2527.0,1206.0,60.0,923.0,75.0,481.0,10857.0,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related..",561.0,40,True,22.0,2025-11-04 15:20:27,1.2.2,18.0,,gymnasium,conda-forge/gymnasium,,,,20812.0,20812.0,https://pypi.org/project/gymnasium,5425386.0,5434520.0,https://anaconda.org/conda-forge/gymnasium,2025-11-05 00:18:28.368,328824.0,,,,,1.0,,,,,,,,,,,
59,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2025-12-02 17:25:06.978000,2025-12-02 13:02:13,1918.0,981.0,121.0,780.0,96.0,1016.0,10299.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,131.0,40,True,18.0,2025-12-02 13:01:19,0.22.2,100.0,,tokenizers,conda-forge/tokenizers,,,,185875.0,185875.0,https://pypi.org/project/tokenizers,98737145.0,98795622.0,https://anaconda.org/conda-forge/tokenizers,2025-12-02 17:25:06.978,3800970.0,,,,,2.0,86.0,,,,,,,,,,
60,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2025-12-10 13:01:24.000000,2025-12-10 13:01:24,10352.0,2096.0,219.0,4364.0,293.0,3148.0,9400.0,Bayesian Modeling and Probabilistic Programming in Python.,538.0,40,True,43.0,2025-10-17 11:39:42,5.26.1,100.0,,pymc,conda-forge/pymc,,,,7737.0,7737.0,https://pypi.org/project/pymc,935028.0,945660.0,https://anaconda.org/conda-forge/pymc,2025-11-06 23:04:38.480,659168.0,,,,,1.0,137.0,,,,,,,,,,
61,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2025-12-07 07:18:44.347000,2025-11-29 21:05:30,5813.0,1711.0,109.0,5563.0,1222.0,1877.0,9394.0,A unified framework for machine learning with time series.,522.0,40,True,184.0,2025-11-25 00:02:03,0.40.1,97.0,sktime/sktime,sktime,conda-forge/sktime-all-extras,,,['sklearn'],4719.0,4719.0,https://pypi.org/project/sktime,1322588.0,1345088.0,https://anaconda.org/conda-forge/sktime-all-extras,2025-12-07 07:18:44.347,1192455.0,,,,,1.0,111.0,,,,,,,,,,
62,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2025-12-11 17:28:03.000000,2025-12-11 17:27:59,49960.0,1235.0,187.0,442.0,633.0,1844.0,8700.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1366.0,40,True,247.0,2025-04-13 10:45:50,1.2.8,90.0,,catboost,conda-forge/catboost,,,,19.0,19.0,https://pypi.org/project/catboost,5637856.0,5680768.0,https://anaconda.org/conda-forge/catboost,2025-11-03 16:32:37.829,2314649.0,,,,,2.0,491777.0,,,,,,,,,,
63,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2025-11-30 10:10:41.000000,2025-11-30 10:10:41,2427.0,599.0,85.0,997.0,225.0,1051.0,4325.0,Manipulation and analysis of geometric objects.,172.0,40,True,20.0,2025-09-24 13:49:48,2.1.2,36.0,,shapely,conda-forge/shapely,,,,114940.0,114940.0,https://pypi.org/project/shapely,67862059.0,68087087.0,https://anaconda.org/conda-forge/shapely,2025-11-07 14:27:39.980,14396721.0,,,,,1.0,4034.0,,,,,,,,,,
64,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2025-12-11 18:12:06.180021,2025-12-11 12:45:14,23650.0,3657.0,324.0,27944.0,789.0,13909.0,41700.0,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search.",341.0,39,True,543.0,2025-12-11 11:21:12,2.5.24,100.0,,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,4339408.0,5326120.0,,,,https://hub.docker.com/r/milvusdb/milvus,2025-12-11 18:12:06.180021,93.0,73330456.0,2.0,287142.0,,,,,,,,,,
65,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2025-09-25 14:30:57.000000,2025-09-25 14:30:56,1530.0,1960.0,253.0,789.0,60.0,1601.0,14158.0,Video editing with Python.,191.0,39,True,4.0,2025-05-21 19:31:17,2.2.1,20.0,,moviepy,conda-forge/moviepy,,,,66933.0,66933.0,https://pypi.org/project/moviepy,4517649.0,4521556.0,https://anaconda.org/conda-forge/moviepy,2025-04-22 14:56:38.733,394634.0,,,,,1.0,,,,,,,,,,,
66,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2025-12-11 18:03:45.000000,2025-12-11 15:29:48,25172.0,688.0,66.0,4972.0,537.0,1134.0,10114.0,"Visualize, create, and debug image and video datasets and model predictions.",166.0,39,True,764.0,2025-12-05 19:22:12,1.11.0,100.0,,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",1043.0,1043.0,https://pypi.org/project/fiftyone,125453.0,125453.0,,,,,,,,2.0,,,,,,,,,,,
67,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2025-12-11 15:04:09.000000,2025-12-11 08:03:33,11080.0,400.0,54.0,3317.0,1045.0,2357.0,2862.0,"With Holoviews, your data visualizes itself.",156.0,39,True,58.0,2025-12-05 14:55:43,1.22.1,87.0,,holoviews,conda-forge/holoviews,,,['jupyter'],16549.0,16549.0,https://pypi.org/project/holoviews,1335916.0,1374748.0,https://anaconda.org/conda-forge/holoviews,2025-12-05 17:54:18.586,2551444.0,,,,,2.0,10.0,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,174.0,,,,,,,
68,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2025-12-11 08:11:52.000000,2025-12-09 15:51:41,6074.0,733.0,50.0,5341.0,1247.0,2467.0,1660.0,A distributed task scheduler for Dask.,342.0,39,True,32.0,2025-11-06 16:56:04,2025.11.0,223.0,,distributed,conda-forge/distributed,,,,42047.0,42047.0,https://pypi.org/project/distributed,8282639.0,8589695.0,https://anaconda.org/conda-forge/distributed,2025-11-06 17:50:40.531,20572782.0,,,,,1.0,,,,,,,,,,,
69,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000,2025-12-11 16:49:59.000000,2025-12-11 16:49:59,11295.0,610.0,56.0,3491.0,226.0,2171.0,1345.0,Machine learning for NeuroImaging in Python.,262.0,39,True,159.0,2025-09-03 06:05:00,0.12.1,28.0,,nilearn,conda-forge/nilearn,,,['sklearn'],4458.0,4458.0,https://pypi.org/project/nilearn,703971.0,710822.0,https://anaconda.org/conda-forge/nilearn,2025-09-04 10:27:51.018,417536.0,,,,,1.0,417.0,,,,,,,,,,
70,autogen,microsoft/autogen,agents,,https://github.com/microsoft/autogen,https://github.com/microsoft/autogen,CC-BY-4.0,2023-08-18 11:43:45.000,2025-10-08 04:58:17.000000,2025-10-04 01:06:04,3779.0,7861.0,501.0,3256.0,416.0,2493.0,52435.0,A programming framework for agentic AI.,532.0,38,True,19.0,2025-09-30 06:18:26,python-v0.7.5,98.0,,autogen-agentchat,,,,,4002.0,4002.0,https://pypi.org/project/autogen-agentchat,743001.0,743001.0,,,,,,,,3.0,,,,,,,,,,,
71,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2025-12-11 14:01:13.000000,2025-12-11 13:11:08,46404.0,27771.0,2012.0,53405.0,,,42468.0,Apache Spark Python API.,3338.0,38,True,900.0,,,39.0,,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,50361996.0,50427278.0,https://anaconda.org/conda-forge/pyspark,2025-09-08 08:26:11.689,4308649.0,,,,,2.0,,,,,stable/spark,,,,,,
72,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2025-12-08 10:02:39.000000,2025-12-01 21:07:09,4061.0,2210.0,186.0,227.0,137.0,1155.0,31981.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",118.0,38,True,23.0,2025-11-11 22:30:55,16.12.0,46.0,,ocrmypdf,conda-forge/ocrmypdf,,,,1450.0,1450.0,https://pypi.org/project/ocrmypdf,462418.0,464984.0,https://anaconda.org/conda-forge/ocrmypdf,2025-04-22 14:57:47.405,116025.0,,,,,2.0,15864.0,,,,,,ocrmypdf,ocrmypdf,,,
73,qdrant,qdrant/qdrant,nn-search,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2025-12-11 17:07:17.000000,2025-12-04 07:44:02,5061.0,1918.0,145.0,5719.0,368.0,1295.0,27586.0,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also..",147.0,38,True,350.0,2025-12-04 11:03:49,1.16.2,100.0,,qdrant-client,,,,,117.0,117.0,https://pypi.org/project/qdrant-client,10381971.0,10392407.0,,,,,,,,2.0,521833.0,,,,,,,,,,
74,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2025-12-09 19:56:47.000000,2025-12-09 19:56:41,2080.0,2858.0,174.0,311.0,9.0,1203.0,21260.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",96.0,38,True,17.0,2025-11-23 14:17:49,0.0.96,16.0,,deepface,,,,,8446.0,8446.0,https://pypi.org/project/deepface,359787.0,359787.0,,,,,,,,1.0,,,,,,,,,,,
75,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2025-12-11 17:50:28.000000,2025-12-05 14:01:04,4136.0,7042.0,457.0,5732.0,911.0,2647.0,17371.0,"Datasets, Transforms and Models specific to Computer Vision.",665.0,38,True,21.0,2025-11-12 20:06:47,0.24.1,51.0,,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,30189060.0,30246959.0,https://anaconda.org/conda-forge/torchvision,2025-11-27 09:50:12.004,3277595.0,,,,,1.0,41404.0,,,,,,,,,,
76,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA-NeMo/NeMo,https://github.com/NVIDIA-NeMo/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2025-12-11 16:45:10.000000,2025-12-10 23:32:19,9082.0,3123.0,229.0,11490.0,152.0,2730.0,16265.0,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal,..",463.0,38,True,118.0,2025-12-03 21:01:41,2.6.0,80.0,NVIDIA-NeMo/NeMo,nemo-toolkit,,,,['pytorch'],21.0,21.0,https://pypi.org/project/nemo-toolkit,854184.0,861639.0,,,,,,,,2.0,559166.0,,,,,,,,,,
77,stable-baselines3,DLR-RM/stable-baselines3,reinforcement-learning,,https://github.com/DLR-RM/stable-baselines3,https://github.com/DLR-RM/stable-baselines3,MIT,2020-05-05 05:52:26.000,2025-12-08 09:14:57.000000,2025-12-08 09:14:56,916.0,1950.0,64.0,606.0,56.0,1518.0,12275.0,"PyTorch version of Stable Baselines, reliable implementations of reinforcement learning algorithms.",170.0,38,True,11.0,2025-12-05 11:30:04,2.7.1,30.0,,stable-baselines3,,,,,9783.0,9783.0,https://pypi.org/project/stable-baselines3,1170062.0,1170062.0,,,,,,,,1.0,,,,,,,,,,,
78,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2025-12-06 02:07:50.082000,2025-11-26 16:55:43,15890.0,3123.0,283.0,4078.0,2766.0,2857.0,11140.0,Statsmodels: statistical modeling and econometrics in Python.,467.0,38,True,123.0,2025-12-05 17:59:44,0.14.6,31.0,,statsmodels,conda-forge/statsmodels,,,,,,https://pypi.org/project/statsmodels,29464434.0,29808925.0,https://anaconda.org/conda-forge/statsmodels,2025-12-06 02:07:50.082,22736469.0,,,,,2.0,36.0,,,,,-8.0,,,,,
79,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2025-12-08 16:31:13.000000,2025-12-08 16:31:13,10571.0,1582.0,131.0,1423.0,125.0,1053.0,10903.0,A PyTorch-based Speech Toolkit.,269.0,38,True,22.0,2025-04-07 17:05:07,1.0.3,14.0,,speechbrain,,,,['pytorch'],3956.0,3956.0,https://pypi.org/project/speechbrain,1127731.0,1127731.0,,,,,,,,1.0,,,,,,,,,,,
