,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
43,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2025-02-27 14:25:10.000000,2025-02-27 14:13:25,3866.0,36.0,771.0,138.0,1567.0,133.0,1941.0,9613.0,Declarative visualization library for Python.,175.0,42,True,2024-11-24 00:12:10,5.5.0,31.0,altair,conda-forge/altair,,,,202813.0,202813.0,https://pypi.org/project/altair,25157272.0,25226039.0,https://anaconda.org/conda-forge/altair,2024-12-15 06:41:29.283,2613079.0,,,,,1.0,224.0,vega/altair,,,,,,,,,,
44,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-02-27 17:40:08.000000,2025-02-27 01:02:38,7753.0,384.0,695.0,63.0,6010.0,629.0,2870.0,9559.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",209.0,42,True,2025-02-21 01:57:44,0.19.7,100.0,wandb,conda-forge/wandb,,,,67476.0,67476.0,https://pypi.org/project/wandb,16474074.0,16491572.0,https://anaconda.org/conda-forge/wandb,2025-02-21 17:55:15.458,961707.0,,,,,1.0,641.0,wandb/wandb,,,,,,,,,,
45,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2025-02-25 22:29:47.861000,2025-02-25 18:02:28,5889.0,14.0,1634.0,189.0,5064.0,637.0,1242.0,6808.0,TensorFlows Visualization Toolkit.,322.0,42,True,2025-02-12 08:16:26,2.19.0,64.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],296803.0,296803.0,https://pypi.org/project/tensorboard,23361414.0,23457295.0,https://anaconda.org/conda-forge/tensorboard,2025-02-25 22:29:47.861,5369369.0,,,,,1.0,,,,,,,,,,,,
46,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2025-02-27 16:52:08.000000,2025-02-27 16:52:08,14307.0,94.0,2189.0,184.0,4604.0,576.0,2149.0,6185.0,Image processing in Python.,681.0,42,True,2025-02-18 18:05:27,0.25.2,39.0,scikit-image,conda-forge/scikit-image,,,,216336.0,216336.0,https://pypi.org/project/scikit-image,12087858.0,12223808.0,https://anaconda.org/conda-forge/scikit-image,2025-02-19 08:45:36.562,7613220.0,,,,,1.0,,,,,,,,,,,,
47,ollama,jmorganca/ollama,agents,,https://github.com/ollama/ollama,https://github.com/ollama/ollama,MIT,2023-06-26 19:39:32.000,2025-02-27 17:56:07.000000,2025-02-27 17:02:25,3921.0,228.0,10454.0,744.0,3026.0,1422.0,4719.0,129954.0,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 2, and other large language models.",439.0,41,True,2025-02-20 17:32:40,0.5.12,100.0,,,,,,66.0,66.0,,,2706884.0,,,,,,,,2.0,48723926.0,ollama/ollama,,,,,,,,,,
48,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-02-26 07:40:05.000000,2025-02-26 07:38:16,6419.0,56.0,7937.0,451.0,3240.0,26.0,9420.0,46813.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",233.0,41,True,2024-10-22 05:57:17,2.9.1,16.0,paddleocr,,,,['paddle'],4456.0,4456.0,https://pypi.org/project/paddleocr,349483.0,374695.0,,,,,,,,1.0,1336285.0,,,,,,,,,,,
49,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2025-02-27 17:48:25.000000,2025-02-27 17:47:38,2705.0,121.0,4117.0,347.0,3201.0,1004.0,1985.0,37074.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",374.0,41,True,2025-02-20 15:25:19,0.16.4,87.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],11337.0,11337.0,https://pypi.org/project/deepspeed,565132.0,565488.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,21763.0,1.0,,deepspeedai/DeepSpeed,,,,,,,,,,
50,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2025-02-27 06:14:37.000000,2025-02-27 06:09:54,1396.0,80.0,3688.0,482.0,1376.0,225.0,2351.0,33296.0,A library for efficient similarity search and clustering of dense vectors.,210.0,41,True,2025-01-31 23:29:10,1.10.0,18.0,pymilvus,conda-forge/faiss,,,,4468.0,4468.0,https://pypi.org/project/pymilvus,1691100.0,1731373.0,https://anaconda.org/conda-forge/faiss,2024-12-20 08:17:21.787,2255323.0,,,,,1.0,,,,,,,,,,,,
51,crewAI,crewAIInc/crewAI,agents,,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,MIT,2023-10-27 03:26:59.000,2025-02-27 15:15:57.000000,2025-02-26 20:21:36,1199.0,223.0,3676.0,264.0,885.0,109.0,1041.0,27299.0,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI..",209.0,41,True,2025-02-13 01:07:29,0.102.0,76.0,crewai,,,,,9492.0,9492.0,https://pypi.org/project/crewai,661317.0,661317.0,,,,,,,,2.0,,,,,,,,,,,,
52,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2025-02-14 17:29:24.000000,2025-02-14 17:29:24,2800.0,25.0,3257.0,245.0,1019.0,692.0,1897.0,23443.0,A game theoretic approach to explain the output of any machine learning model.,258.0,41,True,2024-06-27 10:06:50,0.46.0,55.0,shap,conda-forge/shap,,,,25869.0,25869.0,https://pypi.org/project/shap,7838468.0,7942140.0,https://anaconda.org/conda-forge/shap,2024-12-10 12:59:40.676,5183604.0,,,,,1.0,,shap/shap,,,,,,,,,,
53,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2025-02-27 07:48:23.000000,2025-02-27 07:48:22,7742.0,81.0,3689.0,254.0,3340.0,933.0,2692.0,21937.0,Graph Neural Network Library for PyTorch.,536.0,41,True,2024-09-26 07:09:50,2.6.1,42.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],8034.0,8034.0,https://pypi.org/project/torch-geometric,524840.0,527417.0,https://anaconda.org/conda-forge/pytorch_geometric,2025-02-25 21:09:14.563,141773.0,,,,,1.0,,,,,,,,,,,,
54,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2025-02-27 13:59:55.000000,2025-02-27 13:59:55,1254.0,144.0,1650.0,128.0,1167.0,159.0,994.0,14628.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,164.0,41,True,2025-02-11 21:50:25,2.0.4,47.0,albumentations,conda-forge/albumentations,,,['pytorch'],32741.0,32741.0,https://pypi.org/project/albumentations,6477600.0,6481901.0,https://anaconda.org/conda-forge/albumentations,2025-02-12 01:13:45.760,236595.0,,,,,1.0,,,,,,,,,,,,
55,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2025-02-15 13:56:28.714000,2025-02-09 06:31:53,9387.0,23.0,1190.0,134.0,5568.0,250.0,4502.0,14199.0,Data Versioning and ML Experiments.,309.0,41,True,2025-02-15 11:14:00,3.59.1,326.0,dvc,conda-forge/dvc,,,,21367.0,21367.0,https://pypi.org/project/dvc,1036949.0,1084060.0,https://anaconda.org/conda-forge/dvc,2025-02-15 13:56:28.714,2638245.0,,,,,2.0,,,,,,,,dvc,dvc,dvc,,
56,langgraph,langchain-ai/langgraph,agents,,https://github.com/langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,MIT,2023-08-09 18:33:12.000,2025-02-27 15:47:22.000000,2025-02-27 15:47:20,4310.0,1173.0,1553.0,71.0,2243.0,62.0,421.0,9496.0,Build resilient language agents as graphs.,139.0,41,True,2025-02-27 15:30:29,0.3.1,100.0,langgraph,,,,,13883.0,13883.0,https://pypi.org/project/langgraph,3795525.0,3795525.0,,,,,,,,2.0,,,,,,,,,,,,
57,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2025-02-27 16:02:27.000000,2025-02-25 14:52:26,1671.0,51.0,1018.0,97.0,1674.0,99.0,1629.0,8393.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",315.0,41,True,2025-02-17 17:18:10,1.4.0,59.0,accelerate,conda-forge/accelerate,,,['pytorch'],73838.0,73838.0,https://pypi.org/project/accelerate,9541234.0,9548932.0,https://anaconda.org/conda-forge/accelerate,2025-02-18 16:49:36.527,307950.0,,,,,1.0,,,,,,,,,,,,
58,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2025-02-27 10:54:42.000000,2025-02-27 10:54:42,1882.0,196.0,2456.0,168.0,273.0,7.0,1161.0,17943.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",83.0,40,True,2024-08-17 07:30:49,0.0.93,13.0,deepface,,,,,5731.0,5731.0,https://pypi.org/project/deepface,532647.0,532647.0,,,,,,,,2.0,,,,,,,,,,,,
59,weaviate,weaviate/weaviate,nn-search,,https://github.com/weaviate/weaviate,https://github.com/weaviate/weaviate,BSD-3-Clause,2016-03-30 15:03:17.000,2025-02-27 18:15:42.000000,2025-02-27 18:08:03,17163.0,1788.0,871.0,125.0,4841.0,463.0,2052.0,12544.0,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of..",135.0,40,True,2025-02-23 09:02:27,1.28.7,100.0,weaviate-client,,,,,496.0,496.0,https://pypi.org/project/weaviate-client,5503986.0,5521939.0,,,,,,,,1.0,179533.0,,,,,,,,,,,
60,trl,huggingface/trl,reinforcement-learning,,https://github.com/huggingface/trl,https://github.com/huggingface/trl,Apache-2.0,2020-03-27 10:54:55.000,2025-02-27 16:09:12.000000,2025-02-27 16:09:11,1275.0,185.0,1605.0,83.0,1403.0,252.0,1289.0,12063.0,Train transformer language models with reinforcement learning.,300.0,40,True,2025-02-25 22:40:00,0.15.2,50.0,trl,,,,,6372.0,6372.0,https://pypi.org/project/trl,1015571.0,1015571.0,,,,,,,,1.0,,,,,,,,,,,,
61,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2025-02-16 16:36:34.000000,2025-02-11 09:57:05,1858.0,12.0,827.0,123.0,691.0,63.0,972.0,9423.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,106.0,40,True,2024-11-15 11:12:00,0.21.0,92.0,tokenizers,conda-forge/tokenizers,,,,141080.0,141080.0,https://pypi.org/project/tokenizers,38532325.0,38580488.0,https://anaconda.org/conda-forge/tokenizers,2024-11-27 19:20:00.476,2648923.0,,,,,1.0,73.0,,,,,,,,,,,
62,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2025-02-25 11:27:08.000000,2025-02-25 11:27:08,10390.0,58.0,1408.0,135.0,1327.0,104.0,1025.0,9420.0,A PyTorch-based Speech Toolkit.,257.0,40,True,2024-10-31 10:06:07,1.0.2,13.0,speechbrain,,,,['pytorch'],2914.0,2914.0,https://pypi.org/project/speechbrain,3638179.0,3638179.0,,,,,,,,1.0,,,,,,,,,,,,
63,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2025-02-26 20:36:43.000000,2025-02-25 18:13:29,5223.0,173.0,1464.0,110.0,4696.0,1054.0,1686.0,8224.0,A unified framework for machine learning with time series.,446.0,40,True,2025-02-05 08:19:17,0.36.0,85.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],3981.0,3981.0,https://pypi.org/project/sktime,830499.0,855462.0,https://anaconda.org/conda-forge/sktime-all-extras,2025-02-18 07:45:48.283,1073377.0,,,,,1.0,111.0,sktime/sktime,,,,,,,,,,
64,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2025-02-25 15:41:02.000000,2025-02-25 15:40:54,2357.0,32.0,571.0,89.0,918.0,241.0,1001.0,4034.0,Manipulation and analysis of geometric objects.,168.0,40,True,2025-01-31 02:55:48,2.0.7,32.0,shapely,conda-forge/shapely,,,,95683.0,95683.0,https://pypi.org/project/shapely,40685108.0,40896489.0,https://anaconda.org/conda-forge/shapely,2025-01-31 07:52:57.392,11409542.0,,,,,1.0,3770.0,,,,,,,,,,,
65,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2025-02-26 09:50:56.439000,2025-02-25 22:50:01,4082.0,184.0,1123.0,138.0,3322.0,285.0,1241.0,2136.0,A library for training and deploying machine learning models on Amazon SageMaker.,474.0,40,True,2025-02-25 22:50:04,2.240.0,203.0,sagemaker,conda-forge/sagemaker-python-sdk,,,,5364.0,5364.0,https://pypi.org/project/sagemaker,22374686.0,22400234.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2025-02-26 09:50:56.439,1379610.0,,,,,2.0,,,,,,,,,,,,
66,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-12-14 04:24:44.000000,2024-12-14 04:24:41,2802.0,2.0,7411.0,605.0,2243.0,214.0,1594.0,26681.0,The fastai deep learning library.,254.0,39,True,2024-10-19 03:20:13,2.7.18,55.0,fastai,,,,['pytorch'],20913.0,20913.0,https://pypi.org/project/fastai,449393.0,449393.0,,,,,,,,2.0,,,,,,,,,,,,
67,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2025-02-24 15:31:31.000000,2025-01-14 10:26:14,32383.0,6.0,4585.0,358.0,6421.0,2.0,6643.0,19544.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",593.0,39,True,2025-01-14 10:40:21,3.6.21,100.0,rasa,,,,['tensorflow'],4849.0,4849.0,https://pypi.org/project/rasa,238071.0,238071.0,,,,,,,,2.0,,,,,,,,,,,,
68,chroma,chroma-core/chroma,nn-search,,https://github.com/chroma-core/chroma,https://github.com/chroma-core/chroma,Apache-2.0,2022-10-05 17:58:44.000,2025-02-27 18:13:57.000000,2025-02-27 18:13:57,2358.0,439.0,1480.0,102.0,2532.0,265.0,1044.0,18103.0,the AI-native open-source embedding database.,148.0,39,True,2025-02-24 23:11:15,cli-0.1.0,76.0,chromadb,,,,,62139.0,62139.0,https://pypi.org/project/chromadb,3069469.0,3069486.0,,,,,,,,2.0,503.0,,,,,-1.0,,,,,,
69,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2025-02-27 13:27:19.000000,2025-02-27 13:27:18,10206.0,70.0,1982.0,225.0,4168.0,263.0,3096.0,8889.0,Bayesian Modeling and Probabilistic Programming in Python.,511.0,39,True,2025-02-26 13:10:14,5.21.0,98.0,pymc,conda-forge/pymc,,,,5684.0,5684.0,https://pypi.org/project/pymc,427488.0,436253.0,https://anaconda.org/conda-forge/pymc,2025-02-27 09:17:54.965,455037.0,,,,,1.0,1968.0,,,,,,,,,,,
70,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2025-02-27 05:27:10.000000,2025-02-27 05:27:05,49133.0,314.0,1188.0,190.0,407.0,579.0,1798.0,8261.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1305.0,39,True,2024-12-07 11:22:32,node-package-v1.26.0,89.0,catboost,conda-forge/catboost,,,,16.0,16.0,https://pypi.org/project/catboost,2947591.0,2989347.0,https://anaconda.org/conda-forge/catboost,2025-02-22 08:28:59.876,1924174.0,,,,,2.0,358561.0,,,,,,,,,,,
71,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2025-02-25 20:37:50.000000,2025-02-25 20:36:30,6661.0,52.0,1518.0,109.0,4621.0,421.0,768.0,4363.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",316.0,39,True,2024-10-30 12:58:53,4.9.7,35.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],21978.0,21978.0,https://pypi.org/project/tensorflow-datasets,1709261.0,1710230.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,43612.0,,,,,1.0,,,,,,,,,,,,
72,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2025-02-26 21:53:58.000000,2025-02-26 21:53:58,18285.0,90.0,1307.0,83.0,8185.0,487.0,4428.0,2854.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,388.0,39,True,2024-12-18 21:22:26,1.9.0,63.0,mne,conda-forge/mne,,,,5174.0,5174.0,https://pypi.org/project/mne,151834.0,160596.0,https://anaconda.org/conda-forge/mne,2025-01-07 16:17:58.654,499439.0,,,,,1.0,,,,,,,,,,,,
73,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2025-02-27 13:35:08.000000,2025-02-27 13:25:35,43779.0,880.0,27217.0,2018.0,50071.0,,,40625.0,Apache Spark Python API.,3192.0,38,True,,,36.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,31885800.0,31952127.0,https://anaconda.org/conda-forge/pyspark,2024-12-21 08:33:41.806,3714341.0,,,,,2.0,,,,,,,stable/spark,,,,,
74,autogen,microsoft/autogen,agents,,https://github.com/microsoft/autogen,https://github.com/microsoft/autogen,CC-BY-4.0,2023-08-18 11:43:45.000,2025-02-27 03:04:00.000000,2025-02-26 18:40:00,3355.0,553.0,5889.0,442.0,2647.0,462.0,2040.0,40336.0,A programming framework for agentic AI PyPi: autogen-agentchat Discord: https://aka.ms/autogen-discord Office Hour:..,433.0,38,True,2025-02-17 06:41:03,python-v0.4.7,75.0,autogen-agentchat,,,,,2902.0,2902.0,https://pypi.org/project/autogen-agentchat,120859.0,120859.0,,,,,,,,3.0,,,,,,,,,,,,
75,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2025-02-27 15:07:43.000000,2025-02-27 14:05:58,21889.0,553.0,3008.0,288.0,24612.0,633.0,12185.0,32852.0,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search.",306.0,38,True,2025-02-27 03:57:59,2.5.5,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,1691100.0,2740056.0,,,,https://hub.docker.com/r/milvusdb/milvus,2025-02-27 14:24:30.575432,74.0,67823000.0,2.0,314984.0,,,,,,,,,,,
76,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2025-02-27 03:00:57.000000,2025-02-27 03:00:41,8852.0,196.0,2822.0,306.0,249.0,20.0,1157.0,29492.0,"Visualizer for neural network, deep learning and machine learning models.",,38,True,2025-02-20 19:09:25,8.1.8,3.0,netron,,,,"['pytorch', 'tensorflow']",656.0,656.0,https://pypi.org/project/netron,29153.0,160673.0,,,,,,,,1.0,131520.0,,,,,,,,,,,
77,haystack,deepset-ai/haystack,agents,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2025-02-27 09:13:42.000000,2025-02-27 09:13:41,3908.0,148.0,2043.0,145.0,4273.0,113.0,3615.0,19475.0,"AI orchestration framework to build customizable, production-ready LLM applications. Connect components (models,..",275.0,38,True,2025-02-20 14:01:06,2.10.3,100.0,haystack-ai,,,,,880.0,880.0,https://pypi.org/project/haystack-ai,352277.0,352277.0,,,,,,,,3.0,,,,,,,,,,,,
78,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2025-02-27 00:39:38.000000,2025-02-26 23:16:18,3978.0,63.0,1240.0,152.0,198.0,119.0,1110.0,18643.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",108.0,38,True,2025-02-27 00:54:23,16.10.0,46.0,ocrmypdf,conda-forge/ocrmypdf,,,,1180.0,1180.0,https://pypi.org/project/ocrmypdf,197980.0,200306.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,91644.0,,,,,2.0,7523.0,,,,,,,ocrmypdf,ocrmypdf,,,
79,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2025-02-14 14:36:48.000000,2025-02-14 14:36:27,4536.0,2.0,4208.0,425.0,1714.0,391.0,1465.0,15875.0,Topic Modelling for Humans.,458.0,38,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,71464.0,71464.0,https://pypi.org/project/gensim,4353045.0,4385884.0,https://anaconda.org/conda-forge/gensim,2024-09-03 16:06:08.530,1541005.0,,,,,2.0,5828.0,piskvorky/gensim,,,,,,,,,,
80,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2025-02-18 01:25:16.000000,2025-02-18 01:24:17,1519.0,12.0,1670.0,153.0,842.0,241.0,583.0,12749.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,134.0,38,True,2025-01-20 16:41:02,4.12.2,67.0,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",5508.0,5508.0,https://pypi.org/project/ydata-profiling,1184556.0,1186786.0,https://anaconda.org/conda-forge/ydata-profiling,2025-01-21 05:06:35.387,53475.0,,,,,2.0,263.0,,,,,,,,,,,
