,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,helm_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,maven_id,maven_url
43,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-12-03 08:34:38.000000,2024-12-03 08:34:38,2327.0,28.0,563.0,89.0,890.0,264.0,956.0,3933.0,Manipulation and analysis of geometric objects.,163.0,40,True,2024-08-19 21:56:08,2.0.6,31.0,shapely,conda-forge/shapely,,,,87050.0,87050.0,https://pypi.org/project/shapely,34237899.0,34445733.0,https://anaconda.org/conda-forge/shapely,2024-09-25 14:46:10.973,10802332.0,,,,,1.0,3722.0,,,,,,,,,,,
44,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-12-04 06:26:57.000000,2024-12-04 06:26:57,6368.0,90.0,7772.0,443.0,3174.0,110.0,9250.0,44807.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",224.0,39,True,2024-10-22 05:57:17,2.9.1,16.0,paddleocr,,,,['paddle'],3791.0,3791.0,https://pypi.org/project/paddleocr,,15782.0,,,,,,,,1.0,804884.0,,,,,,,,,,,
45,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2024-12-05 16:24:38.000000,2024-12-05 16:24:35,3606.0,40.0,3761.0,434.0,3295.0,345.0,3079.0,16751.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",320.0,39,True,2024-07-25 22:10:25,4.5.0,33.0,lightgbm,conda-forge/lightgbm,,,,40908.0,40908.0,https://pypi.org/project/lightgbm,,59470.0,https://anaconda.org/conda-forge/lightgbm,2024-10-10 08:17:38.424,2899595.0,,,,,2.0,240737.0,,,,,,,,,,,
46,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-12-05 04:43:18.000000,2024-12-05 04:43:18,7838.0,61.0,3184.0,277.0,3940.0,181.0,3043.0,15032.0,Network Analysis in Python.,754.0,39,True,2024-10-21 12:40:41,networkx-3.4.2,60.0,networkx,conda-forge/networkx,,,,323244.0,323244.0,https://pypi.org/project/networkx,,364871.0,https://anaconda.org/conda-forge/networkx,2024-11-13 18:04:48.334,18973300.0,,,,,1.0,76.0,,,,,,,,,,,
47,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-12-02 20:18:07.000000,2024-12-01 16:21:46,9366.0,36.0,1181.0,134.0,5548.0,238.0,4486.0,13986.0,Data Versioning and ML Experiments.,308.0,39,True,2024-12-01 16:53:05,3.58.0,324.0,dvc,conda-forge/dvc,,,,19472.0,19472.0,https://pypi.org/project/dvc,,44687.0,https://anaconda.org/conda-forge/dvc,2024-12-01 20:24:37.522,2413112.0,,,,,1.0,,,,,,,dvc,dvc,dvc,,,
48,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-11-11 06:24:40.000000,2024-11-11 06:24:40,14683.0,5.0,2807.0,461.0,1496.0,250.0,1567.0,13673.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,462.0,39,True,,,19.0,nltk,conda-forge/nltk,,,,326940.0,326940.0,https://pypi.org/project/nltk,,64566.0,https://anaconda.org/conda-forge/nltk,2024-08-18 23:14:52.073,2905496.0,,,,,2.0,,,,,,,,,,,,
49,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-08-14 20:01:50.000000,2024-07-22 11:32:48,3237.0,,1866.0,263.0,1127.0,152.0,2426.0,12642.0,Statistical data visualization in Python.,213.0,39,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,517407.0,517407.0,https://pypi.org/project/seaborn,,202752.0,https://anaconda.org/conda-forge/seaborn,2024-04-30 16:33:12.611,10948478.0,,,,,2.0,457.0,,,,,,,,,,,
50,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2024-12-05 08:20:31.000000,2024-12-04 16:50:55,29324.0,256.0,829.0,127.0,6442.0,549.0,1794.0,9571.0,NumPy & SciPy for GPU.,397.0,39,True,2024-08-22 07:42:45,13.3.0,100.0,cupy,conda-forge/cupy,cupy/cupy,,,2370.0,2370.0,https://pypi.org/project/cupy,79081.0,176045.0,https://anaconda.org/conda-forge/cupy,2024-10-18 20:21:57.477,5142652.0,https://hub.docker.com/r/cupy/cupy,2024-08-22 07:44:42.171252,13.0,71303.0,1.0,190944.0,,,,,,,,,,,
51,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-12-05 18:19:45.000000,2024-12-05 18:19:44,7400.0,482.0,665.0,61.0,5593.0,601.0,2817.0,9217.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",199.0,39,True,2024-12-05 03:02:58,0.19.0,100.0,wandb,conda-forge/wandb,,,,59906.0,59906.0,https://pypi.org/project/wandb,,14650.0,https://anaconda.org/conda-forge/wandb,2024-11-14 21:50:04.093,776037.0,,,,,1.0,378.0,wandb/wandb,,,,,,,,,,
52,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2024-12-05 17:02:14.000000,2024-12-05 16:52:59,10144.0,112.0,1951.0,226.0,4114.0,254.0,3078.0,8754.0,Bayesian Modeling and Probabilistic Programming in Python.,506.0,39,True,2024-12-05 17:01:07,5.19.1,95.0,pymc,conda-forge/pymc,,,,4843.0,4843.0,https://pypi.org/project/pymc,289323.0,297442.0,https://anaconda.org/conda-forge/pymc,2024-12-04 08:31:48.225,405184.0,,,,,1.0,1961.0,,,,,,,,,,,
53,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-12-05 16:34:04.000000,2024-12-05 16:34:04,14215.0,106.0,2171.0,186.0,4538.0,575.0,2120.0,6111.0,Image processing in Python.,676.0,39,True,2024-06-18 19:05:37,0.24.0,34.0,scikit-image,conda-forge/scikit-image,,,,205672.0,205672.0,https://pypi.org/project/scikit-image,,133959.0,https://anaconda.org/conda-forge/scikit-image,2024-11-09 20:51:08.980,7233791.0,,,,,1.0,,,,,,,,,,,,
54,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-12-05 18:01:33.887360,2024-12-05 11:26:40,21378.0,698.0,2915.0,284.0,23459.0,644.0,11632.0,31219.0,"A cloud-native vector database, storage for next generation AI applications.",297.0,38,True,2024-11-22 15:22:18,2.5.0-beta,97.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,,1070042.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-12-05 18:01:33.887360,65.0,67121490.0,1.0,286580.0,,,,,,,,,,,
55,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2024-12-05 08:36:02.000000,2024-12-05 08:35:47,8668.0,267.0,2772.0,304.0,237.0,19.0,1142.0,28544.0,"Visualizer for neural network, deep learning and machine learning models.",,38,True,2024-11-29 19:41:21,8.0.4,2.0,netron,,,,"['pytorch', 'tensorflow']",603.0,603.0,https://pypi.org/project/netron,,83238.0,,,,,,,,1.0,83238.0,,,,,,,,,,,
56,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-11-28 16:19:36.000000,2024-11-28 16:19:36,7661.0,48.0,3614.0,253.0,3182.0,897.0,2671.0,21526.0,Graph Neural Network Library for PyTorch.,530.0,38,True,2024-09-26 07:09:50,2.6.1,42.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],7128.0,7128.0,https://pypi.org/project/torch-geometric,,2298.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-09-26 16:16:39.995,121803.0,,,,,1.0,,,,,,,,,,,,
57,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-09-03 16:06:08.530000,2024-08-10 11:58:54,4534.0,,4200.0,430.0,1711.0,386.0,1465.0,15716.0,Topic Modelling for Humans.,458.0,38,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,67615.0,67615.0,https://pypi.org/project/gensim,4560011.0,4592100.0,https://anaconda.org/conda-forge/gensim,2024-09-03 16:06:08.530,1441894.0,,,,,2.0,5158.0,piskvorky/gensim,,,,,,,,,,
58,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-12-04 12:41:49.000000,2024-12-04 12:41:49,1612.0,79.0,2436.0,143.0,608.0,1165.0,1062.0,15494.0,State-of-the-Art Text Embeddings.,199.0,38,True,2024-11-18 14:38:20,3.3.1,48.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],58274.0,58274.0,https://pypi.org/project/sentence-transformers,,9374.0,https://anaconda.org/conda-forge/sentence-transformers,2024-11-18 19:12:20.997,478092.0,,,,,2.0,,,,,,,,,,,,
59,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-11-23 19:57:22.000000,2024-11-19 21:41:42,1371.0,76.0,2397.0,241.0,635.0,166.0,1214.0,15019.0,Download market data from Yahoo! Finances API.,127.0,38,True,2024-11-19 21:43:53,0.2.50,87.0,yfinance,ranaroussi/yfinance,,,,53047.0,53047.0,https://pypi.org/project/yfinance,,2373.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,97328.0,,,,,1.0,,,,,,,,,,,,
60,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2024-11-06 07:08:07.000000,2024-11-03 18:25:41,1700.0,12.0,2820.0,380.0,475.0,3.0,1914.0,14955.0,Python Echarts Plotting Library.,45.0,38,True,2024-11-06 02:54:47,2.0.7,6.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],4642.0,4642.0,https://pypi.org/project/pyecharts,191701.0,191704.0,,,,,,,,2.0,71.0,,,,,,,,,,,
61,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2024-12-05 16:37:31.000000,2024-12-05 16:35:57,1267.0,79.0,1558.0,254.0,705.0,450.0,1069.0,12680.0,Video editing with Python.,168.0,38,True,2024-11-25 04:32:42,2.1.1,17.0,moviepy,conda-forge/moviepy,,,,49779.0,49779.0,https://pypi.org/project/moviepy,,3108.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,276636.0,,,,,1.0,,,,,,,,,,,,
62,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2024-12-04 04:58:47.000000,2024-12-04 04:37:35,22328.0,199.0,2074.0,181.0,3398.0,292.0,2089.0,8565.0,End-to-End Speech Processing Toolkit.,468.0,38,True,2024-12-04 04:40:05,.202412,54.0,espnet,,,,,391.0,391.0,https://pypi.org/project/espnet,22161.0,22162.0,,,,,,,,1.0,83.0,,,,,,,,,,,
63,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-12-05 17:48:40.000000,2024-12-05 17:48:35,48849.0,305.0,1175.0,191.0,402.0,559.0,1788.0,8127.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1293.0,38,True,2024-09-07 20:11:05,1.2.7,88.0,catboost,conda-forge/catboost,,,,15.0,15.0,https://pypi.org/project/catboost,,40362.0,https://anaconda.org/conda-forge/catboost,2024-09-07 21:05:39.027,1792572.0,,,,,2.0,328844.0,,,,,,,,,,,
64,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-12-02 16:44:17.000000,2024-12-02 16:34:58,1917.0,37.0,2200.0,163.0,894.0,83.0,1046.0,6951.0,Python Data. Leaflet.js Maps.,172.0,38,True,2024-10-22 13:39:31,0.18.0,29.0,folium,conda-forge/folium,,,,47256.0,47256.0,https://pypi.org/project/folium,,69681.0,https://anaconda.org/conda-forge/folium,2024-10-23 06:24:47.661,3275025.0,,,,,2.0,,,,,,,,,,,,
65,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-12-05 17:36:46.000000,2024-12-05 12:09:54,4903.0,243.0,630.0,87.0,2703.0,182.0,747.0,6173.0,Flax is a neural network library for JAX that is designed for flexibility.,249.0,38,True,2024-11-19 19:58:25,0.10.2,46.0,flax,conda-forge/flax,,,['jax'],10528.0,10528.0,https://pypi.org/project/flax,896517.0,898295.0,https://anaconda.org/conda-forge/flax,2024-11-20 00:54:51.479,80051.0,,,,,2.0,55.0,,,,,,,,,,,
66,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-12-05 12:16:49.000000,2024-12-04 16:21:05,6618.0,164.0,1509.0,109.0,4578.0,539.0,749.0,4324.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",314.0,38,True,2024-12-05 00:45:32,4.9.7.de202412050044,44.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],20559.0,20559.0,https://pypi.org/project/tensorflow-datasets,1955849.0,1956775.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,39856.0,,,,,1.0,,,,,,,,,,,,
67,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-12-04 21:53:02.000000,2024-12-04 21:53:02,18203.0,97.0,1284.0,84.0,8098.0,485.0,4395.0,2766.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,382.0,38,True,2024-08-19 02:12:47,1.8.0,62.0,mne,conda-forge/mne,,,,4748.0,4748.0,https://pypi.org/project/mne,,8185.0,https://anaconda.org/conda-forge/mne,2024-08-19 02:39:24.602,450190.0,,,,,1.0,,,,,,,,,,,,
68,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-12-05 08:15:20.000000,2024-12-03 22:39:30,5945.0,60.0,703.0,57.0,5205.0,1260.0,2388.0,1581.0,A distributed task scheduler for Dask.,329.0,38,True,2024-12-03 22:42:34,2024.12.0,210.0,distributed,conda-forge/distributed,,,,37539.0,37539.0,https://pypi.org/project/distributed,,284919.0,https://anaconda.org/conda-forge/distributed,2024-12-04 00:49:17.270,15670557.0,,,,,2.0,,,,,,,,,,,,
69,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-12-05 16:25:58.000000,2024-12-05 16:25:54,42943.0,841.0,27071.0,2022.0,49041.0,,,40117.0,Apache Spark Python API.,3150.0,37,True,,,35.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,31196538.0,31262500.0,https://anaconda.org/conda-forge/pyspark,2024-10-24 22:12:13.872,3561951.0,,,,,2.0,,,stable/spark,,,,,,,,,
70,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-12-05 17:58:26.000000,2024-12-05 13:21:23,1961.0,406.0,6232.0,185.0,3359.0,1089.0,8591.0,33568.0,Ultralytics YOLO11.,208.0,37,True,2024-12-02 15:03:57,8.3.40,100.0,ultralytics,,,,,31122.0,31122.0,https://pypi.org/project/ultralytics,,,,,,,,,,1.0,,,,,,,,,,-7.0,,
71,qdrant,qdrant/qdrant,nn-search,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2024-12-05 16:28:11.000000,2024-11-25 18:28:41,3545.0,317.0,1416.0,127.0,3997.0,288.0,1022.0,20857.0,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also..",126.0,37,True,2024-11-18 15:58:56,1.12.4,88.0,qdrant-client,,,,,115.0,115.0,https://pypi.org/project/qdrant-client,4219235.0,4225199.0,,,,,,,,2.0,262428.0,,,,,,,,,,,
72,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2024-12-05 03:05:10.000000,2024-12-05 03:05:06,1113.0,135.0,1626.0,128.0,1023.0,162.0,945.0,14354.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,153.0,37,True,2024-11-01 00:15:41,1.4.21,39.0,albumentations,conda-forge/albumentations,,,['pytorch'],29653.0,29653.0,https://pypi.org/project/albumentations,,3993.0,https://anaconda.org/conda-forge/albumentations,2024-09-22 17:25:30.224,211675.0,,,,,1.0,,,,,,,,,,,,
73,weaviate,weaviate/weaviate,nn-search,,https://github.com/weaviate/weaviate,https://github.com/weaviate/weaviate,BSD-3-Clause,2016-03-30 15:03:17.000,2024-12-05 17:59:19.000000,2024-12-05 11:26:53,15503.0,1927.0,806.0,126.0,4072.0,424.0,2026.0,11720.0,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of..",129.0,37,True,2024-12-05 12:08:53,1.27.7,100.0,weaviate-client,,,,,406.0,406.0,https://pypi.org/project/weaviate-client,,23146.0,,,,,,,,2.0,254609.0,,,,,,,,,,,
74,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2024-12-01 15:47:18.000000,2024-08-18 00:47:35,986.0,,1150.0,126.0,315.0,37.0,718.0,10345.0,Unsupervised text tokenizer for Neural Network-based text generation.,89.0,37,True,2024-02-19 16:08:39,0.2.0,27.0,sentencepiece,conda-forge/sentencepiece,,,,85732.0,85732.0,https://pypi.org/project/sentencepiece,24009043.0,24031144.0,https://anaconda.org/conda-forge/sentencepiece,2024-11-25 20:20:10.872,1139059.0,,,,,2.0,46402.0,,,,,,,,,,,
75,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-12-04 07:18:20.000000,2024-12-04 07:18:18,2832.0,39.0,950.0,127.0,1973.0,279.0,664.0,10033.0,Geometric Computer Vision Library for Spatial AI.,275.0,37,True,2024-11-05 09:27:33,0.7.4,40.0,kornia,conda-forge/kornia,,,['pytorch'],12889.0,12889.0,https://pypi.org/project/kornia,1948860.0,1952205.0,https://anaconda.org/conda-forge/kornia,2024-11-05 13:20:30.148,159614.0,,,,,1.0,1551.0,,,,,,,,,,,
76,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-12-05 18:29:19.000000,2024-12-05 16:08:34,5068.0,193.0,1364.0,109.0,4416.0,990.0,1617.0,8003.0,A unified framework for machine learning with time series.,422.0,37,True,2024-12-03 12:11:35,0.34.1,82.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],3614.0,3614.0,https://pypi.org/project/sktime,,25349.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-10-25 05:41:19.084,1039292.0,,,,,1.0,104.0,sktime/sktime,,,,,,,,,,
77,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-11-29 09:26:13.000000,2024-11-29 09:26:13,2049.0,30.0,905.0,105.0,1717.0,373.0,1272.0,4549.0,Python tools for geographic data.,235.0,37,True,2024-07-02 12:26:55,1.0.1,39.0,geopandas,conda-forge/geopandas,,,['pandas'],44822.0,44822.0,https://pypi.org/project/geopandas,,77443.0,https://anaconda.org/conda-forge/geopandas,2024-09-21 05:55:22.256,4180508.0,,,,,2.0,2825.0,,,,,,,,,,,
78,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2024-11-28 09:50:02.000000,2024-11-28 09:20:31,2436.0,46.0,221.0,65.0,145.0,74.0,612.0,4072.0,A Grammar of Graphics for Python.,112.0,37,True,2024-11-26 15:00:07,0.14.3,28.0,plotnine,conda-forge/plotnine,,,,9624.0,9624.0,https://pypi.org/project/plotnine,3413622.0,3421436.0,https://anaconda.org/conda-forge/plotnine,2024-11-26 15:03:48.310,421981.0,,,,,2.0,,,,,,,,,,,,
79,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2024-12-05 18:48:51.000000,2024-12-05 17:22:04,4826.0,337.0,605.0,47.0,5307.0,241.0,1106.0,2389.0,"PennyLane is a cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry...",189.0,37,True,2024-11-05 19:09:46,0.39.0,60.0,pennylane,conda-forge/pennylane,,,,1180.0,1180.0,https://pypi.org/project/pennylane,86060.0,90681.0,https://anaconda.org/conda-forge/pennylane,2024-07-09 13:59:12.283,170953.0,,,,,1.0,99.0,,,,,,,,,,,
80,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-12-05 03:00:36.000000,2024-12-05 03:00:34,3993.0,163.0,1102.0,137.0,3235.0,297.0,1205.0,2107.0,A library for training and deploying machine learning models on Amazon SageMaker.,464.0,37,True,2024-12-05 03:00:36,2.237.0,195.0,sagemaker,conda-forge/sagemaker-python-sdk,,,,4886.0,4886.0,https://pypi.org/project/sagemaker,,23369.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-07-31 06:30:51.886,1215221.0,,,,,2.0,,,,,,,,,,,,
81,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,,2023-07-27 00:09:52.000,2024-12-05 16:17:18.000000,2024-12-05 16:02:09,18540.0,1041.0,1700.0,78.0,3169.0,702.0,2989.0,14630.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",362.0,36,True,2024-12-05 16:17:18,1.53.7.de4,100.0,litellm,,,,,4955.0,4955.0,https://pypi.org/project/litellm,,156.0,,,,,,,,2.0,468.0,,,,,,,,,-6.0,,
