,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,maven_id,maven_url
43,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-01-18 17:55:03.000000,2024-01-17 09:22:25,1869.0,51.0,843.0,106.0,1517.0,359.0,1179.0,4025.0,Python tools for geographic data.,216.0,40,True,2024-01-04 21:40:30,0.14.2,34.0,geopandas,conda-forge/geopandas,,['pandas'],2422.0,5444654.0,30311.0,30311.0,https://pypi.org/project/geopandas,5366454.0,https://anaconda.org/conda-forge/geopandas,2024-01-05 07:21:01.270,3361508.0,1.0,,,,,,,,,,,,,,,,
44,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-01-18 10:37:33.000000,2024-01-05 06:10:48,2701.0,21.0,8179.0,375.0,3102.0,1213.0,6611.0,26810.0,OpenMMLab Detection Toolbox and Benchmark.,453.0,39,True,2024-01-05 06:24:15,3.3.0,53.0,mmdet,,,['pytorch'],,136961.0,2095.0,2095.0,https://pypi.org/project/mmdet,136961.0,,,,1.0,,,,,,,,,,,,,,,,
45,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-01-07 05:14:04.000000,2024-01-07 05:14:04,2733.0,13.0,7282.0,619.0,2215.0,183.0,1583.0,25095.0,The fastai deep learning library.,246.0,39,True,2023-10-15 04:03:45,2.7.13,50.0,fastai,,,['pytorch'],,348181.0,15949.0,15949.0,https://pypi.org/project/fastai,348181.0,,,,2.0,,,,,,,,,,,,,,,,
46,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-01-12 19:03:42.000000,2024-01-09 17:54:08,7097.0,39.0,1910.0,413.0,1008.0,770.0,851.0,19942.0,Data Apps & Dashboards for Python. No JavaScript Required.,143.0,39,True,2023-11-28 00:56:54,2.14.2,103.0,dash,conda-forge/dash,,,62.0,2077291.0,57085.0,57085.0,https://pypi.org/project/dash,2049844.0,https://anaconda.org/conda-forge/dash,2023-11-28 06:37:33.255,1180199.0,2.0,,,,,,,,,,,,,,,,
47,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-01-17 05:57:59.000000,2024-01-10 17:54:15,8511.0,32.0,2146.0,205.0,4156.0,12.0,1911.0,19581.0,Build multimodal AI applications with cloud-native stack.,176.0,39,True,2023-12-14 15:31:33,3.23.2,100.0,jina,conda-forge/jina-core,,,,154482.0,1485.0,1485.0,https://pypi.org/project/jina,124632.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,59357.0,2.0,,,,,,,,,,jinaai/jina,https://hub.docker.com/r/jinaai/jina,2024-01-08 08:54:01.226227,8.0,1303370.0,,
48,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-01-18 13:58:04.000000,2024-01-18 13:58:00,47207.0,466.0,1117.0,197.0,377.0,525.0,1661.0,7548.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1195.0,39,True,2023-09-19 20:01:10,1.2.2,84.0,catboost,conda-forge/catboost,,,210874.0,1561873.0,12.0,12.0,https://pypi.org/project/catboost,1521290.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1436756.0,2.0,,,,,,,,,,,,,,,,
49,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-01-18 18:14:36.000000,2024-01-16 12:37:52,1776.0,30.0,2168.0,167.0,800.0,67.0,988.0,6549.0,Python Data. Leaflet.js Maps.,160.0,39,True,2023-12-04 11:11:32,0.15.1,26.0,folium,conda-forge/folium,,,,782044.0,33074.0,33074.0,https://pypi.org/project/folium,712128.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2517011.0,2.0,,,,,,,,,,,,,,,,
50,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-01-18 18:29:33.000000,2024-01-18 18:04:23,1243.0,125.0,690.0,94.0,1176.0,91.0,1079.0,6363.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",212.0,39,True,2024-01-11 15:26:04,0.26.1,39.0,accelerate,conda-forge/accelerate,,['pytorch'],,6687541.0,23558.0,23558.0,https://pypi.org/project/accelerate,6683957.0,https://anaconda.org/conda-forge/accelerate,2024-01-11 22:35:05.818,96790.0,1.0,,,,,,,,,,,,,,,,
51,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-01-18 18:20:22.000000,2024-01-16 19:47:55,3463.0,132.0,1027.0,132.0,2803.0,235.0,1145.0,1995.0,A library for training and deploying machine learning models on Amazon SageMaker.,417.0,39,True,2024-01-09 17:53:35,2.203.1,161.0,sagemaker,conda-forge/sagemaker-python-sdk,,,,43061735.0,3476.0,3476.0,https://pypi.org/project/sagemaker,43044562.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-11-27 10:45:24.319,704104.0,2.0,,,,,,,,,,,,,,,,
52,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-01-18 17:45:26.000000,2024-01-18 16:26:38,39584.0,1066.0,26415.0,2032.0,44760.0,,,37615.0,Apache Spark Python API.,2997.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,['spark'],,28286743.0,,,https://pypi.org/project/pyspark,28217680.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2969732.0,2.0,,,,,,,,,stable/spark,,,,,,,
53,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-01-18 08:01:21.000000,2024-01-18 08:01:21,6126.0,16.0,6871.0,417.0,2818.0,1120.0,7302.0,35914.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",152.0,38,True,2023-10-18 12:32:48,2.7.1,8.0,paddleocr,,,['paddle'],,121494.0,2153.0,2153.0,https://pypi.org/project/paddleocr,121494.0,,,,1.0,,,,,,,,,,,,,,,,
54,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-01-18 18:05:32.240028,2024-01-18 14:18:55,18902.0,677.0,2432.0,336.0,18599.0,494.0,9347.0,25157.0,"A cloud-native vector database, storage for next generation AI applications.",262.0,38,True,2024-01-17 12:27:12,2.3.5,100.0,pymilvus,,,,67230.0,569594.0,,,https://pypi.org/project/pymilvus,364590.0,,,,1.0,,,,,,,,,,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2024-01-18 18:05:32.240028,39.0,10391347.0,,
55,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-01-18 12:49:30.000000,2024-01-18 10:16:59,3775.0,59.0,6657.0,398.0,5137.0,759.0,2304.0,15028.0,"Datasets, Transforms and Models specific to Computer Vision.",569.0,38,True,2023-12-15 02:04:19,0.16.2,37.0,torchvision,conda-forge/torchvision,,['pytorch'],36290.0,9960070.0,21.0,21.0,https://pypi.org/project/torchvision,9931339.0,https://anaconda.org/conda-forge/torchvision,2023-12-13 18:56:48.112,961634.0,1.0,,,,,,,,,,,,,,,,
56,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-01-18 15:09:06.000000,2024-01-18 15:09:06,1305.0,89.0,2162.0,129.0,309.0,975.0,857.0,12887.0,Multilingual Sentence & Image Embeddings with BERT.,133.0,38,True,2022-06-26 19:52:06,2.2.2,32.0,sentence-transformers,conda-forge/sentence-transformers,,['pytorch'],,2787008.0,22588.0,22588.0,https://pypi.org/project/sentence-transformers,2782146.0,https://anaconda.org/conda-forge/sentence-transformers,2023-06-16 19:21:44.846,194514.0,2.0,,,,,,,,,,,,,,,,
57,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-01-18 14:39:10.000000,2024-01-18 14:39:10,3871.0,353.0,2835.0,169.0,4444.0,338.0,2185.0,12661.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",283.0,38,True,2024-01-12 03:51:43,2.0.0,35.0,dgl,,,,,61153.0,180.0,180.0,https://pypi.org/project/dgl,61153.0,,,,1.0,,,,,,,,,,,,,,,,
58,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-01-17 08:29:06.000000,2024-01-17 08:29:05,16868.0,190.0,905.0,120.0,3362.0,79.0,1481.0,9148.0,A hyperparameter optimization framework.,255.0,38,True,2023-12-11 05:04:29,3.5.0,62.0,optuna,conda-forge/optuna,,,,1792508.0,11852.0,11852.0,https://pypi.org/project/optuna,1778391.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,607052.0,1.0,,,,,,,,,,,,,,,,
59,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-01-18 09:23:37.000000,2024-01-16 22:03:02,2633.0,51.0,893.0,128.0,1735.0,245.0,606.0,9024.0,Geometric Computer Vision Library for SpatialAI.,246.0,38,True,2023-12-27 10:47:21,0.7.1,37.0,kornia,conda-forge/kornia,,['pytorch'],911.0,2341549.0,8027.0,8027.0,https://pypi.org/project/kornia,2338517.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,111696.0,1.0,,,,,,,,,,,,,,,,
60,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-01-14 14:08:24.000000,2024-01-14 09:05:32,5076.0,87.0,1654.0,133.0,972.0,317.0,1908.0,8106.0,"An open-source, low-code machine learning library in Python.",131.0,38,True,2023-11-12 21:46:01,3.2.0,26.0,pycaret,conda-forge/pycaret,,,679.0,277298.0,4999.0,4999.0,https://pypi.org/project/pycaret,276262.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,41857.0,1.0,,1.0,,,,,,,,,,,,,,
61,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-01-18 18:03:37.000000,2024-01-17 23:39:53,4183.0,187.0,1164.0,102.0,3314.0,750.0,1332.0,7157.0,A unified framework for machine learning with time series.,318.0,38,True,2023-12-26 18:13:16,0.25.0,57.0,sktime,conda-forge/sktime-all-extras,,['sklearn'],84.0,665104.0,2083.0,2083.0,https://pypi.org/project/sktime,634205.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-12-27 11:05:10.395,926956.0,1.0,sktime/sktime,,,,,,,,,,,,,,,
62,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-01-18 18:03:41.000000,2024-01-17 02:16:30,4116.0,229.0,553.0,83.0,2146.0,105.0,676.0,5118.0,Flax is a neural network library for JAX that is designed for flexibility.,216.0,38,True,2023-10-28 02:07:21,0.7.5,36.0,flax,conda-forge/flax,,['jax'],50.0,2846908.0,5710.0,5710.0,https://pypi.org/project/flax,2845761.0,https://anaconda.org/conda-forge/flax,2023-11-09 02:38:30.298,38989.0,2.0,,,,,,,,,,,,,,,,
63,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-01-18 14:22:46.000000,2024-01-18 13:02:47,6146.0,104.0,1437.0,109.0,4111.0,395.0,705.0,4091.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",302.0,38,True,2023-12-18 13:28:11,4.9.4,32.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,['tensorflow'],,2070654.0,15955.0,15955.0,https://pypi.org/project/tensorflow-datasets,2069843.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,25974.0,1.0,,,,,,,,,,,,,,,,
64,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-01-17 02:57:49.000000,2024-01-04 10:02:48,2233.0,10.0,541.0,88.0,779.0,228.0,896.0,3556.0,Manipulation and analysis of geometric objects.,151.0,38,True,2023-10-12 20:37:13,2.0.2,27.0,shapely,conda-forge/shapely,,,2875.0,15215212.0,60119.0,60119.0,https://pypi.org/project/shapely,15000280.0,https://anaconda.org/conda-forge/shapely,2023-11-23 18:52:59.047,8807877.0,2.0,,,,,,,,,,,,,,,,
65,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-01-18 00:06:56.000000,2024-01-17 15:38:17,17810.0,142.0,1200.0,84.0,7675.0,443.0,4221.0,2441.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,360.0,38,True,2024-01-16 18:37:42,1.6.1,59.0,mne,conda-forge/mne,,,,93528.0,3392.0,3392.0,https://pypi.org/project/mne,85692.0,https://anaconda.org/conda-forge/mne,2024-01-16 19:57:33.854,344798.0,1.0,,,,,,,,,,,,,,,,
66,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-12-14 16:43:19.109000,2023-12-11 02:26:35,1519.0,11.0,270.0,32.0,475.0,89.0,489.0,1366.0,Python library for reading and writing image data.,109.0,38,True,2023-12-11 02:26:46,2.33.1,64.0,imageio,conda-forge/imageio,,,950.0,19843826.0,113391.0,113391.0,https://pypi.org/project/imageio,19701077.0,https://anaconda.org/conda-forge/imageio,2023-12-14 16:43:19.109,5994848.0,1.0,,,,,,,,,,,,,,,,
67,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-01-18 16:55:04.000000,2024-01-18 00:48:14,963.0,63.0,3182.0,470.0,846.0,394.0,1870.0,26345.0,A library for efficient similarity search and clustering of dense vectors.,150.0,37,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,387446.0,3372.0,3372.0,https://pypi.org/project/pymilvus,364590.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1005691.0,2.0,,,,,,,,,,,,,,,,
68,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-01-18 16:47:39.000000,2024-01-16 19:48:28,831.0,154.0,3536.0,115.0,1720.0,520.0,4517.0,18408.0,NEW - YOLOv8 in PyTorch ONNX OpenVINO CoreML TFLite.,87.0,37,True,2024-01-10 09:58:53,8.1.0,1.0,ultralytics,,,,,3740524.0,9891.0,9891.0,https://pypi.org/project/ultralytics,3740524.0,,,,2.0,,,,,,,,,,,,,,,,
69,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2024-01-18 17:59:19.000000,2023-12-18 06:57:31,5779.0,65.0,1708.0,204.0,1169.0,54.0,2172.0,13352.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,251.0,37,True,2023-12-18 09:29:22,0.13.1,25.0,flair,conda-forge/python-flair,,['pytorch'],,117401.0,2981.0,2981.0,https://pypi.org/project/flair,116870.0,https://anaconda.org/conda-forge/python-flair,2024-01-05 20:59:40.138,22343.0,2.0,,,,,,,,,,,,,,,,
70,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-01-18 02:27:39.000000,2024-01-18 02:26:18,1371.0,20.0,1571.0,151.0,742.0,200.0,552.0,11691.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,117.0,37,True,2024-01-08 15:03:46,4.6.4,55.0,ydata-profiling,conda-forge/ydata-profiling,,"['jupyter', 'pandas']",35.0,791203.0,2246.0,2246.0,https://pypi.org/project/ydata-profiling,789750.0,https://anaconda.org/conda-forge/ydata-profiling,2024-01-09 12:11:44.611,15986.0,2.0,,,,,,,,,,,,,,,,
71,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2024-01-14 15:46:33.000000,2023-07-11 16:23:35,1095.0,,1410.0,255.0,657.0,375.0,1023.0,11323.0,Video editing with Python.,160.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,645795.0,33152.0,33152.0,https://pypi.org/project/moviepy,642965.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,220780.0,2.0,,,,,,,,,,,,,,,,
72,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-01-18 16:34:03.000000,2024-01-11 16:03:13,1751.0,13.0,655.0,117.0,552.0,230.0,643.0,8035.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,83.0,37,True,2023-11-14 19:06:30,0.15.0,82.0,tokenizers,conda-forge/tokenizers,,,33.0,14764618.0,56827.0,56827.0,https://pypi.org/project/tokenizers,14730883.0,https://anaconda.org/conda-forge/tokenizers,2023-12-12 19:20:02.639,1416890.0,2.0,,,,,,,,,,,,,,,,
73,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2024-01-17 08:43:41.000000,2024-01-16 09:58:49,9721.0,56.0,1807.0,227.0,3804.0,209.0,2957.0,7982.0,Bayesian Modeling and Probabilistic Programming in Python.,474.0,37,True,2023-12-21 11:15:57,5.10.3,77.0,pymc,conda-forge/pymc,,,1935.0,168527.0,2612.0,2612.0,https://pypi.org/project/pymc,161858.0,https://anaconda.org/conda-forge/pymc,2023-12-22 01:36:19.712,259431.0,1.0,,,,,,,,,,,,,,,,
74,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2024-01-18 15:40:55.000000,2024-01-18 01:55:41,20474.0,589.0,1936.0,179.0,3192.0,212.0,2046.0,7541.0,End-to-End Speech Processing Toolkit.,399.0,37,True,2023-10-25 11:52:03,.202310,51.0,espnet,,,,79.0,17130.0,281.0,281.0,https://pypi.org/project/espnet,17129.0,,,,1.0,,,,,,,,,,,,,,,,
75,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2024-01-07 00:32:00.000000,2023-12-31 11:04:55,953.0,21.0,746.0,86.0,201.0,80.0,652.0,3936.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",48.0,37,True,2023-12-31 11:17:16,80,72.0,opencv-python,,,,,10649937.0,346300.0,346300.0,https://pypi.org/project/opencv-python,10649937.0,,,,2.0,,,,,,,,,,,,,,,,
76,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-01-18 18:02:29.000000,2024-01-18 15:52:47,2804.0,205.0,278.0,25.0,2598.0,179.0,1586.0,2837.0,Argilla: the open-source feedback platform for LLMs.,75.0,37,True,2024-01-18 15:04:19,1.22.0,100.0,argilla,,,,,511031.0,2190.0,2190.0,https://pypi.org/project/argilla,511031.0,,,,2.0,,,,,,,,,,,,,,,,
77,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2024-01-18 17:36:54.000000,2024-01-17 08:47:00,10687.0,51.0,378.0,58.0,2903.0,1027.0,2114.0,2552.0,"With Holoviews, your data visualizes itself.",140.0,37,True,2023-11-09 09:16:35,1.18.1,77.0,holoviews,conda-forge/holoviews,,['jupyter'],,335413.0,9109.0,9109.0,https://pypi.org/project/holoviews,300558.0,https://anaconda.org/conda-forge/holoviews,2023-11-08 21:19:49.170,1475495.0,2.0,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,542.0,,,,,,,,,,,
78,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-01-18 08:08:22.000000,2024-01-16 10:28:47,5663.0,100.0,682.0,57.0,4885.0,1181.0,2300.0,1514.0,A distributed task scheduler for Dask.,322.0,37,True,,,184.0,distributed,conda-forge/distributed,,,,3108851.0,32323.0,32323.0,https://pypi.org/project/distributed,2816262.0,https://anaconda.org/conda-forge/distributed,2024-01-13 00:00:13.369,12873946.0,2.0,,,,,,,,,,,,,,,,
79,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2023-12-16 22:04:09.000000,2023-09-04 11:42:16,615.0,,2794.0,301.0,243.0,324.0,585.0,20778.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",128.0,36,True,2023-09-04 11:53:04,1.7.1,22.0,easyocr,,,,8223718.0,463807.0,4887.0,4887.0,https://pypi.org/project/easyocr,272558.0,,,,2.0,,1.0,,,,,,,,,,,,,,
80,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2024-01-16 08:10:29.000000,2023-08-21 03:59:26,1627.0,,2787.0,380.0,457.0,8.0,1813.0,14187.0,Python Echarts Plotting Library.,39.0,36,True,2023-08-21 08:24:32,2.0.4,3.0,pyecharts,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],,116753.0,3770.0,3770.0,https://pypi.org/project/pyecharts,116753.0,,,,2.0,,,,,,,,,,,,,,,,
81,chroma,chroma-core/chroma,nn-search,,https://github.com/chroma-core/chroma,https://github.com/chroma-core/chroma,Apache-2.0,2022-10-05 17:58:44.000,2024-01-18 15:12:41.000000,2024-01-17 22:19:51,1052.0,156.0,853.0,72.0,810.0,241.0,589.0,10548.0,the AI-native open-source embedding database.,98.0,36,True,2024-01-03 17:16:25,0.4.22,53.0,chromadb,,,,65.0,1020060.0,15254.0,15254.0,https://pypi.org/project/chromadb,1020056.0,,,,2.0,,,,,,,,,,,,,,,,
