,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
42,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-11-22 19:49:38.000000,2023-10-23 12:18:50,32584.0,125.0,4319.0,352.0,6287.0,1.0,6641.0,17246.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",591.0,40,True,2023-11-20 09:36:12,3.6.14,100.0,rasa,,,,['tensorflow'],3785.0,3785.0,https://pypi.org/project/rasa,139589.0,139589.0,,,,,,,,1.0,,,,,,,,,,,,,
43,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-11-01 12:33:08.000000,2023-10-01 14:51:00,4509.0,5.0,4147.0,433.0,1681.0,375.0,1444.0,14800.0,Topic Modelling for Humans.,447.0,40,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,52632.0,52632.0,https://pypi.org/project/gensim,3910258.0,3947101.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1177472.0,,,,,1.0,4532.0,,,,,piskvorky/gensim,,,,,,,
44,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-11-23 17:17:26.000000,2023-11-23 14:10:23,9071.0,125.0,1093.0,136.0,5251.0,575.0,3940.0,12426.0,ML Experiments Management with Git.,289.0,40,True,2023-11-17 18:02:37,3.30.1,280.0,dvc,conda-forge/dvc,,,,10648.0,10648.0,https://pypi.org/project/dvc,893110.0,938771.0,https://anaconda.org/conda-forge/dvc,2023-11-17 20:45:57.726,1732322.0,,,,,2.0,44336.0,,,,,,,dvc,dvc,dvc,,,
45,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-11-21 17:51:51.000000,2023-11-20 21:54:26,1832.0,49.0,830.0,106.0,1477.0,360.0,1154.0,3940.0,Python tools for geographic data.,213.0,40,True,2023-11-11 09:30:40,0.14.1,33.0,geopandas,conda-forge/geopandas,,,['pandas'],28199.0,28199.0,https://pypi.org/project/geopandas,6496018.0,6576683.0,https://anaconda.org/conda-forge/geopandas,2023-11-11 14:20:49.573,3306242.0,,,,,1.0,2221.0,,,,,,,,,,,,
46,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-11-20 20:49:11.000000,2023-11-18 12:56:06,1085.0,46.0,1975.0,235.0,478.0,155.0,1020.0,10691.0,Download market data from Yahoo! Finances API.,94.0,39,True,2023-11-18 12:58:00,0.2.32,69.0,yfinance,ranaroussi/yfinance,,,,29786.0,29786.0,https://pypi.org/project/yfinance,1039208.0,1042143.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,82185.0,,,,,1.0,,,,,,,,,,,,,
47,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-11-22 15:53:42.000000,2023-11-22 04:53:22,16787.0,387.0,895.0,121.0,3336.0,88.0,1452.0,8936.0,A hyperparameter optimization framework.,255.0,39,True,2023-10-17 07:04:18,3.4.0,61.0,optuna,conda-forge/optuna,,,,10818.0,10818.0,https://pypi.org/project/optuna,2098046.0,2112059.0,https://anaconda.org/conda-forge/optuna,2023-10-20 10:10:01.680,574572.0,,,,,1.0,,,,,,,,,,,,,
48,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-11-23 10:52:24.000000,2023-11-23 10:42:33,46899.0,520.0,1107.0,198.0,371.0,518.0,1636.0,7468.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1185.0,39,True,2023-09-19 20:01:10,1.2.2,84.0,catboost,conda-forge/catboost,,,,11.0,11.0,https://pypi.org/project/catboost,2056677.0,2098821.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1422081.0,,,,,2.0,195535.0,,,,,,,,,,,,
49,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-11-23 15:13:26.000000,2023-11-22 16:23:10,4066.0,226.0,1145.0,104.0,3177.0,719.0,1307.0,7031.0,A unified framework for machine learning with time series.,305.0,39,True,2023-11-05 18:26:59,0.24.1,55.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1887.0,1887.0,https://pypi.org/project/sktime,791643.0,824540.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-11-06 08:49:23.870,921091.0,,,,,1.0,84.0,,,,,sktime/sktime,,,,,,,
50,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-11-23 17:41:07.000000,2023-11-17 13:49:49,1759.0,36.0,2163.0,169.0,787.0,65.0,979.0,6481.0,Python Data. Leaflet.js Maps.,156.0,39,True,2023-11-06 17:34:10,0.15.0,25.0,folium,conda-forge/folium,,,,31067.0,31067.0,https://pypi.org/project/folium,838687.0,911240.0,https://anaconda.org/conda-forge/folium,2023-11-06 19:27:34.985,2466823.0,,,,,1.0,,,,,,,,,,,,,
51,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-11-23 02:11:13.000000,2023-11-21 14:54:33,1176.0,123.0,642.0,96.0,1096.0,102.0,976.0,6046.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",197.0,39,True,2023-10-30 14:12:25,0.24.1,36.0,accelerate,conda-forge/accelerate,,,['pytorch'],18705.0,18705.0,https://pypi.org/project/accelerate,7451447.0,7454955.0,https://anaconda.org/conda-forge/accelerate,2023-10-30 20:25:30.968,87701.0,,,,,1.0,,,,,,,,,,,,,
52,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2023-11-23 16:47:00.000000,2023-11-23 16:11:44,3986.0,220.0,530.0,82.0,2064.0,94.0,663.0,4910.0,Flax is a neural network library for JAX that is designed for flexibility.,209.0,39,True,2023-10-28 02:07:21,0.7.5,36.0,flax,conda-forge/flax,,,['jax'],5061.0,5061.0,https://pypi.org/project/flax,10064530.0,10065698.0,https://anaconda.org/conda-forge/flax,2023-11-09 02:38:30.298,37345.0,,,,,2.0,50.0,,,,,,,,,,,,
53,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-11-22 18:10:10.000000,2023-11-22 10:13:29,17739.0,197.0,1196.0,84.0,7589.0,418.0,4199.0,2405.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,358.0,39,True,2023-11-20 20:23:33,1.6.0,58.0,mne,conda-forge/mne,,,,3204.0,3204.0,https://pypi.org/project/mne,100833.0,108913.0,https://anaconda.org/conda-forge/mne,2023-11-20 22:22:01.653,339379.0,,,,,1.0,,,,,,,,,,,,,
54,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-11-23 17:35:28.000000,2023-11-23 15:33:13,38910.0,1028.0,26309.0,2033.0,43954.0,,,37239.0,Apache Spark Python API.,2978.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,26680216.0,26751920.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2939873.0,,,,,2.0,,,,,,,stable/spark,,,,,,
55,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-11-23 08:58:48.000000,2023-11-22 10:55:49,6118.0,30.0,6730.0,417.0,2781.0,1008.0,7246.0,34721.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",150.0,38,True,2023-10-18 12:32:48,2.7.1,8.0,paddleocr,,,,['paddle'],1993.0,1993.0,https://pypi.org/project/paddleocr,97960.0,97960.0,,,,,,,,1.0,,,,,,,,,,,,,
56,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-11-23 06:45:22.000000,2023-10-12 07:43:04,2677.0,36.0,8085.0,377.0,3077.0,1079.0,6577.0,26178.0,OpenMMLab Detection Toolbox and Benchmark.,440.0,38,True,2023-10-12 07:45:00,3.2.0,52.0,mmdet,,,,['pytorch'],1921.0,1921.0,https://pypi.org/project/mmdet,170008.0,170008.0,,,,,,,,1.0,,,,,,,,,,,,,
57,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-11-23 17:07:43.000000,2023-11-23 12:42:23,18477.0,662.0,2377.0,345.0,17735.0,482.0,8898.0,24237.0,"A cloud-native vector database, storage for next generation AI applications.",259.0,38,True,2023-11-14 10:46:35,2.2.15,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,517228.0,677900.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-11-23 14:17:38.717235,37.0,7809876.0,1.0,53704.0,,,,,,,,,,,,
58,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-11-23 16:04:11.000000,2023-11-22 22:52:06,4589.0,199.0,2444.0,228.0,663.0,44.0,781.0,22925.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",154.0,38,True,2023-11-17 14:47:43,0.20.6,93.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",614.0,614.0,https://pypi.org/project/tts,95276.0,147195.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,9965.0,,,,,1.0,1648693.0,,,,,,,,,,,,
59,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6533.0,1075.0,11124.0,1805.0,7763.0,20643.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,38,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6869.0,6869.0,https://pypi.org/project/mxnet,331194.0,331635.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10466.0,,,,,2.0,26487.0,,,,,apache/mxnet,,,,,,,
60,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-11-23 16:05:54.000000,2023-11-23 14:51:16,3740.0,95.0,6622.0,398.0,5087.0,749.0,2278.0,14804.0,"Datasets, Transforms and Models specific to Computer Vision.",559.0,38,True,2023-11-15 22:18:12,0.16.1,36.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,9453211.0,9482655.0,https://anaconda.org/conda-forge/torchvision,2023-11-13 09:15:21.265,928637.0,,,,,1.0,33618.0,,,,,,,,,,,,
61,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-11-23 13:21:11.000000,2023-11-23 13:05:32,3616.0,274.0,2824.0,171.0,4166.0,316.0,2116.0,12463.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",281.0,38,True,2023-08-15 07:31:40,1.1.2,33.0,dgl,,,,,164.0,164.0,https://pypi.org/project/dgl,67012.0,67012.0,,,,,,,,1.0,,,,,,,,,,,,,
62,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-11-23 17:15:23.000000,2023-11-23 00:16:03,2607.0,89.0,877.0,125.0,1699.0,231.0,599.0,8847.0,Geometric Computer Vision Library for AI.,243.0,38,True,2023-08-02 09:57:58,0.7.0,36.0,kornia,conda-forge/kornia,,,['pytorch'],7163.0,7163.0,https://pypi.org/project/kornia,2064106.0,2067209.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,108145.0,,,,,1.0,869.0,,,,,,,,,,,,
63,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-11-21 19:46:32.000000,2023-11-20 08:56:29,1744.0,48.0,636.0,121.0,542.0,269.0,580.0,7819.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,82.0,38,True,2023-11-14 19:06:30,0.15.0,81.0,tokenizers,conda-forge/tokenizers,,,,49697.0,49697.0,https://pypi.org/project/tokenizers,15409763.0,15444170.0,https://anaconda.org/conda-forge/tokenizers,2023-11-16 07:53:27.784,1376283.0,,,,,1.0,33.0,,,,,,,,,,,,
64,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-11-23 17:11:09.000000,2023-11-23 15:08:13,6083.0,99.0,1424.0,112.0,4039.0,391.0,700.0,4047.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",300.0,38,True,2023-09-08 09:07:53,4.9.3,31.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],15191.0,15191.0,https://pypi.org/project/tensorflow-datasets,1795193.0,1796029.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,25104.0,,,,,1.0,,,,,,,,,,,,,
65,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-11-22 18:22:23.000000,2023-11-17 01:53:41,2227.0,23.0,534.0,89.0,764.0,219.0,892.0,3496.0,Manipulation and analysis of geometric objects.,149.0,38,True,2023-10-12 20:37:13,2.0.2,27.0,shapely,conda-forge/shapely,,,,56447.0,56447.0,https://pypi.org/project/shapely,16464747.0,16687332.0,https://anaconda.org/conda-forge/shapely,2023-10-13 10:53:16.010,8676646.0,,,,,2.0,2693.0,,,,,,,,,,,,
66,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-11-23 17:37:23.000000,2023-11-07 06:46:07,3352.0,123.0,1015.0,135.0,2726.0,441.0,910.0,1963.0,A library for training and deploying machine learning models on Amazon SageMaker.,406.0,38,True,2023-11-07 06:46:10,2.197.0,160.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3259.0,3259.0,https://pypi.org/project/sagemaker,35896181.0,35913981.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-11-07 09:32:41.291,694207.0,,,,,2.0,,,,,,,,,,,,,
67,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-11-23 17:29:26.000000,2023-11-23 14:54:02,5607.0,142.0,681.0,56.0,4829.0,1167.0,2275.0,1499.0,A distributed task scheduler for Dask.,318.0,38,True,,,181.0,distributed,conda-forge/distributed,,,,31458.0,31458.0,https://pypi.org/project/distributed,4220617.0,4521591.0,https://anaconda.org/conda-forge/distributed,2023-11-10 22:39:02.890,12640910.0,,,,,2.0,,,,,,,,,,,,,
68,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-11-20 02:26:08.000000,2023-11-20 02:26:07,1516.0,20.0,267.0,32.0,473.0,89.0,485.0,1341.0,Python library for reading and writing image data.,108.0,38,True,2023-11-20 02:26:19,2.33.0,63.0,imageio,conda-forge/imageio,,,,107665.0,107665.0,https://pypi.org/project/imageio,16996548.0,17144192.0,https://anaconda.org/conda-forge/imageio,2023-10-09 12:27:51.214,5905211.0,,,,,1.0,895.0,,,,,,,,,,,,
69,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2023-11-12 21:18:56.000000,2023-11-12 19:59:18,5761.0,140.0,1704.0,205.0,1163.0,45.0,2166.0,13244.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,250.0,37,True,2023-10-28 12:19:55,0.13.0,24.0,flair,conda-forge/python-flair,,,['pytorch'],2871.0,2871.0,https://pypi.org/project/flair,150532.0,151076.0,https://anaconda.org/conda-forge/python-flair,2023-07-23 11:04:16.024,21776.0,,,,,1.0,,,,,,,,,,,,,
70,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2023-11-23 17:52:55.000000,2023-11-23 17:02:31,2842.0,352.0,1440.0,115.0,3020.0,448.0,2266.0,11667.0,"LLM orchestration framework to build customizable, production-ready LLM applications. Connect components (models,..",221.0,37,True,2023-11-09 16:44:55,1.22.1,70.0,haystack,,,,,1035.0,1035.0,https://pypi.org/project/haystack,2213.0,2213.0,,,,,,,,1.0,23.0,,,,,,,,,,,,
71,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-11-22 12:34:14.030000,2023-11-21 15:53:25,1356.0,26.0,1543.0,151.0,733.0,195.0,547.0,11447.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,115.0,37,True,2023-11-22 10:29:16,4.6.2,53.0,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",1846.0,1846.0,https://pypi.org/project/ydata-profiling,957105.0,958673.0,https://anaconda.org/conda-forge/ydata-profiling,2023-11-22 12:34:14.030,14116.0,,,,,2.0,5.0,,,,,,,,,,,,
72,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-11-23 08:57:29.000000,2023-07-11 16:23:35,1095.0,,1388.0,249.0,652.0,361.0,1019.0,11118.0,Video editing with Python.,160.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,31006.0,31006.0,https://pypi.org/project/moviepy,719707.0,722571.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,217732.0,,,,,2.0,,,,,,,,,,,,,
73,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-11-23 13:09:56.000000,2023-11-19 07:33:35,5035.0,112.0,1634.0,129.0,961.0,305.0,1889.0,7944.0,"An open-source, low-code machine learning library in Python.",129.0,37,True,2023-11-12 21:46:01,3.2.0,26.0,pycaret,conda-forge/pycaret,,,,4735.0,4735.0,https://pypi.org/project/pycaret,311443.0,312504.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,40783.0,,,,,1.0,674.0,,,,,,,,,,,,
74,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2023-11-23 17:48:15.000000,2023-11-23 15:17:16,9693.0,78.0,1763.0,230.0,3765.0,193.0,2938.0,7889.0,Bayesian Modeling in Python with MCMC and VI.,472.0,37,True,2023-11-12 10:34:43,5.9.2,73.0,pymc,conda-forge/pymc,,,,2318.0,2318.0,https://pypi.org/project/pymc,203706.0,210574.0,https://anaconda.org/conda-forge/pymc,2023-11-12 13:40:16.937,253494.0,,,,,1.0,1929.0,,,,,,,,,,,,
75,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2023-11-22 03:55:46.000000,2023-11-19 15:05:18,20040.0,537.0,1911.0,179.0,3161.0,191.0,2035.0,7379.0,End-to-End Speech Processing Toolkit.,398.0,37,True,2023-10-25 11:52:03,.202310,51.0,espnet,,,,,264.0,264.0,https://pypi.org/project/espnet,21246.0,21247.0,,,,,,,,1.0,79.0,,,,,,,,,,,,
76,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2023-11-23 16:41:55.000000,2023-11-22 02:10:27,9597.0,170.0,1146.0,125.0,1035.0,99.0,866.0,6856.0,A PyTorch-based Speech Toolkit.,223.0,37,True,2023-11-22 02:28:28,0.5.16,10.0,speechbrain,,,,['pytorch'],1184.0,1184.0,https://pypi.org/project/speechbrain,159071.0,159071.0,,,,,,,,1.0,,,,,,,,,,,,,
77,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-11-23 17:13:56.000000,2023-11-22 17:41:46,2694.0,290.0,256.0,23.0,2489.0,229.0,1458.0,2628.0,Argilla: the open-source feedback platform for LLMs.,74.0,37,True,2023-11-13 12:57:09,1.19.0,100.0,argilla,,,,,2063.0,2063.0,https://pypi.org/project/argilla,861102.0,861102.0,,,,,,,,1.0,,,,,,,,,,,,,
78,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-11-23 09:27:37.000000,2023-11-23 02:42:43,5945.0,246.0,2473.0,305.0,3917.0,673.0,3056.0,28625.0,Streamlit A faster way to build and share data apps.,206.0,36,True,2023-11-13 20:42:41,1.28.2,69.0,streamlit,,,,,,,https://pypi.org/project/streamlit,2837289.0,2837289.0,,,,,,,,2.0,,,,,,,,,,,,,
79,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-11-22 03:23:38.000000,2023-10-10 17:36:53,2318.0,5.0,5917.0,422.0,1317.0,1032.0,3025.0,28054.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,420.0,36,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],2325.0,2325.0,https://pypi.org/project/fairseq,368906.0,370313.0,https://anaconda.org/conda-forge/fairseq,2023-06-16 19:21:01.221,56143.0,,,,,2.0,324.0,,,,,,,,,,,,
80,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-11-23 15:32:01.000000,2023-11-15 19:19:02,911.0,40.0,3110.0,468.0,823.0,372.0,1854.0,25493.0,A library for efficient similarity search and clustering of dense vectors.,142.0,36,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,3270.0,3270.0,https://pypi.org/project/pymilvus,517228.0,540606.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,981906.0,,,,,2.0,,,,,,,,,,,,,
