,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url
42,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-07-04 16:20:45.000000,2024-07-03 10:03:39,7572.0,113.0,3490.0,252.0,3058.0,834.0,2630.0,20555.0,Graph Neural Network Library for PyTorch.,503.0,41,True,2024-04-19 11:37:44,2.5.3,40.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],6029.0,6029.0,https://pypi.org/project/torch-geometric,525117.0,526181.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-05-04 18:04:48.733,51090.0,,,,,1.0,,,,,,,,,,,,,
43,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-07-04 14:01:44.000000,2024-06-28 13:20:48,1504.0,142.0,2329.0,134.0,493.0,1073.0,961.0,14343.0,Multilingual Sentence & Image Embeddings with BERT.,173.0,41,True,2024-06-07 13:01:30,3.0.1,42.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],38202.0,38202.0,https://pypi.org/project/sentence-transformers,3836609.0,3842990.0,https://anaconda.org/conda-forge/sentence-transformers,2024-06-07 15:19:38.412,293531.0,,,,,1.0,,,,,,,,,,,,,
44,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2024-06-28 17:32:16.000000,2024-04-05 06:11:40,14511.0,,2756.0,464.0,1461.0,260.0,1518.0,13214.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,454.0,41,True,,,17.0,nltk,conda-forge/nltk,,,,286632.0,286632.0,https://pypi.org/project/nltk,17130710.0,17158307.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2621744.0,,,,,1.0,,,,,,,2.0,,,,,,
45,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,,2023-07-27 00:09:52.000,2024-07-04 16:59:26.000000,2024-07-04 15:21:19,14190.0,4495.0,1132.0,59.0,1832.0,447.0,2147.0,10251.0,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker,..",277.0,41,True,2024-07-04 06:48:48,1.41.6,100.0,litellm,,,,,2289.0,2289.0,https://pypi.org/project/litellm,764980.0,765144.0,,,,,,,,1.0,328.0,,,,,,,,,,,,
46,Altair,altair-viz/altair,data-viz,,https://github.com/vega/altair,https://github.com/vega/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2024-07-04 15:22:24.000000,2024-07-04 15:22:24,3683.0,27.0,740.0,141.0,1384.0,178.0,1783.0,9061.0,Declarative statistical visualization library for Python.,168.0,41,True,2024-03-30 15:36:52,5.3.0,28.0,altair,conda-forge/altair,,,,144276.0,144276.0,https://pypi.org/project/altair,19143896.0,19218481.0,https://anaconda.org/conda-forge/altair,2024-03-30 18:57:22.082,2312126.0,,,,,1.0,147.0,vega/altair,,,,,,,,,,,
47,ollama,jmorganca/ollama,nlp,,https://github.com/ollama/ollama,https://github.com/ollama/ollama,MIT,2023-06-26 19:39:32.000,2024-07-04 15:30:45.000000,2024-07-04 00:04:30,3045.0,724.0,5715.0,461.0,1878.0,874.0,2566.0,76863.0,"Get up and running with Llama 3, Mistral, Gemma 2, and other large language models.",252.0,40,True,2024-06-29 03:30:26,0.1.48,71.0,,,,,,59.0,59.0,,,1226690.0,,,,,,,,2.0,14720289.0,ollama/ollama,,,,,,,,,,,
48,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-07-04 11:49:16.000000,2024-07-04 11:34:35,6210.0,69.0,7366.0,429.0,2954.0,109.0,8989.0,40219.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",191.0,40,True,2024-07-04 11:45:32,2.8.0,13.0,paddleocr,,,,['paddle'],2821.0,2821.0,https://pypi.org/project/paddleocr,174062.0,174062.0,,,,,,,,1.0,,,,,,,,,,,,,
49,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-07-04 14:06:31.000000,2024-07-03 20:27:05,1145.0,93.0,3401.0,481.0,1037.0,265.0,2129.0,29352.0,A library for efficient similarity search and clustering of dense vectors.,178.0,40,True,2024-03-01 01:04:25,1.8.0,16.0,pymilvus,conda-forge/faiss,,,,3767.0,3767.0,https://pypi.org/project/pymilvus,524209.0,550937.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1336408.0,,,,,1.0,,,,,,,,,,,,,
50,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-06-29 21:32:38.000000,2024-06-29 21:32:38,2770.0,16.0,7351.0,610.0,2228.0,202.0,1590.0,25853.0,The fastai deep learning library.,249.0,40,True,2024-04-27 22:14:04,2.7.15,52.0,fastai,,,,['pytorch'],17838.0,17838.0,https://pypi.org/project/fastai,304467.0,304467.0,,,,,,,,2.0,,,,,,,,,,,,,
51,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-07-01 12:54:11.000000,2024-06-12 02:09:54,4526.0,11.0,4182.0,432.0,1697.0,383.0,1457.0,15422.0,Topic Modelling for Humans.,456.0,40,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,61489.0,61489.0,https://pypi.org/project/gensim,3772124.0,3804690.0,https://anaconda.org/conda-forge/gensim,2024-02-08 03:02:42.101,1300865.0,,,,,2.0,4715.0,piskvorky/gensim,,,,,,,,,,,
52,chroma,chroma-core/chroma,nn-search,,https://github.com/chroma-core/chroma,https://github.com/chroma-core/chroma,Apache-2.0,2022-10-05 17:58:44.000,2024-07-04 06:21:51.000000,2024-07-04 06:21:51,1490.0,271.0,1126.0,79.0,1398.0,376.0,666.0,13453.0,the AI-native open-source embedding database.,114.0,40,True,2024-06-18 07:07:03,0.5.2,58.0,chromadb,,,,,31795.0,31795.0,https://pypi.org/project/chromadb,1307764.0,1307765.0,,,,,,,,1.0,38.0,,,,,,,,,,,,
53,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-07-04 03:01:25.000000,2024-07-01 22:25:45,9288.0,41.0,1146.0,139.0,5465.0,218.0,4429.0,13379.0,ML Experiments and Data Management with Git.,300.0,40,True,2024-06-03 11:54:37,3.51.2,313.0,dvc,conda-forge/dvc,,,,16138.0,16138.0,https://pypi.org/project/dvc,422189.0,465762.0,https://anaconda.org/conda-forge/dvc,2024-06-03 16:27:40.446,1995003.0,,,,,2.0,40028.0,,,,,,,dvc,dvc,dvc,,,
54,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-07-03 16:17:12.000000,2024-06-04 12:51:06,1227.0,36.0,2185.0,238.0,564.0,140.0,1151.0,12414.0,Download market data from Yahoo! Finances API.,113.0,40,True,2024-05-19 16:27:43,0.2.40,77.0,yfinance,ranaroussi/yfinance,,,,41227.0,41227.0,https://pypi.org/project/yfinance,2015341.0,2017910.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,92499.0,,,,,1.0,,,,,,,,,,,,,
55,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-07-04 13:13:16.000000,2024-07-04 13:10:21,1487.0,119.0,854.0,99.0,1441.0,110.0,1354.0,7331.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",264.0,40,True,2024-07-03 17:44:45,0.32.0,49.0,accelerate,conda-forge/accelerate,,,['pytorch'],42114.0,42114.0,https://pypi.org/project/accelerate,7237577.0,7242323.0,https://anaconda.org/conda-forge/accelerate,2024-06-07 19:28:30.532,156644.0,,,,,1.0,,,,,,,,,,,,,
56,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-07-01 16:24:43.000000,2024-06-29 16:33:06,1874.0,46.0,2188.0,163.0,865.0,83.0,1025.0,6757.0,Python Data. Leaflet.js Maps.,170.0,40,True,2024-06-16 15:21:45,0.17.0,28.0,folium,conda-forge/folium,,,,39572.0,39572.0,https://pypi.org/project/folium,1124334.0,1192063.0,https://anaconda.org/conda-forge/folium,2024-06-17 06:35:28.582,2844634.0,,,,,1.0,,,,,,,,,,,,,
57,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-07-03 15:31:59.000000,2024-07-03 11:33:06,2002.0,90.0,877.0,104.0,1656.0,355.0,1249.0,4340.0,Python tools for geographic data.,227.0,40,True,2024-07-02 12:26:55,1.0.1,39.0,geopandas,conda-forge/geopandas,,,['pandas'],37275.0,37275.0,https://pypi.org/project/geopandas,5847123.0,5923477.0,https://anaconda.org/conda-forge/geopandas,2024-07-02 15:18:57.572,3740047.0,,,,,1.0,2617.0,,,,,,,,,,,,
58,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-07-04 16:38:15.000000,2024-07-04 13:27:43,5812.0,71.0,697.0,54.0,5060.0,1241.0,2345.0,1555.0,A distributed task scheduler for Dask.,326.0,40,True,2024-06-20 19:57:49,2024.6.2,198.0,distributed,conda-forge/distributed,,,,35176.0,35176.0,https://pypi.org/project/distributed,4685499.0,4967721.0,https://anaconda.org/conda-forge/distributed,2024-06-20 22:27:07.593,14111127.0,,,,,2.0,,,,,,,,,,,,,
59,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-06-25 21:01:29.000000,2024-03-21 15:05:22,32610.0,,4437.0,351.0,6361.0,2.0,6642.0,18264.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",596.0,39,True,2024-04-18 15:06:29,3.6.20,100.0,rasa,,,,['tensorflow'],4276.0,4276.0,https://pypi.org/project/rasa,114947.0,114947.0,,,,,,,,2.0,,,,,,,,,,,,,
60,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-07-04 14:11:06.000000,2024-07-04 06:37:50,17934.0,432.0,973.0,118.0,3572.0,83.0,1559.0,10131.0,A hyperparameter optimization framework.,268.0,39,True,2024-04-01 06:02:58,3.6.1,64.0,optuna,conda-forge/optuna,,,,15692.0,15692.0,https://pypi.org/project/optuna,2192032.0,2216179.0,https://anaconda.org/conda-forge/optuna,2024-06-06 13:15:20.626,1183251.0,,,,,1.0,,,,,,,,,,,,,
61,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-07-01 21:24:52.000000,2024-06-24 10:36:11,1781.0,17.0,727.0,120.0,601.0,38.0,909.0,8679.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,91.0,39,True,2024-04-17 21:37:50,0.19.1,87.0,tokenizers,conda-forge/tokenizers,,,,86654.0,86654.0,https://pypi.org/project/tokenizers,23080341.0,23116966.0,https://anaconda.org/conda-forge/tokenizers,2024-04-18 01:39:43.525,1758005.0,,,,,2.0,53.0,,,,,,,,,,,,
62,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2024-07-03 18:21:35.000000,2024-07-03 18:21:33,9840.0,88.0,1292.0,129.0,1218.0,88.0,955.0,8188.0,A PyTorch-based Speech Toolkit.,236.0,39,True,2024-02-26 20:54:49,1.0.0,11.0,speechbrain,,,,['pytorch'],2026.0,2026.0,https://pypi.org/project/speechbrain,2067500.0,2067500.0,,,,,,,,1.0,,,,,,,,,,,,,
63,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-07-04 14:17:45.000000,2024-07-04 14:17:41,48189.0,502.0,1149.0,192.0,393.0,518.0,1765.0,7878.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1250.0,39,True,2024-04-18 20:19:33,1.2.5,86.0,catboost,conda-forge/catboost,,,,14.0,14.0,https://pypi.org/project/catboost,1970788.0,2009667.0,https://anaconda.org/conda-forge/catboost,2024-04-18 20:39:24.300,1567225.0,,,,,2.0,267440.0,,,,,,,,,,,,
64,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-07-04 16:50:03.000000,2024-07-04 12:52:48,4673.0,243.0,1268.0,102.0,3908.0,881.0,1511.0,7573.0,A unified framework for machine learning with time series.,373.0,39,True,2024-07-04 12:35:51,0.30.2,69.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2920.0,2920.0,https://pypi.org/project/sktime,636522.0,663546.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-06-05 08:05:09.568,972854.0,,,,,1.0,92.0,sktime/sktime,,,,,,,,,,,
65,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-07-04 12:20:59.000000,2024-07-04 05:39:27,6342.0,115.0,1477.0,107.0,4329.0,418.0,730.0,4228.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",307.0,39,True,2024-06-05 08:15:47,4.9.6,34.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],18299.0,18299.0,https://pypi.org/project/tensorflow-datasets,2805024.0,2805841.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,31064.0,,,,,1.0,,,,,,,,,,,,,
66,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-07-04 09:43:10.000000,2024-07-02 17:05:44,18018.0,112.0,1252.0,81.0,7892.0,475.0,4303.0,2607.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,374.0,39,True,2024-06-14 22:41:47,1.7.1,61.0,mne,conda-forge/mne,,,,4056.0,4056.0,https://pypi.org/project/mne,119882.0,127528.0,https://anaconda.org/conda-forge/mne,2024-06-15 01:22:46.673,382329.0,,,,,1.0,,,,,,,,,,,,,
67,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-07-04 14:17:26.000000,2024-07-04 04:21:01,3743.0,138.0,1086.0,137.0,3107.0,263.0,1195.0,2066.0,A library for training and deploying machine learning models on Amazon SageMaker.,442.0,39,True,2024-07-04 04:21:03,2.224.4,192.0,sagemaker,conda-forge/sagemaker-python-sdk,,,,4106.0,4106.0,https://pypi.org/project/sagemaker,21759154.0,21778019.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-07-04 08:53:47.568,886689.0,,,,,2.0,,,,,,,,,,,,,
68,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-07-04 17:00:54.000000,2024-07-04 14:27:01,41479.0,1044.0,26755.0,2032.0,47186.0,,,38843.0,Apache Spark Python API.,3084.0,38,True,,,34.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,26443276.0,26509774.0,https://anaconda.org/conda-forge/pyspark,2024-03-03 13:07:40.821,3258407.0,,,,,2.0,,,,,,stable/spark,,,,,,,
69,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-07-04 17:30:15.033697,2024-07-04 17:18:09,20211.0,737.0,2669.0,271.0,21188.0,563.0,10593.0,28172.0,"A cloud-native vector database, storage for next generation AI applications.",280.0,38,True,2024-06-20 09:41:01,2.4.5,80.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,524209.0,1607082.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-07-04 17:30:15.033697,49.0,62565958.0,2.0,236591.0,,,,,,,,,,,,
70,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-06-15 15:50:07.000000,2024-06-13 23:03:36,8545.0,9.0,2191.0,208.0,4179.0,8.0,1930.0,20534.0,Build multimodal AI applications with cloud-native stack.,176.0,38,True,2024-06-13 16:35:55,3.25.2,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1730.0,1730.0,https://pypi.org/project/jina,91503.0,124224.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,67750.0,https://hub.docker.com/r/jinaai/jina,2024-06-13 16:44:47.150221,8.0,1628643.0,2.0,,,,,,,,,,,,,
71,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-07-04 11:47:44.000000,2024-07-04 11:35:46,3884.0,55.0,6740.0,420.0,5307.0,781.0,2400.0,15719.0,"Datasets, Transforms and Models specific to Computer Vision.",600.0,38,True,2024-06-05 19:23:45,0.18.1,42.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,11250417.0,11282698.0,https://anaconda.org/conda-forge/torchvision,2024-06-11 08:20:37.554,1273796.0,,,,,1.0,38025.0,,,,,,,,,,,,
72,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2024-06-25 08:53:09.000000,2024-06-20 12:51:40,1687.0,34.0,2807.0,378.0,467.0,2.0,1880.0,14627.0,Python Echarts Plotting Library.,44.0,38,True,2024-06-20 15:50:49,2.0.6,5.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],4253.0,4253.0,https://pypi.org/project/pyecharts,194408.0,194411.0,,,,,,,,2.0,65.0,,,,,,,,,,,,
73,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2024-07-03 21:07:10.000000,2024-07-03 21:07:05,931.0,97.0,1587.0,128.0,836.0,361.0,592.0,13706.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,144.0,38,True,2024-06-19 22:13:17,1.4.10,28.0,albumentations,conda-forge/albumentations,,,['pytorch'],24898.0,24898.0,https://pypi.org/project/albumentations,2058344.0,2061989.0,https://anaconda.org/conda-forge/albumentations,2024-06-27 12:27:59.026,174973.0,,,,,1.0,,,,,,,,,,,,,
74,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-07-04 16:58:41.000000,2024-07-04 16:03:16,4162.0,127.0,2914.0,170.0,4773.0,400.0,2317.0,13182.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",291.0,38,True,2024-06-28 00:16:49,2.3.0,38.0,dgl,,,,,264.0,264.0,https://pypi.org/project/dgl,138812.0,138812.0,,,,,,,,1.0,,,,,,,,,,,,,
75,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-07-04 16:35:07.000000,2024-06-25 00:38:59,1451.0,56.0,1631.0,153.0,790.0,224.0,563.0,12227.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,127.0,38,True,2024-05-07 19:57:59,4.8.3,61.0,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",3515.0,3515.0,https://pypi.org/project/ydata-profiling,1304477.0,1306111.0,https://anaconda.org/conda-forge/ydata-profiling,2024-05-29 23:46:53.604,27769.0,,,,,2.0,128.0,,,,,,,,,,,,
76,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2024-06-11 13:01:56.000000,2024-05-27 18:04:07,1101.0,6.0,1475.0,253.0,677.0,416.0,1056.0,12087.0,Video editing with Python.,161.0,38,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,41172.0,41172.0,https://pypi.org/project/moviepy,1059938.0,1062924.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,250900.0,,,,,1.0,,,,,,,,,,,,,
77,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2024-07-01 16:00:57.000000,2024-06-24 14:49:04,965.0,22.0,1109.0,122.0,298.0,30.0,703.0,9804.0,Unsupervised text tokenizer for Neural Network-based text generation.,88.0,38,True,2024-02-19 16:08:39,0.2.0,27.0,sentencepiece,conda-forge/sentencepiece,,,,69945.0,69945.0,https://pypi.org/project/sentencepiece,17584524.0,17603017.0,https://anaconda.org/conda-forge/sentencepiece,2024-05-27 12:59:09.752,860905.0,,,,,2.0,39682.0,,,,,,,,,,,,
78,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-07-04 09:34:24.000000,2024-07-02 07:45:04,2760.0,45.0,924.0,130.0,1885.0,260.0,642.0,9599.0,Geometric Computer Vision Library for Spatial AI.,263.0,38,True,2024-06-28 15:15:38,0.7.3,39.0,kornia,conda-forge/kornia,,,['pytorch'],10561.0,10561.0,https://pypi.org/project/kornia,1373781.0,1376898.0,https://anaconda.org/conda-forge/kornia,2024-06-28 20:04:02.857,133342.0,,,,,1.0,1239.0,,,,,,,,,,,,
79,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2024-07-04 10:14:49.000000,2024-07-03 12:26:19,9985.0,166.0,1900.0,224.0,3991.0,219.0,3039.0,8476.0,Bayesian Modeling and Probabilistic Programming in Python.,498.0,38,True,2024-06-26 09:43:43,5.16.1,88.0,pymc,conda-forge/pymc,,,,3593.0,3593.0,https://pypi.org/project/pymc,242727.0,249705.0,https://anaconda.org/conda-forge/pymc,2024-06-26 12:08:37.807,313326.0,,,,,1.0,1941.0,,,,,,,,,,,,
