,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,trending,new_addition
42,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-10-27 05:04:11.728000,2023-10-26 19:38:28,7069.0,116.0,1881.0,415.0,1001.0,747.0,834.0,19536.0,Data Apps & Dashboards for Python. No JavaScript Required.,141.0,40,True,2023-10-26 20:29:58,2.14.1,102.0,dash,conda-forge/dash,,,,53278.0,53278.0,https://pypi.org/project/dash,2219944.0,2248286.0,https://anaconda.org/conda-forge/dash,2023-10-27 05:04:11.728,1133705.0,,,,,2.0,,,,,,,,,,,,,,
43,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-10-27 06:39:16.779051,2023-10-27 06:09:15,8485.0,82.0,2133.0,205.0,4131.0,16.0,1896.0,19282.0,Build multimodal AI applications with cloud-native stack.,177.0,40,True,2023-10-25 12:05:35,3.22.3,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1231.0,1231.0,https://pypi.org/project/jina,90461.0,121341.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,56773.0,https://hub.docker.com/r/jinaai/jina,2023-10-27 06:39:16.779051,8.0,1258864.0,2.0,,,,,,,,,,,,,,
44,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-10-27 10:14:23.000000,2023-09-28 08:36:01,14447.0,2.0,2673.0,466.0,1430.0,252.0,1487.0,12469.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,444.0,40,True,,,17.0,nltk,conda-forge/nltk,,,,227384.0,227384.0,https://pypi.org/project/nltk,12305127.0,12331939.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2305907.0,,,,,1.0,,,,,,,,,,,,,,
45,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-10-26 18:00:12.000000,2023-10-26 17:58:45,9039.0,146.0,1081.0,134.0,5219.0,573.0,3927.0,12139.0,Data Version Control | Git for Data & Models | ML Experiments Management.,289.0,40,True,2023-10-18 19:59:54,3.27.0,275.0,dvc,conda-forge/dvc,,,,10218.0,10218.0,https://pypi.org/project/dvc,752547.0,798752.0,https://anaconda.org/conda-forge/dvc,2023-10-24 02:52:28.256,1715669.0,,,,,2.0,39776.0,,,,,,dvc,dvc,dvc,,,,,
46,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-10-28 22:50:33.000000,2023-10-28 11:21:17,1823.0,44.0,828.0,106.0,1465.0,357.0,1147.0,3900.0,Python tools for geographic data.,211.0,40,True,2023-09-15 08:26:19,0.14.0,32.0,geopandas,conda-forge/geopandas,,,['pandas'],27136.0,27136.0,https://pypi.org/project/geopandas,6214797.0,6296230.0,https://anaconda.org/conda-forge/geopandas,2023-10-11 13:51:09.571,3256341.0,,,,,1.0,2195.0,,,,,,,,,,,,,
47,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-10-26 08:28:38.000000,2023-10-19 02:45:10,6110.0,60.0,6620.0,419.0,2760.0,903.0,7229.0,33968.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",150.0,39,True,2023-10-18 12:32:48,2.7.1,8.0,paddleocr,,,,['paddle'],1909.0,1909.0,https://pypi.org/project/paddleocr,82730.0,82730.0,,,,,,,,1.0,,,,,,,,,,,,,,
48,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-10-27 08:42:35.000000,2023-10-12 07:43:04,2677.0,58.0,8051.0,377.0,3057.0,1017.0,6564.0,25898.0,OpenMMLab Detection Toolbox and Benchmark.,440.0,39,True,2023-10-12 07:45:00,3.2.0,52.0,mmdet,,,,['pytorch'],1837.0,1837.0,https://pypi.org/project/mmdet,147454.0,147454.0,,,,,,,,1.0,,,,,,,,,,,,,,
49,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-10-28 18:33:35.000000,2023-10-04 21:03:24,1076.0,52.0,1959.0,230.0,473.0,152.0,1013.0,10473.0,Download market data from Yahoo! Finances API.,93.0,39,True,2023-10-04 21:05:40,0.2.31,68.0,yfinance,ranaroussi/yfinance,,,,28725.0,28725.0,https://pypi.org/project/yfinance,1052475.0,1055491.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,81433.0,,,,,1.0,,,,,,,,,,,,,,
50,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-10-27 17:33:34.000000,2023-10-27 08:20:24,16686.0,354.0,888.0,124.0,3312.0,90.0,1437.0,8829.0,A hyperparameter optimization framework.,252.0,39,True,2023-10-17 07:04:18,3.4.0,61.0,optuna,conda-forge/optuna,,,,10300.0,10300.0,https://pypi.org/project/optuna,1974970.0,1988811.0,https://anaconda.org/conda-forge/optuna,2023-10-20 10:10:01.680,553642.0,,,,,1.0,,,,,,,,,,,,,,
51,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-10-28 21:42:25.000000,2023-10-28 21:34:49,46769.0,531.0,1104.0,198.0,369.0,512.0,1626.0,7425.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1180.0,39,True,2023-09-19 20:01:10,1.2.2,84.0,catboost,conda-forge/catboost,,,,11.0,11.0,https://pypi.org/project/catboost,2043182.0,2086075.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1410989.0,,,,,2.0,188357.0,,,,,,,,,,,,,
52,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-10-28 17:30:50.000000,2023-10-28 17:30:49,4020.0,272.0,1140.0,104.0,3140.0,705.0,1295.0,6983.0,A unified framework for machine learning with time series.,303.0,39,True,2023-10-13 20:23:42,0.24.0,54.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1787.0,1787.0,https://pypi.org/project/sktime,803030.0,836871.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-10-19 09:53:56.410,913706.0,,,,,1.0,84.0,,,,sktime/sktime,,,,,,,,,
53,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-10-28 14:06:00.000000,2023-10-27 01:51:29,17678.0,192.0,1191.0,85.0,7529.0,419.0,4173.0,2373.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,355.0,39,True,2023-09-06 17:49:45,1.5.1,57.0,mne,conda-forge/mne,,,,3106.0,3106.0,https://pypi.org/project/mne,113297.0,121455.0,https://anaconda.org/conda-forge/mne,2023-09-06 18:39:29.631,334513.0,,,,,1.0,,,,,,,,,,,,,,
54,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-10-29 03:53:05.000000,2023-10-29 01:18:09,38596.0,1063.0,26229.0,2036.0,43543.0,,,37072.0,Apache Spark Python API.,2966.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,25911791.0,25984460.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2906771.0,,,,,2.0,,,,,,stable/spark,,,,,,,,
55,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-10-28 08:52:26.000000,2023-10-28 03:12:11,18285.0,676.0,2332.0,347.0,17311.0,429.0,8730.0,23729.0,"A cloud-native vector database, storage for next generation AI applications.",257.0,38,True,2023-10-26 11:02:57,2.3.2,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,461666.0,606602.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-10-28 04:01:24.281986,37.0,6878846.0,1.0,50073.0,,,,,,,,,,,,,
56,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6534.0,1077.0,11124.0,1804.0,7763.0,20617.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,38,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6812.0,6812.0,https://pypi.org/project/mxnet,335504.0,335948.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10337.0,,,,,2.0,26468.0,,,,apache/mxnet,,,,,,,,,
57,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-10-28 16:27:03.000000,2023-10-27 17:05:16,3722.0,154.0,6612.0,399.0,5055.0,740.0,2263.0,14713.0,"Datasets, Transforms and Models specific to Computer Vision.",557.0,38,True,2023-10-04 17:32:50,0.16.0,35.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,9200307.0,9229858.0,https://anaconda.org/conda-forge/torchvision,2023-10-02 13:13:36.301,903304.0,,,,,1.0,32291.0,,,,,,,,,,,,,
58,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2023-10-28 12:24:37.000000,2023-10-28 12:20:20,5753.0,197.0,1705.0,206.0,1156.0,50.0,2158.0,13181.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,250.0,38,True,2023-10-28 12:19:55,0.13.0,24.0,flair,conda-forge/python-flair,,,['pytorch'],2801.0,2801.0,https://pypi.org/project/flair,92754.0,93303.0,https://anaconda.org/conda-forge/python-flair,2023-07-23 11:04:16.024,21412.0,,,,,1.0,,,,,,,,,,,,,,
59,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-10-28 06:35:13.000000,2023-10-28 06:35:13,3534.0,302.0,2821.0,173.0,4083.0,316.0,2096.0,12356.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",278.0,38,True,2023-08-15 07:31:40,1.1.2,33.0,dgl,,,,,156.0,156.0,https://pypi.org/project/dgl,65335.0,65335.0,,,,,,,,1.0,,,,,,,,,,,,,,
60,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-10-28 22:55:13.000000,2023-10-28 12:48:08,2587.0,83.0,874.0,125.0,1679.0,227.0,596.0,8752.0,Computer Vision and Robotics Library for AI.,239.0,38,True,2023-08-02 09:57:58,0.7.0,36.0,kornia,conda-forge/kornia,,,['pytorch'],6783.0,6783.0,https://pypi.org/project/kornia,2047234.0,2050348.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,105418.0,,,,,1.0,849.0,,,,,,,,,,,,,
61,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-10-29 01:13:52.000000,2023-10-25 06:14:32,1739.0,56.0,630.0,119.0,533.0,260.0,579.0,7730.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,80.0,38,True,2023-10-06 11:10:29,0.14.1,80.0,tokenizers,conda-forge/tokenizers,,,,46341.0,46341.0,https://pypi.org/project/tokenizers,14613927.0,14648280.0,https://anaconda.org/conda-forge/tokenizers,2023-10-16 16:09:23.075,1339793.0,,,,,1.0,33.0,,,,,,,,,,,,,
62,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2023-10-27 17:17:42.000000,2023-10-27 16:22:07,9582.0,471.0,1134.0,123.0,1012.0,92.0,859.0,6743.0,A PyTorch-based Speech Toolkit.,223.0,38,True,2023-07-22 18:07:47,0.5.15,9.0,speechbrain,,,,['pytorch'],1050.0,1050.0,https://pypi.org/project/speechbrain,209973.0,209973.0,,,,,,,,1.0,,,,,,,,,,,,,,
63,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-10-26 15:48:05.000000,2023-10-26 15:43:18,1748.0,26.0,2158.0,170.0,780.0,62.0,973.0,6445.0,Python Data. Leaflet.js Maps.,155.0,38,True,2022-12-12 20:36:08,0.14.0,24.0,folium,conda-forge/folium,,,,30084.0,30084.0,https://pypi.org/project/folium,689440.0,715993.0,https://anaconda.org/conda-forge/folium,2023-06-16 13:15:52.865,2416403.0,,,,,1.0,,,,,,,,,,,,,,
64,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-10-28 08:42:50.000000,2023-10-27 12:46:13,1129.0,119.0,624.0,92.0,1056.0,97.0,937.0,5931.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",188.0,38,True,2023-10-24 17:37:09,0.24.0,35.0,accelerate,conda-forge/accelerate,,,['pytorch'],16678.0,16678.0,https://pypi.org/project/accelerate,6796498.0,6799817.0,https://anaconda.org/conda-forge/accelerate,2023-09-15 15:58:36.098,79658.0,,,,,1.0,,,,,,,,,,,,,,
65,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2023-10-28 16:45:00.000000,2023-10-28 16:44:53,3915.0,197.0,524.0,81.0,2024.0,90.0,656.0,4829.0,Flax is a neural network library for JAX that is designed for flexibility.,206.0,38,True,2023-10-28 02:07:21,0.7.5,36.0,flax,conda-forge/flax,,,['jax'],4741.0,4741.0,https://pypi.org/project/flax,2201492.0,2202653.0,https://anaconda.org/conda-forge/flax,2023-06-16 19:25:28.189,35978.0,,,,,2.0,50.0,,,,,,,,,,,,,
66,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-10-26 17:31:04.000000,2023-10-25 12:36:55,6043.0,79.0,1413.0,112.0,4009.0,393.0,695.0,4033.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",296.0,38,True,2023-09-08 09:07:53,4.9.3,31.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],14811.0,14811.0,https://pypi.org/project/tensorflow-datasets,1981452.0,1982291.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,24350.0,,,,,1.0,,,,,,,,,,,,,,
67,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-10-27 11:24:13.000000,2023-10-27 11:24:13,2225.0,22.0,530.0,90.0,761.0,211.0,890.0,3468.0,Manipulation and analysis of geometric objects.,149.0,38,True,2023-10-12 20:37:13,2.0.2,27.0,shapely,conda-forge/shapely,,,,54629.0,54629.0,https://pypi.org/project/shapely,15855351.0,16080746.0,https://anaconda.org/conda-forge/shapely,2023-10-13 10:53:16.010,8560838.0,,,,,1.0,2661.0,,,,,,,,,,,,,
68,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-10-27 03:30:45.749000,2023-10-27 01:25:59,3347.0,159.0,1010.0,135.0,2707.0,431.0,905.0,1946.0,A library for training and deploying machine learning models on Amazon SageMaker.,405.0,38,True,2023-10-27 01:26:02,2.196.0,159.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3154.0,3154.0,https://pypi.org/project/sagemaker,31195474.0,31213610.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-10-27 03:30:45.749,689203.0,,,,,2.0,,,,,,,,,,,,,,
69,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-10-29 00:13:25.000000,2023-10-27 22:12:53,5571.0,160.0,681.0,57.0,4784.0,1165.0,2264.0,1495.0,A distributed task scheduler for Dask.,317.0,38,True,,,180.0,distributed,conda-forge/distributed,,,,31020.0,31020.0,https://pypi.org/project/distributed,4387355.0,4690767.0,https://anaconda.org/conda-forge/distributed,2023-10-27 23:18:41.788,12439925.0,,,,,2.0,,,,,,,,,,,,,,
70,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-10-23 02:15:47.000000,2023-10-23 02:15:45,1509.0,14.0,266.0,32.0,471.0,89.0,481.0,1328.0,Python library for reading and writing image data.,108.0,38,True,2023-10-23 02:15:58,2.31.6,61.0,imageio,conda-forge/imageio,,,,104970.0,104970.0,https://pypi.org/project/imageio,17340987.0,17490191.0,https://anaconda.org/conda-forge/imageio,2023-10-09 12:27:51.214,5818432.0,,,,,1.0,874.0,,,,,,,,,,,,,
71,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-10-26 22:55:55.000000,2023-10-20 14:53:56,900.0,47.0,3078.0,468.0,811.0,364.0,1845.0,25070.0,A library for efficient similarity search and clustering of dense vectors.,140.0,37,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,3216.0,3216.0,https://pypi.org/project/pymilvus,461666.0,485105.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,961030.0,,,,,2.0,,,,,,,,,,,,,,
72,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2023-10-28 21:12:26.000000,2023-10-28 18:33:22,2726.0,310.0,1414.0,116.0,2883.0,459.0,2188.0,11323.0,"LLM orchestration framework to build customizable, production-ready LLM applications. Connect components (models,..",209.0,37,True,2023-10-06 08:02:46,1.21.2,66.0,haystack,,,,,988.0,988.0,https://pypi.org/project/haystack,2226.0,2226.0,,,,,,,,1.0,23.0,,,,,,,,,,,,,
73,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-10-28 21:48:28.000000,2023-10-24 11:13:05,1353.0,41.0,1532.0,150.0,728.0,185.0,546.0,11301.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,115.0,37,True,2023-10-24 11:33:51,4.6.1,52.0,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",1634.0,1634.0,https://pypi.org/project/ydata-profiling,884704.0,886263.0,https://anaconda.org/conda-forge/ydata-profiling,2023-10-24 17:06:03.188,12476.0,,,,,2.0,,,,,,,,,,,,,,
74,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-10-07 03:22:11.000000,2023-07-11 16:23:35,1095.0,,1381.0,250.0,650.0,356.0,1018.0,11027.0,Video editing with Python.,160.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,30039.0,30039.0,https://pypi.org/project/moviepy,676249.0,679098.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,213682.0,,,,,2.0,,,,,,,,,,,,,,
75,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-10-28 18:59:20.000000,2023-10-28 18:59:04,4975.0,62.0,1626.0,127.0,953.0,308.0,1878.0,7854.0,"An open-source, low-code machine learning library in Python.",126.0,37,True,2023-09-11 02:32:00,3.1.0,25.0,pycaret,conda-forge/pycaret,,,,4569.0,4569.0,https://pypi.org/project/pycaret,275426.0,276489.0,https://anaconda.org/conda-forge/pycaret,2023-10-16 20:18:24.255,39748.0,,,,,2.0,668.0,,,,,,,,,,,,,
76,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2023-10-27 18:15:27.000000,2023-10-26 05:24:39,9672.0,82.0,1748.0,228.0,3737.0,178.0,2929.0,7843.0,Bayesian Modeling in Python.,469.0,37,True,2023-10-26 09:24:12,5.9.1,72.0,pymc,conda-forge/pymc,,,,2184.0,2184.0,https://pypi.org/project/pymc,223956.0,230851.0,https://anaconda.org/conda-forge/pymc,2023-10-26 11:16:27.683,247634.0,,,,,1.0,1923.0,,,,,,,,,,,,,
77,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2023-10-28 21:13:59.000000,2023-10-27 14:15:31,19765.0,470.0,1897.0,179.0,3128.0,178.0,2029.0,7258.0,End-to-End Speech Processing Toolkit.,392.0,37,True,2023-10-25 11:52:03,.202310,51.0,espnet,,,,,254.0,254.0,https://pypi.org/project/espnet,23210.0,23211.0,,,,,,,,1.0,79.0,,,,,,,,,,,,,
78,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-10-28 13:43:48.000000,2023-10-28 07:55:21,2620.0,293.0,248.0,24.0,2386.0,230.0,1332.0,2588.0,Argilla: the open-source feedback platform for LLMs.,70.0,37,True,2023-10-25 16:03:57,1.18.0,99.0,argilla,,,,,1992.0,1992.0,https://pypi.org/project/argilla,477115.0,477115.0,,,,,,,,1.0,,,,,,,,,,,,,,
79,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-10-25 16:06:34.000000,2023-10-10 17:36:53,2318.0,6.0,5876.0,416.0,1313.0,1013.0,3024.0,27823.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,420.0,36,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],2217.0,2217.0,https://pypi.org/project/fairseq,424899.0,426265.0,https://anaconda.org/conda-forge/fairseq,2023-06-16 19:21:01.221,53102.0,,,,,2.0,320.0,,,,,,,,,,,,,
80,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2023-10-09 22:45:14.000000,2023-09-04 11:42:16,615.0,10.0,2690.0,300.0,235.0,295.0,581.0,19895.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",128.0,36,True,2023-09-04 11:53:04,1.7.1,22.0,easyocr,,,,,4087.0,4087.0,https://pypi.org/project/easyocr,196037.0,370134.0,,,,,,,,2.0,6963906.0,,,,,,,,,,,,,
