,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,new_addition,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,trending,maven_id,maven_url,snap_id
42,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-01-09 08:22:28.000000,2023-11-29 14:40:08,32592.0,19.0,4332.0,350.0,6313.0,2.0,6641.0,17439.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",592.0,40,True,2023-12-05 16:10:28,3.5.17,100.0,rasa,,,,['tensorflow'],3866.0,3866.0,https://pypi.org/project/rasa,152587.0,152587.0,,,,,,,,1.0,,,,,,,,,,,,,,
43,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-01-01 12:37:49.000000,2023-10-01 14:51:00,4509.0,,4152.0,433.0,1685.0,376.0,1444.0,14910.0,Topic Modelling for Humans.,449.0,40,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,54472.0,54472.0,https://pypi.org/project/gensim,3587708.0,3622760.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1190210.0,,,,,1.0,4553.0,,piskvorky/gensim,,,,,,,,,,,
44,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-01-09 20:13:41.000000,2024-01-07 00:35:06,1142.0,64.0,2032.0,236.0,516.0,156.0,1048.0,11015.0,Download market data from Yahoo! Finances API.,101.0,40,True,2024-01-07 00:35:55,0.2.35,72.0,yfinance,ranaroussi/yfinance,,,,31692.0,31692.0,https://pypi.org/project/yfinance,1137511.0,1140318.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,84224.0,,,,,1.0,,,,,,,,,,,2.0,,,
45,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-01-09 21:26:37.000000,2024-01-08 20:44:40,6044.0,169.0,569.0,55.0,3892.0,812.0,2104.0,7691.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,170.0,40,True,2023-12-05 18:58:08,0.16.1,100.0,wandb,conda-forge/wandb,,,,36158.0,36158.0,https://pypi.org/project/wandb,10638499.0,10648976.0,https://anaconda.org/conda-forge/wandb,2023-12-05 22:51:30.208,440041.0,,,,,2.0,,,wandb/wandb,,,,,,,,,,,
46,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-01-09 12:24:39.000000,2024-01-07 13:27:25,1863.0,49.0,841.0,106.0,1509.0,358.0,1175.0,4004.0,Python tools for geographic data.,216.0,40,True,2024-01-04 21:40:30,0.14.2,34.0,geopandas,conda-forge/geopandas,,,['pandas'],30028.0,30028.0,https://pypi.org/project/geopandas,5357872.0,5435843.0,https://anaconda.org/conda-forge/geopandas,2024-01-05 07:21:01.270,3351664.0,,,,,1.0,2412.0,,,,,,,,,,,,,
47,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-01-08 12:20:57.000000,2024-01-05 06:10:48,2701.0,27.0,8160.0,377.0,3097.0,1179.0,6600.0,26694.0,OpenMMLab Detection Toolbox and Benchmark.,453.0,39,True,2024-01-05 06:24:15,3.3.0,53.0,mmdet,,,,['pytorch'],2055.0,2055.0,https://pypi.org/project/mmdet,136570.0,136570.0,,,,,,,,1.0,,,,,,,,,,,,,,
48,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-01-07 05:14:04.000000,2024-01-07 05:14:04,2733.0,28.0,7280.0,619.0,2215.0,183.0,1583.0,25072.0,The fastai deep learning library.,246.0,39,True,2023-10-15 04:03:45,2.7.13,50.0,fastai,,,,['pytorch'],15866.0,15866.0,https://pypi.org/project/fastai,335504.0,335504.0,,,,,,,,2.0,,,,,,,,,,,,,,
49,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-01-09 17:54:13.000000,2024-01-09 17:54:08,7097.0,39.0,1908.0,414.0,1007.0,767.0,851.0,19903.0,Data Apps & Dashboards for Python. No JavaScript Required.,143.0,39,True,2023-11-28 00:56:54,2.14.2,103.0,dash,conda-forge/dash,,,,56714.0,56714.0,https://pypi.org/project/dash,1983208.0,2010491.0,https://anaconda.org/conda-forge/dash,2023-11-28 06:37:33.255,1173204.0,,,,,2.0,49.0,,,,,,,,,,,,,
50,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-01-09 08:19:40.000000,2024-01-09 08:19:40,16859.0,221.0,905.0,121.0,3357.0,76.0,1479.0,9111.0,A hyperparameter optimization framework.,253.0,39,True,2023-12-11 05:04:29,3.5.0,62.0,optuna,conda-forge/optuna,,,,11685.0,11685.0,https://pypi.org/project/optuna,1863870.0,1877830.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,600322.0,,,,,1.0,,,,,,,,,,,,,,
51,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-01-09 13:34:02.000000,2024-01-09 13:33:58,47167.0,485.0,1118.0,198.0,376.0,521.0,1658.0,7533.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1193.0,39,True,2023-09-19 20:01:10,1.2.2,84.0,catboost,conda-forge/catboost,,,,12.0,12.0,https://pypi.org/project/catboost,1528700.0,1569166.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1433594.0,,,,,2.0,208253.0,,,,,,,,,,,,,
52,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-01-09 18:09:56.000000,2024-01-02 16:42:29,1775.0,31.0,2168.0,167.0,799.0,67.0,987.0,6534.0,Python Data. Leaflet.js Maps.,159.0,39,True,2023-12-04 11:11:32,0.15.1,26.0,folium,conda-forge/folium,,,,32770.0,32770.0,https://pypi.org/project/folium,692745.0,762399.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2507562.0,,,,,1.0,,,,,,,,,,,,,,
53,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-01-09 20:32:55.000000,2024-01-09 19:11:51,1229.0,121.0,682.0,94.0,1157.0,93.0,1065.0,6313.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",207.0,39,True,2023-12-01 15:24:43,0.25.0,37.0,accelerate,conda-forge/accelerate,,,['pytorch'],22722.0,22722.0,https://pypi.org/project/accelerate,6359174.0,6362695.0,https://anaconda.org/conda-forge/accelerate,2023-12-01 17:19:39.752,95080.0,,,,,1.0,,,,,,,,,,,,,,
54,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-01-09 21:06:49.000000,2024-01-09 17:53:32,3458.0,155.0,1024.0,132.0,2792.0,236.0,1142.0,1995.0,A library for training and deploying machine learning models on Amazon SageMaker.,417.0,39,True,2024-01-09 17:53:35,2.203.1,161.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3445.0,3445.0,https://pypi.org/project/sagemaker,47605037.0,47622163.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-11-27 10:45:24.319,702181.0,,,,,2.0,,,,,,,,,,,,,,
55,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-01-09 20:54:12.000000,2024-01-09 16:58:54,39464.0,1050.0,26400.0,2034.0,44613.0,,,37548.0,Apache Spark Python API.,2994.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,27303267.0,27372201.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2964183.0,,,,,2.0,,,,,,,,,,stable/spark,,,,
56,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-01-08 10:06:57.000000,2024-01-02 02:55:36,6124.0,15.0,6846.0,414.0,2810.0,1102.0,7296.0,35702.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",152.0,38,True,2023-10-18 12:32:48,2.7.1,8.0,paddleocr,,,,['paddle'],2130.0,2130.0,https://pypi.org/project/paddleocr,109882.0,109882.0,,,,,,,,1.0,,,,,,,,,,,,,,
57,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-01-09 20:00:14.000000,2024-01-09 14:02:49,18813.0,663.0,2418.0,339.0,18419.0,446.0,9290.0,25004.0,"A cloud-native vector database, storage for next generation AI applications.",261.0,38,True,2024-01-02 09:56:50,2.3.4,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,358494.0,559460.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-01-09 15:32:14.221948,38.0,10210439.0,1.0,64579.0,,,,,,,,,,,,,
58,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-01-09 16:04:47.000000,2024-01-09 00:07:23,3769.0,56.0,6655.0,398.0,5127.0,753.0,2300.0,14999.0,"Datasets, Transforms and Models specific to Computer Vision.",566.0,38,True,2023-12-15 02:04:19,0.16.2,37.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,9645329.0,9673864.0,https://anaconda.org/conda-forge/torchvision,2023-12-13 18:56:48.112,955229.0,,,,,1.0,35765.0,,,,,,,,,,,,,
59,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-01-09 12:20:35.000000,2024-01-09 12:20:35,1295.0,80.0,2156.0,130.0,300.0,986.0,832.0,12811.0,Multilingual Sentence & Image Embeddings with BERT.,131.0,38,True,2022-06-26 19:52:06,2.2.2,32.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],21954.0,21954.0,https://pypi.org/project/sentence-transformers,2772629.0,2777446.0,https://anaconda.org/conda-forge/sentence-transformers,2023-06-16 19:21:44.846,192698.0,,,,,1.0,,,,,,,,,,,,,,
60,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-01-09 19:09:17.000000,2024-01-09 09:14:48,3837.0,356.0,2831.0,169.0,4401.0,346.0,2166.0,12623.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",283.0,38,True,2023-12-11 09:43:07,1.1.3,34.0,dgl,,,,,175.0,175.0,https://pypi.org/project/dgl,63105.0,63105.0,,,,,,,,1.0,,,,,,,,,,,,,,
61,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-01-08 19:40:07.000000,2024-01-03 11:56:14,2624.0,48.0,891.0,126.0,1721.0,243.0,602.0,8994.0,Geometric Computer Vision Library for SpatialAI.,245.0,38,True,2023-12-27 10:47:21,0.7.1,37.0,kornia,conda-forge/kornia,,,['pytorch'],7900.0,7900.0,https://pypi.org/project/kornia,1924955.0,1927971.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,111109.0,,,,,1.0,891.0,,,,,,,,,,,,,
62,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-01-09 21:18:34.000000,2024-01-09 15:25:45,4153.0,182.0,1161.0,102.0,3279.0,740.0,1327.0,7142.0,A unified framework for machine learning with time series.,315.0,38,True,2023-12-26 18:13:16,0.25.0,57.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2057.0,2057.0,https://pypi.org/project/sktime,638091.0,668958.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-12-27 11:05:10.395,925994.0,,,,,1.0,84.0,,sktime/sktime,,,,,,,,-1.0,,,
63,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-01-09 21:09:04.000000,2024-01-09 21:02:59,4100.0,231.0,551.0,82.0,2134.0,102.0,674.0,5089.0,Flax is a neural network library for JAX that is designed for flexibility.,214.0,38,True,2023-10-28 02:07:21,0.7.5,36.0,flax,conda-forge/flax,,,['jax'],5630.0,5630.0,https://pypi.org/project/flax,2888810.0,2889948.0,https://anaconda.org/conda-forge/flax,2023-11-09 02:38:30.298,38685.0,,,,,2.0,50.0,,,,,,,,,,,,,
64,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-01-09 21:02:16.000000,2024-01-09 13:00:34,6140.0,107.0,1439.0,109.0,4107.0,393.0,704.0,4087.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",302.0,38,True,2023-12-18 13:28:11,4.9.4,32.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],15855.0,15855.0,https://pypi.org/project/tensorflow-datasets,2095758.0,2096565.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,25824.0,,,,,1.0,,,,,,,,,,,,,,
65,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-01-09 07:17:47.000000,2024-01-04 10:02:48,2233.0,15.0,540.0,88.0,778.0,227.0,896.0,3547.0,Manipulation and analysis of geometric objects.,151.0,38,True,2023-10-12 20:37:13,2.0.2,27.0,shapely,conda-forge/shapely,,,,59576.0,59576.0,https://pypi.org/project/shapely,14400331.0,14614667.0,https://anaconda.org/conda-forge/shapely,2023-11-23 18:52:59.047,8783472.0,,,,,2.0,2854.0,,,,,,,,,,,,,
66,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-01-09 20:10:28.000000,2024-01-08 20:55:56,17797.0,135.0,1198.0,84.0,7661.0,437.0,4215.0,2436.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,360.0,38,True,2023-11-20 20:23:33,1.6.0,58.0,mne,conda-forge/mne,,,,3367.0,3367.0,https://pypi.org/project/mne,79532.0,87343.0,https://anaconda.org/conda-forge/mne,2023-11-20 22:22:01.653,343706.0,,,,,1.0,,,,,,,,,,,,,,
67,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-01-09 20:10:29.000000,2024-01-08 10:15:20,5647.0,108.0,682.0,56.0,4871.0,1182.0,2294.0,1512.0,A distributed task scheduler for Dask.,320.0,38,True,,,183.0,distributed,conda-forge/distributed,,,,32211.0,32211.0,https://pypi.org/project/distributed,3162620.0,3454408.0,https://anaconda.org/conda-forge/distributed,2023-12-15 21:59:40.423,12838679.0,,,,,2.0,,,,,,,,,,,,,,
68,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-12-14 16:43:19.109000,2023-12-11 02:26:35,1519.0,12.0,270.0,32.0,475.0,88.0,489.0,1361.0,Python library for reading and writing image data.,109.0,38,True,2023-12-11 02:26:46,2.33.1,64.0,imageio,conda-forge/imageio,,,,112561.0,112561.0,https://pypi.org/project/imageio,18324450.0,18466810.0,https://anaconda.org/conda-forge/imageio,2023-12-14 16:43:19.109,5978503.0,,,,,1.0,944.0,,,,,,,,,,,,,
69,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-01-09 16:44:04.000000,2024-01-09 16:30:59,947.0,50.0,3165.0,470.0,843.0,385.0,1868.0,26175.0,A library for efficient similarity search and clustering of dense vectors.,150.0,37,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,3355.0,3355.0,https://pypi.org/project/pymilvus,358494.0,381247.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1001137.0,,,,,2.0,,,,,,,,,,,,,,
70,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6534.0,1074.0,11124.0,1805.0,7763.0,20659.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,37,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6970.0,6970.0,https://pypi.org/project/mxnet,387928.0,388360.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10557.0,,,,,2.0,26525.0,,apache/mxnet,,,,,,,,,,,
71,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2024-01-09 17:12:37.000000,2023-12-18 06:57:31,5779.0,76.0,1708.0,204.0,1168.0,49.0,2172.0,13338.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,251.0,37,True,2023-12-18 09:29:22,0.13.1,25.0,flair,conda-forge/python-flair,,,['pytorch'],2972.0,2972.0,https://pypi.org/project/flair,111520.0,112049.0,https://anaconda.org/conda-forge/python-flair,2024-01-05 20:59:40.138,22250.0,,,,,2.0,,,,,,,,,,,,,,
72,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-01-09 12:11:44.611000,2024-01-08 12:18:12,1370.0,19.0,1569.0,150.0,742.0,199.0,552.0,11654.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,117.0,37,True,2024-01-08 15:03:46,4.6.4,55.0,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",2193.0,2193.0,https://pypi.org/project/ydata-profiling,788955.0,790372.0,https://anaconda.org/conda-forge/ydata-profiling,2024-01-09 12:11:44.611,15590.0,,,,,2.0,32.0,,,,,,,,,,,,,
73,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-12-16 19:38:47.000000,2023-07-11 16:23:35,1095.0,,1403.0,256.0,654.0,372.0,1023.0,11281.0,Video editing with Python.,160.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,32828.0,32828.0,https://pypi.org/project/moviepy,640530.0,643353.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,220215.0,,,,,2.0,,,,,,,,,,,,,,
74,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-01-04 16:29:21.000000,2023-12-14 21:02:15,5074.0,89.0,1652.0,132.0,971.0,318.0,1906.0,8071.0,"An open-source, low-code machine learning library in Python.",131.0,37,True,2023-11-12 21:46:01,3.2.0,26.0,pycaret,conda-forge/pycaret,,,,4966.0,4966.0,https://pypi.org/project/pycaret,258187.0,259219.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,41677.0,,,,,1.0,679.0,,,,,,,,,,,,,
75,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-01-08 08:53:52.000000,2024-01-08 08:53:51,1749.0,12.0,650.0,118.0,549.0,241.0,629.0,8003.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,83.0,37,True,2023-11-14 19:06:30,0.15.0,81.0,tokenizers,conda-forge/tokenizers,,,,55764.0,55764.0,https://pypi.org/project/tokenizers,14413496.0,14447043.0,https://anaconda.org/conda-forge/tokenizers,2023-12-12 19:20:02.639,1408990.0,,,,,2.0,33.0,,,,,,,,,,,,,
76,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2024-01-09 19:24:10.000000,2024-01-08 14:34:50,9717.0,59.0,1797.0,227.0,3795.0,206.0,2955.0,7967.0,Bayesian Modeling and Probabilistic Programming in Python.,474.0,37,True,2023-12-21 11:15:57,5.10.3,77.0,pymc,conda-forge/pymc,,,,2579.0,2579.0,https://pypi.org/project/pymc,149168.0,155813.0,https://anaconda.org/conda-forge/pymc,2023-12-22 01:36:19.712,258517.0,,,,,1.0,1935.0,,,,,,,,,,,,,
77,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2024-01-09 10:19:31.000000,2024-01-08 21:12:43,20305.0,491.0,1929.0,179.0,3188.0,208.0,2046.0,7507.0,End-to-End Speech Processing Toolkit.,398.0,37,True,2023-10-25 11:52:03,.202310,51.0,espnet,,,,,279.0,279.0,https://pypi.org/project/espnet,16658.0,16659.0,,,,,,,,1.0,79.0,,,,,,,,,,,,,
78,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2024-01-08 17:29:18.000000,2024-01-07 20:42:33,9605.0,45.0,1171.0,123.0,1072.0,104.0,878.0,7076.0,A PyTorch-based Speech Toolkit.,225.0,37,True,2023-11-22 02:28:28,0.5.16,10.0,speechbrain,,,,['pytorch'],1392.0,1392.0,https://pypi.org/project/speechbrain,159457.0,159457.0,,,,,,,,1.0,,,,,,,,,,,,,,
79,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-01-09 16:25:09.000000,2024-01-09 13:11:51,2784.0,230.0,277.0,24.0,2573.0,185.0,1572.0,2802.0,Argilla: the open-source feedback platform for LLMs.,75.0,37,True,2023-12-21 14:45:33,1.21.0,100.0,argilla,,,,,2173.0,2173.0,https://pypi.org/project/argilla,512767.0,512767.0,,,,,,,,2.0,,,,,,,,,,,,,,
80,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2024-01-08 11:45:47.000000,2023-12-22 17:39:00,10683.0,62.0,377.0,58.0,2898.0,1021.0,2112.0,2546.0,"With Holoviews, your data visualizes itself.",140.0,37,True,2023-11-09 09:16:35,1.18.1,77.0,holoviews,conda-forge/holoviews,,,['jupyter'],9025.0,9025.0,https://pypi.org/project/holoviews,274004.0,308611.0,https://anaconda.org/conda-forge/holoviews,2023-11-08 21:19:49.170,1470930.0,,,,,2.0,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,400.0,,,,,,,,
