,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url
42,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-01-23 19:47:16.000000,2024-01-21 18:10:41,1172.0,89.0,2048.0,233.0,527.0,160.0,1051.0,11109.0,Download market data from Yahoo! Finances API.,106.0,40,True,2024-01-21 18:12:24,0.2.36,73.0,yfinance,ranaroussi/yfinance,,,,32383.0,32383.0,https://pypi.org/project/yfinance,1327570.0,1330413.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,85294.0,,,,,1.0,,,,,,,,,,,,
43,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-01-25 04:33:04.000000,2024-01-24 23:56:35,6073.0,175.0,570.0,56.0,3954.0,830.0,2116.0,7760.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,172.0,40,True,2024-01-09 21:46:16,0.16.2,100.0,wandb,conda-forge/wandb,,,,37126.0,37126.0,https://pypi.org/project/wandb,10899690.0,10910314.0,https://anaconda.org/conda-forge/wandb,2024-01-10 00:10:20.527,446237.0,,,,,2.0,,,wandb/wandb,,,,,,,,,
44,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-01-25 13:02:51.000000,2024-01-25 13:02:51,1873.0,52.0,843.0,106.0,1521.0,356.0,1185.0,4032.0,Python tools for geographic data.,218.0,40,True,2024-01-04 21:40:30,0.14.2,34.0,geopandas,conda-forge/geopandas,,,['pandas'],30553.0,30553.0,https://pypi.org/project/geopandas,5540628.0,5619034.0,https://anaconda.org/conda-forge/geopandas,2024-01-05 07:21:01.270,3370343.0,,,,,1.0,,2423.0,,,,,,,,,,
45,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-01-25 15:21:31.000000,2024-01-05 06:10:48,2701.0,19.0,8188.0,374.0,3106.0,1233.0,6616.0,26885.0,OpenMMLab Detection Toolbox and Benchmark.,453.0,39,True,2024-01-05 06:24:15,3.3.0,53.0,mmdet,,,,['pytorch'],2126.0,2126.0,https://pypi.org/project/mmdet,145245.0,145245.0,,,,,,,,1.0,,,,,,,,,,,,
46,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-01-25 15:51:31.000000,2024-01-09 17:54:08,7097.0,28.0,1912.0,416.0,1011.0,770.0,853.0,19976.0,Data Apps & Dashboards for Python. No JavaScript Required.,143.0,39,True,2023-11-28 00:56:54,2.14.2,103.0,dash,conda-forge/dash,,,,57426.0,57426.0,https://pypi.org/project/dash,2189156.0,2216691.0,https://anaconda.org/conda-forge/dash,2023-11-28 06:37:33.255,1184000.0,,,,,2.0,,64.0,,,,,,,,,,
47,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-01-17 05:57:59.000000,2024-01-10 17:54:15,8511.0,26.0,2147.0,207.0,4156.0,12.0,1911.0,19616.0,Build multimodal AI applications with cloud-native stack.,176.0,39,True,2023-12-14 15:31:33,3.23.2,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1509.0,1509.0,https://pypi.org/project/jina,116198.0,146056.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,59522.0,https://hub.docker.com/r/jinaai/jina,2024-01-08 08:54:01.226227,8.0,1303493.0,2.0,,,,,,,,,,,,
48,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-01-24 12:13:37.000000,2023-11-29 14:40:08,32592.0,8.0,4337.0,351.0,6328.0,2.0,6641.0,17521.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",592.0,39,True,2024-01-19 13:39:29,3.6.16,100.0,rasa,,,,['tensorflow'],3903.0,3903.0,https://pypi.org/project/rasa,166399.0,166399.0,,,,,,,,2.0,,,,,,,,,,,,
49,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-01-25 17:21:51.000000,2024-01-25 17:21:47,47243.0,475.0,1121.0,197.0,377.0,524.0,1666.0,7564.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1203.0,39,True,2023-09-19 20:01:10,1.2.2,84.0,catboost,conda-forge/catboost,,,,12.0,12.0,https://pypi.org/project/catboost,1586591.0,1627249.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1438562.0,,,,,2.0,,212995.0,,,,,,,,,,
50,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-01-25 15:56:43.000000,2024-01-25 14:58:23,4234.0,215.0,1164.0,102.0,3347.0,759.0,1343.0,7174.0,A unified framework for machine learning with time series.,318.0,39,True,2023-12-26 18:13:16,0.25.0,57.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2114.0,2114.0,https://pypi.org/project/sktime,651258.0,682189.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-12-27 11:05:10.395,927914.0,,,,,1.0,,84.0,sktime/sktime,,,,,,,,,
51,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-01-25 00:07:47.000000,2024-01-21 09:56:02,1777.0,29.0,2169.0,167.0,802.0,67.0,988.0,6558.0,Python Data. Leaflet.js Maps.,160.0,39,True,2023-12-04 11:11:32,0.15.1,26.0,folium,conda-forge/folium,,,,33296.0,33296.0,https://pypi.org/project/folium,747912.0,818023.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2524007.0,,,,,2.0,,,,,,,,,,,,
52,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-01-25 14:23:43.000000,2024-01-25 13:16:52,1250.0,121.0,694.0,94.0,1183.0,94.0,1090.0,6404.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",213.0,39,True,2024-01-11 15:26:04,0.26.1,39.0,accelerate,conda-forge/accelerate,,,['pytorch'],24169.0,24169.0,https://pypi.org/project/accelerate,7611853.0,7615487.0,https://anaconda.org/conda-forge/accelerate,2024-01-11 22:35:05.818,98131.0,,,,,1.0,,,,,,,,,,,,
53,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-01-25 18:06:09.000000,2024-01-25 17:59:20,3480.0,133.0,1032.0,132.0,2812.0,235.0,1149.0,1995.0,A library for training and deploying machine learning models on Amazon SageMaker.,418.0,39,True,2024-01-25 17:59:23,2.205.0,161.0,sagemaker,conda-forge/sagemaker-python-sdk,,,,3499.0,3499.0,https://pypi.org/project/sagemaker,38478020.0,38495232.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-11-27 10:45:24.319,705696.0,,,,,2.0,,,,,,,,,,,,
54,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-01-25 17:26:48.000000,2024-01-25 16:34:37,39670.0,1077.0,26418.0,2033.0,44853.0,,,37661.0,Apache Spark Python API.,2998.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,28808901.0,28878091.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2975212.0,,,,,2.0,,,,,,,,,,stable/spark,,
55,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-01-24 15:59:32.000000,2024-01-24 03:54:03,6127.0,17.0,6894.0,418.0,2821.0,946.0,7494.0,36076.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",152.0,38,True,2023-10-18 12:32:48,2.7.1,8.0,paddleocr,,,,['paddle'],2168.0,2168.0,https://pypi.org/project/paddleocr,132605.0,132605.0,,,,,,,,1.0,,,,,,,,,,,,
56,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-01-25 17:38:17.125475,2024-01-25 12:57:00,18961.0,677.0,2438.0,332.0,18703.0,499.0,9386.0,25258.0,"A cloud-native vector database, storage for next generation AI applications.",262.0,38,True,2024-01-17 12:27:12,2.3.5,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,408999.0,616736.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-01-25 17:38:17.125475,39.0,10527087.0,1.0,,68822.0,,,,,,,,,,
57,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-01-22 01:59:12.000000,2024-01-07 05:14:04,2733.0,9.0,7283.0,619.0,2216.0,184.0,1584.0,25116.0,The fastai deep learning library.,246.0,38,True,2023-10-15 04:03:45,2.7.13,50.0,fastai,,,,['pytorch'],16003.0,16003.0,https://pypi.org/project/fastai,370046.0,370046.0,,,,,,,,2.0,,,,,,,,,,,,
58,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-01-25 17:11:09.000000,2024-01-25 17:02:24,3779.0,57.0,6659.0,398.0,5143.0,763.0,2305.0,15059.0,"Datasets, Transforms and Models specific to Computer Vision.",571.0,38,True,2023-12-15 02:04:19,0.16.2,37.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,10535409.0,10564270.0,https://anaconda.org/conda-forge/torchvision,2023-12-13 18:56:48.112,965908.0,,,,,1.0,,36650.0,,,,,,,,,,
59,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-01-24 14:38:17.000000,2024-01-23 14:27:48,1310.0,94.0,2166.0,126.0,318.0,985.0,862.0,12951.0,Multilingual Sentence & Image Embeddings with BERT.,135.0,38,True,2022-06-26 19:52:06,2.2.2,32.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],23012.0,23012.0,https://pypi.org/project/sentence-transformers,2960018.0,2964915.0,https://anaconda.org/conda-forge/sentence-transformers,2023-06-16 19:21:44.846,195880.0,,,,,2.0,,,,,,,,,,,,
60,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-01-25 09:20:16.000000,2024-01-25 08:03:25,3889.0,357.0,2841.0,170.0,4470.0,353.0,2193.0,12712.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",283.0,38,True,2024-01-12 03:51:43,2.0.0,35.0,dgl,,,,,185.0,185.0,https://pypi.org/project/dgl,64185.0,64185.0,,,,,,,,1.0,,,,,,,,,,,,
61,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-01-25 02:21:58.000000,2024-01-22 04:49:59,16875.0,157.0,907.0,120.0,3367.0,81.0,1482.0,9176.0,A hyperparameter optimization framework.,255.0,38,True,2023-12-11 05:04:29,3.5.0,62.0,optuna,conda-forge/optuna,,,,11986.0,11986.0,https://pypi.org/project/optuna,1845592.0,1859794.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,610705.0,,,,,1.0,,,,,,,,,,,,
62,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-01-25 16:16:58.000000,2024-01-25 14:08:31,2642.0,56.0,891.0,129.0,1747.0,242.0,615.0,9066.0,Geometric Computer Vision Library for SpatialAI.,247.0,38,True,2023-12-27 10:47:21,0.7.1,37.0,kornia,conda-forge/kornia,,,['pytorch'],8112.0,8112.0,https://pypi.org/project/kornia,2464478.0,2467524.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,112203.0,,,,,1.0,,920.0,,,,,,,,,,
63,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-01-25 14:39:50.000000,2024-01-14 09:05:32,5076.0,81.0,1656.0,132.0,973.0,323.0,1908.0,8130.0,"An open-source, low-code machine learning library in Python.",130.0,38,True,2023-11-12 21:46:01,3.2.0,26.0,pycaret,conda-forge/pycaret,,,,5033.0,5033.0,https://pypi.org/project/pycaret,286531.0,287572.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,42029.0,,,,,1.0,,679.0,,,,,,,,,,
64,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-01-25 16:51:10.000000,2024-01-25 16:51:04,4141.0,228.0,552.0,82.0,2166.0,107.0,679.0,5144.0,Flax is a neural network library for JAX that is designed for flexibility.,216.0,38,True,2024-01-23 23:16:50,0.8.0,37.0,flax,conda-forge/flax,,,['jax'],5785.0,5785.0,https://pypi.org/project/flax,3007088.0,3008243.0,https://anaconda.org/conda-forge/flax,2024-01-24 00:15:15.896,39239.0,,,,,2.0,,50.0,,,,,,,,,,
65,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-01-25 18:20:43.000000,2024-01-22 13:30:07,6150.0,107.0,1438.0,109.0,4127.0,395.0,706.0,4094.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",302.0,38,True,2023-12-18 13:28:11,4.9.4,32.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],16036.0,16036.0,https://pypi.org/project/tensorflow-datasets,2264275.0,2265090.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,26107.0,,,,,1.0,,,,,,,,,,,,
66,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-01-24 11:16:04.000000,2024-01-24 08:06:10,2235.0,10.0,541.0,88.0,782.0,229.0,898.0,3567.0,Manipulation and analysis of geometric objects.,151.0,38,True,2023-10-12 20:37:13,2.0.2,27.0,shapely,conda-forge/shapely,,,,60585.0,60585.0,https://pypi.org/project/shapely,15583389.0,15798768.0,https://anaconda.org/conda-forge/shapely,2023-11-23 18:52:59.047,8826221.0,,,,,2.0,,2887.0,,,,,,,,,,
67,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-01-25 18:05:37.000000,2024-01-25 18:05:37,17817.0,139.0,1205.0,84.0,7685.0,450.0,4225.0,2449.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,361.0,38,True,2024-01-16 18:37:42,1.6.1,59.0,mne,conda-forge/mne,,,,3423.0,3423.0,https://pypi.org/project/mne,94498.0,102351.0,https://anaconda.org/conda-forge/mne,2024-01-16 19:57:33.854,345541.0,,,,,1.0,,,,,,,,,,,,
68,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-12-14 16:43:19.109000,2023-12-11 02:26:35,1519.0,10.0,271.0,32.0,475.0,89.0,489.0,1368.0,Python library for reading and writing image data.,109.0,38,True,2023-12-11 02:26:46,2.33.1,64.0,imageio,conda-forge/imageio,,,,114030.0,114030.0,https://pypi.org/project/imageio,21420580.0,21563630.0,https://anaconda.org/conda-forge/imageio,2023-12-14 16:43:19.109,6007474.0,,,,,1.0,,957.0,,,,,,,,,,
69,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-01-25 16:08:06.000000,2024-01-25 16:03:31,994.0,94.0,3187.0,471.0,852.0,395.0,1871.0,26485.0,A library for efficient similarity search and clustering of dense vectors.,150.0,37,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,3384.0,3384.0,https://pypi.org/project/pymilvus,408999.0,431938.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,1009358.0,,,,,2.0,,,,,,,,,,,,
70,ultralytics,ultralytics/ultralytics,image,,https://github.com/ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,AGPL-3.0,2022-09-11 16:39:45.000,2024-01-25 17:57:01.000000,2024-01-25 17:57:00,849.0,168.0,3604.0,117.0,1748.0,554.0,4595.0,18718.0,NEW - YOLOv8 in PyTorch ONNX OpenVINO CoreML TFLite.,88.0,37,True,2024-01-10 09:58:53,8.1.0,1.0,ultralytics,,,,,10194.0,10194.0,https://pypi.org/project/ultralytics,4037978.0,4037978.0,,,,,,,,2.0,,,,,,,,,,,,
71,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-01-25 16:23:00.000000,2024-01-18 02:26:18,1371.0,18.0,1574.0,151.0,743.0,201.0,552.0,11739.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,117.0,37,True,2024-01-08 15:03:46,4.6.4,55.0,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",2288.0,2288.0,https://pypi.org/project/ydata-profiling,781167.0,782648.0,https://anaconda.org/conda-forge/ydata-profiling,2024-01-09 12:11:44.611,16296.0,,,,,2.0,,36.0,,,,,,,,,,
72,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2024-01-14 15:46:33.000000,2023-07-11 16:23:35,1095.0,,1414.0,255.0,657.0,375.0,1024.0,11355.0,Video editing with Python.,160.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,33415.0,33415.0,https://pypi.org/project/moviepy,674701.0,677537.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,221271.0,,,,,2.0,,,,,,,,,,,,
73,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-01-23 14:10:25.000000,2024-01-22 16:54:37,1755.0,16.0,657.0,117.0,559.0,214.0,662.0,8063.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,85.0,37,True,2024-01-22 16:49:29,0.15.1,83.0,tokenizers,conda-forge/tokenizers,,,,57659.0,57659.0,https://pypi.org/project/tokenizers,15693885.0,15727768.0,https://anaconda.org/conda-forge/tokenizers,2023-12-12 19:20:02.639,1423123.0,,,,,2.0,,33.0,,,,,,,,,,
74,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2024-01-25 10:26:40.000000,2024-01-23 14:11:26,9726.0,54.0,1813.0,227.0,3812.0,209.0,2958.0,7996.0,Bayesian Modeling and Probabilistic Programming in Python.,478.0,37,True,2023-12-21 11:15:57,5.10.3,77.0,pymc,conda-forge/pymc,,,,2636.0,2636.0,https://pypi.org/project/pymc,172381.0,179075.0,https://anaconda.org/conda-forge/pymc,2023-12-22 01:36:19.712,260430.0,,,,,1.0,,1936.0,,,,,,,,,,
75,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2024-01-25 15:09:11.000000,2024-01-19 13:44:17,20489.0,535.0,1942.0,180.0,3196.0,213.0,2051.0,7563.0,End-to-End Speech Processing Toolkit.,399.0,37,True,2023-10-25 11:52:03,.202310,51.0,espnet,,,,,281.0,281.0,https://pypi.org/project/espnet,17544.0,17545.0,,,,,,,,1.0,,79.0,,,,,,,,,,
76,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2024-01-07 00:32:00.000000,2023-12-31 11:04:55,953.0,21.0,750.0,86.0,201.0,80.0,652.0,3949.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",48.0,37,True,2023-12-31 11:17:16,80,72.0,opencv-python,,,,,348555.0,348555.0,https://pypi.org/project/opencv-python,11318812.0,11318812.0,,,,,,,,2.0,,,,,,,,,,,,
77,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-01-25 16:20:00.000000,2024-01-25 10:38:46,2813.0,192.0,282.0,25.0,2610.0,184.0,1594.0,2862.0,Argilla: the open-source feedback platform for LLMs.,76.0,37,True,2024-01-18 15:04:19,1.22.0,100.0,argilla,,,,,2203.0,2203.0,https://pypi.org/project/argilla,495532.0,495532.0,,,,,,,,2.0,,,,,,,,,,,,
78,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2024-01-25 12:28:25.000000,2024-01-24 12:20:29,10693.0,55.0,378.0,58.0,2907.0,1027.0,2117.0,2554.0,"With Holoviews, your data visualizes itself.",140.0,37,True,2023-11-09 09:16:35,1.18.1,77.0,holoviews,conda-forge/holoviews,,,['jupyter'],9157.0,9157.0,https://pypi.org/project/holoviews,320093.0,355095.0,https://anaconda.org/conda-forge/holoviews,2023-11-08 21:19:49.170,1479019.0,,,,,2.0,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,607.0,,,,,,
79,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-01-25 14:50:47.000000,2024-01-23 18:03:17,5670.0,99.0,682.0,56.0,4900.0,1180.0,2301.0,1514.0,A distributed task scheduler for Dask.,322.0,37,True,,,184.0,distributed,conda-forge/distributed,,,,32424.0,32424.0,https://pypi.org/project/distributed,2852726.0,3145935.0,https://anaconda.org/conda-forge/distributed,2024-01-13 00:00:13.369,12901231.0,,,,,2.0,,,,,,,,,,,,
80,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2024-01-24 18:54:38.000000,2024-01-24 18:54:38,2320.0,2.0,5964.0,418.0,1325.0,1059.0,3037.0,28547.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,423.0,36,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],2601.0,2601.0,https://pypi.org/project/fairseq,473466.0,474875.0,https://anaconda.org/conda-forge/fairseq,2023-12-03 20:00:06.516,59046.0,,,,,2.0,,326.0,,,,,,,,,,
