,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url
43,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-12-12 17:10:26.000000,2024-12-12 04:13:21,7444.0,465.0,668.0,62.0,5639.0,599.0,2822.0,9251.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",201.0,42,True,2024-12-05 03:02:58,0.19.0,100.0,wandb,conda-forge/wandb,,,,60589.0,60589.0,https://pypi.org/project/wandb,18305728.0,18320633.0,https://anaconda.org/conda-forge/wandb,2024-12-11 01:44:50.392,789591.0,,,,,1.0,,391.0,wandb/wandb,,,,,,,,,,
44,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-12-12 08:02:56.000000,2024-12-12 08:02:56,6375.0,92.0,7793.0,444.0,3184.0,97.0,9271.0,44980.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",226.0,41,True,2024-10-22 05:57:17,2.9.1,16.0,paddleocr,,,,['paddle'],3860.0,3860.0,https://pypi.org/project/paddleocr,373128.0,389857.0,,,,,,,,1.0,,853179.0,,,,,,,,,,,
45,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-12-12 16:53:40.000000,2024-12-12 00:48:18,2606.0,127.0,4025.0,345.0,3090.0,976.0,1897.0,35848.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",360.0,41,True,2024-12-05 21:46:05,0.16.1,84.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],10020.0,10020.0,https://pypi.org/project/deepspeed,558861.0,559212.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,20754.0,1.0,,,,,,,,,,,,,
46,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-12-12 00:23:26.000000,2024-12-10 22:57:35,1340.0,107.0,3593.0,480.0,1306.0,217.0,2315.0,31908.0,A library for efficient similarity search and clustering of dense vectors.,198.0,41,True,2024-10-04 21:33:29,1.9.0,17.0,pymilvus,conda-forge/faiss,,,,4230.0,4230.0,https://pypi.org/project/pymilvus,1452183.0,1488207.0,https://anaconda.org/conda-forge/faiss,2024-08-09 18:17:48.122,1945301.0,,,,,1.0,,,,,,,,,,,,,
47,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-11-17 08:15:57.000000,2024-11-17 08:15:54,2800.0,11.0,7397.0,603.0,2237.0,206.0,1594.0,26385.0,The fastai deep learning library.,254.0,41,True,2024-10-19 03:20:13,2.7.18,55.0,fastai,,,,['pytorch'],19861.0,19861.0,https://pypi.org/project/fastai,582460.0,582460.0,,,,,,,,2.0,,,,,,,,,,,,,
48,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-12-12 07:16:59.000000,2024-12-12 07:16:55,2779.0,19.0,3217.0,245.0,991.0,716.0,1837.0,23068.0,A game theoretic approach to explain the output of any machine learning model.,253.0,41,True,2024-06-27 10:06:50,0.46.0,55.0,shap,conda-forge/shap,,,,22930.0,22930.0,https://pypi.org/project/shap,7125521.0,7219613.0,https://anaconda.org/conda-forge/shap,2024-12-10 12:59:40.676,4516433.0,,,,,1.0,,,shap/shap,,,,,,,,,,
49,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-12-12 01:50:45.000000,2024-12-11 08:25:58,7664.0,46.0,3619.0,253.0,3201.0,898.0,2676.0,21563.0,Graph Neural Network Library for PyTorch.,531.0,41,True,2024-09-26 07:09:50,2.6.1,42.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],7204.0,7204.0,https://pypi.org/project/torch-geometric,475780.0,478181.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-09-26 16:16:39.995,127261.0,,,,,1.0,,,,,,,,,,,,,
50,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-12-12 10:58:52.000000,2024-12-12 10:58:51,1616.0,70.0,2439.0,143.0,613.0,1165.0,1070.0,15548.0,State-of-the-Art Text Embeddings.,199.0,41,True,2024-11-18 14:38:20,3.3.1,48.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],59540.0,59540.0,https://pypi.org/project/sentence-transformers,7810745.0,7820328.0,https://anaconda.org/conda-forge/sentence-transformers,2024-11-18 19:12:20.997,488742.0,,,,,1.0,,,,,,,,,,,,,
51,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2024-12-12 02:08:44.000000,2024-12-12 02:08:41,1120.0,134.0,1631.0,128.0,1030.0,168.0,948.0,14380.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,153.0,41,True,2024-12-06 21:42:20,1.4.22,40.0,albumentations,conda-forge/albumentations,,,['pytorch'],29945.0,29945.0,https://pypi.org/project/albumentations,5274387.0,5278414.0,https://anaconda.org/conda-forge/albumentations,2024-09-22 17:25:30.224,213471.0,,,,,1.0,,,,,,,,,,,,,
52,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-12-10 08:08:18.000000,2024-12-10 08:08:15,9368.0,37.0,1181.0,134.0,5548.0,239.0,4488.0,14010.0,Data Versioning and ML Experiments.,307.0,41,True,2024-12-01 16:53:05,3.58.0,324.0,dvc,conda-forge/dvc,,,,19605.0,19605.0,https://pypi.org/project/dvc,555778.0,600744.0,https://anaconda.org/conda-forge/dvc,2024-12-01 20:24:37.522,2428216.0,,,,,2.0,,,,,,,,dvc,dvc,dvc,,,
53,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2024-12-05 16:37:31.000000,2024-12-05 16:35:57,1267.0,79.0,1561.0,254.0,706.0,454.0,1070.0,12709.0,Video editing with Python.,168.0,41,True,2024-11-25 04:32:42,2.1.1,17.0,moviepy,conda-forge/moviepy,,,,50250.0,50250.0,https://pypi.org/project/moviepy,2096706.0,2099828.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,277875.0,,,,,1.0,,,,,,,,,,,,,
54,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-12-11 14:14:46.000000,2024-12-11 14:14:45,14223.0,112.0,2174.0,186.0,4546.0,573.0,2125.0,6116.0,Image processing in Python.,677.0,41,True,2024-06-18 19:05:37,0.24.0,35.0,scikit-image,conda-forge/scikit-image,,,,206692.0,206692.0,https://pypi.org/project/scikit-image,14038143.0,14172675.0,https://anaconda.org/conda-forge/scikit-image,2024-11-09 20:51:08.980,7264738.0,,,,,1.0,,,,,,,,,,,,,
55,ollama,jmorganca/ollama,agents,,https://github.com/ollama/ollama,https://github.com/ollama/ollama,MIT,2023-06-26 19:39:32.000,2024-12-12 17:57:29.000000,2024-12-12 17:57:28,3732.0,253.0,8067.0,594.0,2694.0,1133.0,4037.0,102448.0,"Get up and running with Llama 3.3, Mistral, Gemma 2, and other large language models.",385.0,40,True,2024-12-06 23:48:45,0.5.1,100.0,,,,,,64.0,64.0,,,2013615.0,,,,,,,,2.0,,34231466.0,ollama/ollama,,,,,,,,,,
56,crewAI,crewAIInc/crewAI,agents,,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,MIT,2023-10-27 03:26:59.000,2024-12-12 18:04:37.000000,2024-12-12 17:41:13,1026.0,264.0,3063.0,246.0,621.0,125.0,830.0,22375.0,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI..",176.0,40,True,2024-12-05 16:53:58,0.86.0,72.0,crewai,,,,,5939.0,5939.0,https://pypi.org/project/crewai,447544.0,447544.0,,,,,,,,2.0,,,,,,,,,,,,,
57,chroma,chroma-core/chroma,nn-search,,https://github.com/chroma-core/chroma,https://github.com/chroma-core/chroma,Apache-2.0,2022-10-05 17:58:44.000,2024-12-12 16:43:47.000000,2024-12-11 20:31:32,1975.0,323.0,1321.0,90.0,2053.0,462.0,760.0,15802.0,the AI-native open-source embedding database.,132.0,40,True,2024-12-05 06:36:17,0.5.23,71.0,chromadb,,,,,51040.0,51040.0,https://pypi.org/project/chromadb,2560214.0,2560226.0,,,,,,,,1.0,,313.0,,,,,,,,,,,
58,weaviate,weaviate/weaviate,nn-search,,https://github.com/weaviate/weaviate,https://github.com/weaviate/weaviate,BSD-3-Clause,2016-03-30 15:03:17.000,2024-12-12 18:15:30.000000,2024-12-12 16:14:21,15655.0,1966.0,810.0,126.0,4128.0,431.0,2027.0,11775.0,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of..",129.0,40,True,2024-12-11 15:19:49,1.28.0,100.0,weaviate-client,,,,,408.0,408.0,https://pypi.org/project/weaviate-client,8146850.0,8170564.0,,,,,,,,1.0,,260861.0,,,,,,,,,,,
59,trl,huggingface/trl,reinforcement-learning,,https://github.com/huggingface/trl,https://github.com/huggingface/trl,Apache-2.0,2020-03-27 10:54:55.000,2024-12-12 16:11:50.000000,2024-12-12 16:11:50,1107.0,185.0,1301.0,77.0,1177.0,101.0,1170.0,10300.0,Train transformer language models with reinforcement learning.,260.0,40,True,2024-12-06 13:01:21,0.12.2,45.0,trl,,,,,5112.0,5112.0,https://pypi.org/project/trl,876862.0,876862.0,,,,,,,,1.0,-1.0,,,,,,,,,,,,
60,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-11-27 19:20:00.476000,2024-11-27 15:01:48,1846.0,33.0,797.0,122.0,673.0,56.0,959.0,9148.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,101.0,40,True,2024-11-15 11:12:00,0.21.0,92.0,tokenizers,conda-forge/tokenizers,,,,121695.0,121695.0,https://pypi.org/project/tokenizers,35696498.0,35740476.0,https://anaconda.org/conda-forge/tokenizers,2024-11-27 19:20:00.476,2330818.0,,,,,1.0,,69.0,,,,,,,,,,,
61,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-12-12 11:27:55.000000,2024-12-12 11:19:10,48887.0,326.0,1175.0,191.0,402.0,555.0,1792.0,8138.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1295.0,40,True,2024-12-07 11:22:32,node-package-v1.26.0,89.0,catboost,conda-forge/catboost,,,,15.0,15.0,https://pypi.org/project/catboost,3687371.0,3727897.0,https://anaconda.org/conda-forge/catboost,2024-09-07 21:05:39.027,1799287.0,,,,,2.0,,331198.0,,,,,,,,,,,
62,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-12-11 15:00:48.000000,2024-12-11 15:00:45,1635.0,69.0,968.0,97.0,1619.0,103.0,1558.0,8048.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",307.0,40,True,2024-11-01 15:30:17,1.1.0,55.0,accelerate,conda-forge/accelerate,,,['pytorch'],62187.0,62187.0,https://pypi.org/project/accelerate,8640316.0,8647121.0,https://anaconda.org/conda-forge/accelerate,2024-12-07 21:52:02.658,258590.0,,,,,1.0,,,,,,,,,,,,,
63,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-12-03 08:34:38.000000,2024-12-03 08:34:38,2327.0,18.0,564.0,89.0,890.0,266.0,958.0,3942.0,Manipulation and analysis of geometric objects.,163.0,40,True,2024-08-19 21:56:08,2.0.6,31.0,shapely,conda-forge/shapely,,,,87797.0,87797.0,https://pypi.org/project/shapely,34127244.0,34336011.0,https://anaconda.org/conda-forge/shapely,2024-09-25 14:46:10.973,10850891.0,,,,,1.0,,3723.0,,,,,,,,,,,
64,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-12-12 14:23:20.000000,2024-12-12 14:23:20,5948.0,60.0,702.0,57.0,5209.0,1263.0,2389.0,1582.0,A distributed task scheduler for Dask.,329.0,40,True,2024-12-03 22:42:34,2024.12.0,210.0,distributed,conda-forge/distributed,,,,37646.0,37646.0,https://pypi.org/project/distributed,6303906.0,6590254.0,https://anaconda.org/conda-forge/distributed,2024-12-04 00:49:17.270,15749182.0,,,,,2.0,,,,,,,,,,,,,
65,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2024-12-11 11:19:23.000000,2024-12-11 11:19:22,1700.0,67.0,2241.0,153.0,252.0,4.0,1136.0,15032.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",72.0,39,True,2024-08-17 07:30:49,0.0.93,13.0,deepface,,,,,4812.0,4812.0,https://pypi.org/project/deepface,306351.0,306351.0,,,,,,,,2.0,,,,,,,,,,,,,
66,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2024-12-12 04:32:03.000000,2024-12-12 04:32:03,29341.0,261.0,830.0,127.0,6447.0,554.0,1798.0,9587.0,NumPy & SciPy for GPU.,398.0,39,True,2024-08-22 07:42:45,13.3.0,100.0,cupy,conda-forge/cupy,cupy/cupy,,,2387.0,2387.0,https://pypi.org/project/cupy,76379.0,174075.0,https://anaconda.org/conda-forge/cupy,2024-10-18 20:21:57.477,5181750.0,https://hub.docker.com/r/cupy/cupy,2024-08-22 07:44:42.171252,13.0,71804.0,1.0,,192054.0,,,,,,,,,,,
67,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2024-12-09 18:31:50.000000,2024-12-09 18:31:50,10283.0,170.0,1383.0,134.0,1305.0,99.0,1010.0,9047.0,A PyTorch-based Speech Toolkit.,248.0,39,True,2024-10-31 10:06:07,1.0.2,13.0,speechbrain,,,,['pytorch'],2593.0,2593.0,https://pypi.org/project/speechbrain,2878366.0,2878366.0,,,,,,,,1.0,,,,,,,,,,,,,
68,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2024-12-11 09:07:09.000000,2024-12-11 09:07:09,10146.0,103.0,1954.0,226.0,4116.0,254.0,3080.0,8773.0,Bayesian Modeling and Probabilistic Programming in Python.,507.0,39,True,2024-12-05 17:01:07,5.19.1,95.0,pymc,conda-forge/pymc,,,,4935.0,4935.0,https://pypi.org/project/pymc,313950.0,322151.0,https://anaconda.org/conda-forge/pymc,2024-12-06 07:47:42.668,409272.0,,,,,1.0,,1961.0,,,,,,,,,,,
69,langgraph,langchain-ai/langgraph,agents,,https://github.com/langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,MIT,2023-08-09 18:33:12.000,2024-12-12 18:04:18.000000,2024-12-12 17:02:36,3440.0,1136.0,1140.0,64.0,1740.0,70.0,285.0,7178.0,Build resilient language agents as graphs.,96.0,39,True,2024-12-11 21:58:40,0.2.59,100.0,langgraph,,,,,7540.0,7540.0,https://pypi.org/project/langgraph,2099447.0,2099447.0,,,,,,,,3.0,,,,,,,,,,,,,
70,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-12-12 11:03:10.000000,2024-12-12 10:58:37,1922.0,42.0,2199.0,163.0,899.0,84.0,1048.0,6962.0,Python Data. Leaflet.js Maps.,172.0,39,True,2024-12-12 10:51:35,0.19.1,31.0,folium,conda-forge/folium,,,,47737.0,47737.0,https://pypi.org/project/folium,1712319.0,1782482.0,https://anaconda.org/conda-forge/folium,2024-12-11 14:38:30.392,3297675.0,,,,,2.0,,,,,,,,,,,,,
71,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-12-09 07:56:27.934000,2024-11-29 09:26:13,2049.0,30.0,908.0,107.0,1718.0,373.0,1273.0,4555.0,Python tools for geographic data.,235.0,39,True,2024-07-02 12:26:55,1.0.1,39.0,geopandas,conda-forge/geopandas,,,['pandas'],45258.0,45258.0,https://pypi.org/project/geopandas,7231593.0,7309454.0,https://anaconda.org/conda-forge/geopandas,2024-12-09 07:56:27.934,4203010.0,,,,,2.0,,2849.0,,,,,,,,,,,
72,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-12-10 23:30:52.000000,2024-12-10 23:30:51,18209.0,95.0,1283.0,84.0,8108.0,484.0,4401.0,2775.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,382.0,39,True,2024-08-19 02:12:47,1.8.0,62.0,mne,conda-forge/mne,,,,4776.0,4776.0,https://pypi.org/project/mne,164241.0,172468.0,https://anaconda.org/conda-forge/mne,2024-08-19 02:39:24.602,452532.0,,,,,1.0,,,,,,,,,,,,,
73,autogen,microsoft/autogen,agents,,https://github.com/microsoft/autogen,https://github.com/microsoft/autogen,CC-BY-4.0,2023-08-18 11:43:45.000,2024-12-12 17:59:07.000000,2024-12-12 01:21:59,2874.0,519.0,5096.0,414.0,2149.0,595.0,1524.0,35749.0,A programming framework for agentic AI (PyPi: autogen-agentchat).,387.0,38,True,2024-11-25 21:49:40,0.2.39,63.0,autogen-agentchat,,,,,2475.0,2475.0,https://pypi.org/project/autogen-agentchat,50933.0,50933.0,,,,,,,,3.0,,,,,,,,,,,,,
74,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-12-12 18:00:38.150736,2024-12-12 13:42:42,21427.0,686.0,2922.0,285.0,23558.0,660.0,11657.0,31325.0,"A cloud-native vector database, storage for next generation AI applications.",297.0,38,True,2024-11-22 15:22:18,2.5.0-beta,97.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,1452183.0,2522931.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-12-12 18:00:38.150736,66.0,67163698.0,2.0,,288799.0,,,,,,,,,,,
75,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2024-12-12 04:28:47.000000,2024-12-12 04:28:44,8690.0,258.0,2779.0,305.0,237.0,19.0,1145.0,28665.0,"Visualizer for neural network, deep learning and machine learning models.",,38,True,2024-12-07 02:17:25,8.0.5,2.0,netron,,,,"['pytorch', 'tensorflow']",607.0,607.0,https://pypi.org/project/netron,32875.0,116932.0,,,,,,,,1.0,,84057.0,,,,,,,,,,,
76,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-09-03 16:06:08.530000,2024-08-10 11:58:54,4534.0,,4202.0,430.0,1711.0,384.0,1465.0,15729.0,Topic Modelling for Humans.,458.0,38,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,68012.0,68012.0,https://pypi.org/project/gensim,4757992.0,4790286.0,https://anaconda.org/conda-forge/gensim,2024-09-03 16:06:08.530,1451129.0,,,,,2.0,,5167.0,piskvorky/gensim,,,,,,,,,,
77,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2024-11-06 07:08:07.000000,2024-11-03 18:25:41,1700.0,12.0,2822.0,380.0,475.0,5.0,1914.0,14968.0,Python Echarts Plotting Library.,45.0,38,True,2024-11-06 02:54:47,2.0.7,6.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],4667.0,4667.0,https://pypi.org/project/pyecharts,192212.0,192215.0,,,,,,,,2.0,,71.0,,,,,,,,,,,
78,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2024-12-12 16:23:14.000000,2024-12-06 20:48:03,6457.0,314.0,1740.0,205.0,1245.0,106.0,2230.0,13985.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,274.0,38,True,2024-07-25 12:21:58,0.14.0,26.0,flair,conda-forge/python-flair,,,['pytorch'],3674.0,3674.0,https://pypi.org/project/flair,97717.0,98376.0,https://anaconda.org/conda-forge/python-flair,2024-01-05 20:59:40.138,34941.0,,,,,2.0,,,,,,,,,,,,,
79,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-10-18 03:43:55.000000,2024-10-18 03:43:55,4410.0,14.0,2945.0,177.0,5055.0,421.0,2358.0,13599.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",295.0,38,True,2024-09-03 04:16:25,2.4.0,39.0,dgl,,,,,323.0,323.0,https://pypi.org/project/dgl,974497.0,974497.0,,,,,,,,1.0,,,,,,,,,,,,,
80,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-12-10 02:33:00.000000,2024-12-10 02:31:52,1511.0,30.0,1667.0,152.0,831.0,236.0,578.0,12591.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,133.0,38,True,2024-12-08 20:12:09,4.12.1,66.0,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",4847.0,4847.0,https://pypi.org/project/ydata-profiling,1182824.0,1184830.0,https://anaconda.org/conda-forge/ydata-profiling,2024-12-09 00:59:09.176,44102.0,,,,,2.0,,219.0,,,,,,,,,,,
81,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2024-12-01 15:47:18.000000,2024-08-18 00:47:35,986.0,,1152.0,126.0,315.0,37.0,718.0,10364.0,Unsupervised text tokenizer for Neural Network-based text generation.,89.0,38,True,2024-02-19 16:08:39,0.2.0,27.0,sentencepiece,conda-forge/sentencepiece,,,,86658.0,86658.0,https://pypi.org/project/sentencepiece,25745426.0,25767786.0,https://anaconda.org/conda-forge/sentencepiece,2024-11-25 20:20:10.872,1152515.0,,,,,2.0,,46798.0,,,,,,,,,,,
