,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
42,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-11-15 15:32:02.454965,2023-11-15 15:11:25,8492.0,66.0,2139.0,206.0,4136.0,15.0,1901.0,19334.0,Build multimodal AI applications with cloud-native stack.,177.0,40,True,2023-10-31 14:36:40,3.22.4,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1291.0,1291.0,https://pypi.org/project/jina,86153.0,116363.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,57766.0,https://hub.docker.com/r/jinaai/jina,2023-11-15 15:32:02.454965,8.0,1259507.0,2.0,,,,,,,,,,,,,
43,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-11-16 09:09:15.000000,2023-10-23 12:18:50,32584.0,140.0,4315.0,352.0,6277.0,1.0,6641.0,17229.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",591.0,40,True,2023-10-23 10:55:37,3.6.13,100.0,rasa,,,,['tensorflow'],3771.0,3771.0,https://pypi.org/project/rasa,137073.0,137073.0,,,,,,,,1.0,,,,,,,,,,,,,
44,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-11-16 15:24:10.280000,2023-11-15 14:28:17,9065.0,133.0,1086.0,136.0,5245.0,575.0,3937.0,12400.0,ML Experiments Management with Git.,289.0,40,True,2023-11-15 14:29:41,3.30.0,279.0,dvc,conda-forge/dvc,,,,10533.0,10533.0,https://pypi.org/project/dvc,871765.0,917220.0,https://anaconda.org/conda-forge/dvc,2023-11-16 15:24:10.280,1729330.0,,,,,2.0,42613.0,,,,,,,dvc,dvc,dvc,,,
45,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-11-16 14:32:31.000000,2023-11-13 11:15:54,1828.0,49.0,829.0,106.0,1474.0,360.0,1152.0,3928.0,Python tools for geographic data.,213.0,40,True,2023-11-11 09:30:40,0.14.1,33.0,geopandas,conda-forge/geopandas,,,['pandas'],27921.0,27921.0,https://pypi.org/project/geopandas,6588594.0,6669067.0,https://anaconda.org/conda-forge/geopandas,2023-11-11 14:20:49.573,3298406.0,,,,,1.0,2217.0,,,,,,,,,,,,
46,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-11-16 09:38:41.000000,2023-11-16 09:13:30,16778.0,387.0,894.0,122.0,3330.0,85.0,1451.0,8901.0,A hyperparameter optimization framework.,255.0,39,True,2023-10-17 07:04:18,3.4.0,61.0,optuna,conda-forge/optuna,,,,10694.0,10694.0,https://pypi.org/project/optuna,2067109.0,2081074.0,https://anaconda.org/conda-forge/optuna,2023-10-20 10:10:01.680,572570.0,,,,,1.0,,,,,,,,,,,,,
47,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-11-16 15:19:34.000000,2023-11-16 14:55:14,46861.0,528.0,1106.0,198.0,371.0,520.0,1630.0,7456.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1188.0,39,True,2023-09-19 20:01:10,1.2.2,84.0,catboost,conda-forge/catboost,,,,11.0,11.0,https://pypi.org/project/catboost,2078549.0,2120608.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1419964.0,,,,,2.0,193620.0,,,,,,,,,,,,
48,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-11-16 09:14:27.000000,2023-11-15 21:32:48,4060.0,234.0,1144.0,104.0,3167.0,716.0,1306.0,7023.0,A unified framework for machine learning with time series.,304.0,39,True,2023-11-05 18:26:59,0.24.1,55.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1864.0,1864.0,https://pypi.org/project/sktime,825285.0,858147.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-11-06 08:49:23.870,920112.0,,,,,1.0,84.0,,,,,sktime/sktime,,,,,,,
49,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-11-07 12:59:16.000000,2023-11-07 12:53:58,1758.0,35.0,2161.0,170.0,784.0,65.0,976.0,6472.0,Python Data. Leaflet.js Maps.,156.0,39,True,2023-11-06 17:34:10,0.15.0,25.0,folium,conda-forge/folium,,,,30794.0,30794.0,https://pypi.org/project/folium,816294.0,888617.0,https://anaconda.org/conda-forge/folium,2023-11-06 19:27:34.985,2459000.0,,,,,1.0,,,,,,,,,,,,,
50,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-11-16 10:40:31.000000,2023-11-15 16:29:39,1160.0,120.0,639.0,94.0,1089.0,101.0,963.0,6014.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",192.0,39,True,2023-10-30 14:12:25,0.24.1,36.0,accelerate,conda-forge/accelerate,,,['pytorch'],18168.0,18168.0,https://pypi.org/project/accelerate,7364979.0,7368440.0,https://anaconda.org/conda-forge/accelerate,2023-10-30 20:25:30.968,86549.0,,,,,1.0,,,,,,,,,,,,,
51,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2023-11-16 16:47:40.000000,2023-11-15 23:23:34,3977.0,224.0,527.0,81.0,2051.0,91.0,663.0,4882.0,Flax is a neural network library for JAX that is designed for flexibility.,208.0,39,True,2023-10-28 02:07:21,0.7.5,36.0,flax,conda-forge/flax,,,['jax'],4979.0,4979.0,https://pypi.org/project/flax,10093506.0,10094665.0,https://anaconda.org/conda-forge/flax,2023-11-09 02:38:30.298,37071.0,,,,,2.0,50.0,,,,,,,,,,,,
52,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-11-16 16:35:08.000000,2023-11-16 16:34:51,17725.0,199.0,1197.0,84.0,7577.0,417.0,4196.0,2401.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,357.0,39,True,2023-09-06 17:49:45,1.5.1,57.0,mne,conda-forge/mne,,,,3179.0,3179.0,https://pypi.org/project/mne,100189.0,108249.0,https://anaconda.org/conda-forge/mne,2023-09-06 18:39:29.631,338553.0,,,,,1.0,,,,,,,,,,,,,
53,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-11-16 17:56:08.000000,2023-11-16 13:41:41,38803.0,1018.0,26282.0,2034.0,43814.0,,,37198.0,Apache Spark Python API.,2974.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,26587542.0,26659136.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2935375.0,,,,,2.0,,,,,,,stable/spark,,,,,,
54,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-11-16 05:31:28.000000,2023-11-16 05:31:28,6115.0,37.0,6693.0,419.0,2771.0,987.0,7245.0,34584.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",150.0,38,True,2023-10-18 12:32:48,2.7.1,8.0,paddleocr,,,,['paddle'],1973.0,1973.0,https://pypi.org/project/paddleocr,94859.0,94859.0,,,,,,,,1.0,,,,,,,,,,,,,
55,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-11-16 06:50:19.000000,2023-10-12 07:43:04,2677.0,40.0,8089.0,376.0,3075.0,1066.0,6575.0,26113.0,OpenMMLab Detection Toolbox and Benchmark.,440.0,38,True,2023-10-12 07:45:00,3.2.0,52.0,mmdet,,,,['pytorch'],1901.0,1901.0,https://pypi.org/project/mmdet,167463.0,167463.0,,,,,,,,1.0,,-1.0,,,,,,,,,,,
56,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-11-16 17:54:09.000000,2023-11-16 12:34:41,18424.0,649.0,2365.0,348.0,17632.0,461.0,8851.0,24102.0,"A cloud-native vector database, storage for next generation AI applications.",259.0,38,True,2023-11-14 10:46:35,2.2.15,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,498506.0,655943.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-11-16 17:47:08.510095,37.0,7656345.0,1.0,51732.0,,,,,,,,,,,,
57,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6534.0,1075.0,11124.0,1805.0,7763.0,20644.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,38,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6851.0,6851.0,https://pypi.org/project/mxnet,340887.0,341328.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10444.0,,,,,2.0,26475.0,,,,,apache/mxnet,,,,,,,
58,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-11-16 11:34:33.000000,2023-11-14 17:33:48,3735.0,111.0,6621.0,398.0,5076.0,747.0,2276.0,14782.0,"Datasets, Transforms and Models specific to Computer Vision.",558.0,38,True,2023-11-15 22:18:12,0.16.1,36.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,9281671.0,9310987.0,https://anaconda.org/conda-forge/torchvision,2023-11-13 09:15:21.265,924675.0,,,,,1.0,33239.0,,,,,,,,,,,,
59,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-11-16 17:58:16.000000,2023-11-16 10:51:38,3586.0,271.0,2827.0,171.0,4140.0,319.0,2107.0,12437.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",281.0,38,True,2023-08-15 07:31:40,1.1.2,33.0,dgl,,,,,161.0,161.0,https://pypi.org/project/dgl,67025.0,67025.0,,,,,,,,1.0,,,,,,,,,,,,,
60,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-11-15 05:03:57.000000,2023-11-09 20:20:56,1079.0,40.0,1971.0,233.0,477.0,155.0,1017.0,10634.0,Download market data from Yahoo! Finances API.,94.0,38,True,2023-10-04 21:05:40,0.2.31,68.0,yfinance,ranaroussi/yfinance,,,,29503.0,29503.0,https://pypi.org/project/yfinance,1038053.0,1040982.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,82019.0,,,,,1.0,,-1.0,,,,,,,,,,,
61,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-11-15 12:46:26.000000,2023-11-14 09:00:13,2599.0,83.0,877.0,125.0,1692.0,228.0,599.0,8822.0,Geometric Computer Vision Library for AI.,242.0,38,True,2023-08-02 09:57:58,0.7.0,36.0,kornia,conda-forge/kornia,,,['pytorch'],7062.0,7062.0,https://pypi.org/project/kornia,2129055.0,2132142.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,107561.0,,,,,1.0,868.0,,,,,,,,,,,,
62,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-11-16 14:00:28.000000,2023-11-15 12:30:58,1743.0,50.0,633.0,119.0,541.0,266.0,580.0,7802.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,82.0,38,True,2023-11-14 19:06:30,0.15.0,81.0,tokenizers,conda-forge/tokenizers,,,,48811.0,48811.0,https://pypi.org/project/tokenizers,15375662.0,15409941.0,https://anaconda.org/conda-forge/tokenizers,2023-11-16 07:53:27.784,1371194.0,,,,,1.0,33.0,,,,,,,,,,,,
63,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-11-15 09:53:16.000000,2023-11-15 09:53:05,6075.0,95.0,1422.0,112.0,4028.0,391.0,700.0,4044.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",299.0,38,True,2023-09-08 09:07:53,4.9.3,31.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],15095.0,15095.0,https://pypi.org/project/tensorflow-datasets,1907747.0,1908578.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,24950.0,,,,,1.0,,,,,,,,,,,,,
64,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-11-08 03:51:58.000000,2023-10-29 21:14:26,2226.0,23.0,533.0,89.0,763.0,219.0,891.0,3490.0,Manipulation and analysis of geometric objects.,149.0,38,True,2023-10-12 20:37:13,2.0.2,27.0,shapely,conda-forge/shapely,,,,56000.0,56000.0,https://pypi.org/project/shapely,16613173.0,16835283.0,https://anaconda.org/conda-forge/shapely,2023-10-13 10:53:16.010,8658145.0,,,,,2.0,2682.0,,,,,,,,,,,,
65,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-11-13 22:06:59.000000,2023-11-07 06:46:07,3352.0,131.0,1013.0,135.0,2717.0,441.0,907.0,1953.0,A library for training and deploying machine learning models on Amazon SageMaker.,406.0,38,True,2023-11-07 06:46:10,2.197.0,160.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3232.0,3232.0,https://pypi.org/project/sagemaker,36177568.0,36195349.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-11-07 09:32:41.291,693460.0,,,,,2.0,,,,,,,,,,,,,
66,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-11-16 14:49:03.000000,2023-11-16 13:20:34,5595.0,138.0,681.0,57.0,4819.0,1166.0,2274.0,1496.0,A distributed task scheduler for Dask.,318.0,38,True,,,181.0,distributed,conda-forge/distributed,,,,31344.0,31344.0,https://pypi.org/project/distributed,4516307.0,4816534.0,https://anaconda.org/conda-forge/distributed,2023-11-10 22:39:02.890,12609567.0,,,,,2.0,,,,,,,,,,,,,
67,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-11-07 06:44:28.000000,2023-11-07 06:44:27,1514.0,18.0,266.0,32.0,472.0,86.0,485.0,1338.0,Python library for reading and writing image data.,108.0,38,True,2023-11-06 02:23:42,2.32.0,62.0,imageio,conda-forge/imageio,,,,106948.0,106948.0,https://pypi.org/project/imageio,17170833.0,17318173.0,https://anaconda.org/conda-forge/imageio,2023-10-09 12:27:51.214,5893073.0,,,,,1.0,891.0,,,,,,,,,,,,
68,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-11-16 17:43:12.000000,2023-11-16 16:52:13,4569.0,179.0,2380.0,226.0,650.0,28.0,771.0,22399.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",154.0,37,True,2023-11-16 16:53:08,0.20.6,93.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",587.0,587.0,https://pypi.org/project/tts,91322.0,142049.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,9943.0,,,,,1.0,1610578.0,4.0,,,,,,,,,,,
69,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2023-11-12 21:18:56.000000,2023-11-12 19:59:18,5761.0,147.0,1705.0,205.0,1163.0,45.0,2166.0,13229.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,250.0,37,True,2023-10-28 12:19:55,0.13.0,24.0,flair,conda-forge/python-flair,,,['pytorch'],2858.0,2858.0,https://pypi.org/project/flair,134733.0,135275.0,https://anaconda.org/conda-forge/python-flair,2023-07-23 11:04:16.024,21714.0,,,,,1.0,,,,,,,,,,,,,
70,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2023-11-16 17:53:51.000000,2023-11-16 16:17:43,2793.0,308.0,1433.0,116.0,2963.0,462.0,2233.0,11582.0,"LLM orchestration framework to build customizable, production-ready LLM applications. Connect components (models,..",218.0,37,True,2023-11-09 16:44:55,1.22.1,70.0,haystack,,,,,1026.0,1026.0,https://pypi.org/project/haystack,2425.0,2425.0,,,,,,,,1.0,23.0,,,,,,,,,,,,
71,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-11-16 10:06:26.000000,2023-11-02 08:01:34,1354.0,24.0,1536.0,150.0,731.0,195.0,547.0,11401.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,115.0,37,True,2023-10-24 11:33:51,4.6.1,52.0,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",1790.0,1790.0,https://pypi.org/project/ydata-profiling,936663.0,938195.0,https://anaconda.org/conda-forge/ydata-profiling,2023-10-24 17:06:03.188,13791.0,,,,,2.0,,,,,,,,,,,,,
72,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-10-07 03:22:11.000000,2023-07-11 16:23:35,1095.0,,1384.0,250.0,650.0,361.0,1018.0,11083.0,Video editing with Python.,160.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,30740.0,30740.0,https://pypi.org/project/moviepy,709712.0,712571.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,217323.0,,,,,2.0,,,,,,,,,,,,,
73,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-11-16 02:21:22.926000,2023-11-12 21:44:14,5034.0,112.0,1631.0,128.0,959.0,305.0,1886.0,7916.0,"An open-source, low-code machine learning library in Python.",129.0,37,True,2023-11-12 21:46:01,3.2.0,26.0,pycaret,conda-forge/pycaret,,,,4693.0,4693.0,https://pypi.org/project/pycaret,308449.0,309505.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,40592.0,,,,,1.0,671.0,,,,,,,,,,,,
74,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2023-11-16 17:37:57.000000,2023-11-14 16:39:39,9683.0,70.0,1759.0,231.0,3755.0,193.0,2935.0,7872.0,Bayesian Modeling in Python with MCMC and VI.,471.0,37,True,2023-11-12 10:34:43,5.9.2,73.0,pymc,conda-forge/pymc,,,,2277.0,2277.0,https://pypi.org/project/pymc,212768.0,219615.0,https://anaconda.org/conda-forge/pymc,2023-11-12 13:40:16.937,252732.0,,,,,1.0,1929.0,,,,,,,,,,,,
75,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2023-11-16 15:16:13.000000,2023-11-16 13:48:40,20032.0,547.0,1909.0,179.0,3157.0,190.0,2032.0,7361.0,End-to-End Speech Processing Toolkit.,398.0,37,True,2023-10-25 11:52:03,.202310,51.0,espnet,,,,,263.0,263.0,https://pypi.org/project/espnet,21748.0,21749.0,,,,,,,,1.0,79.0,,,,,,,,,,,,
76,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2023-11-16 17:55:39.000000,2023-11-16 14:10:36,9586.0,177.0,1143.0,125.0,1024.0,98.0,864.0,6828.0,A PyTorch-based Speech Toolkit.,223.0,37,True,2023-07-22 18:07:47,0.5.15,9.0,speechbrain,,,,['pytorch'],1146.0,1146.0,https://pypi.org/project/speechbrain,155335.0,155335.0,,,,,,,,1.0,,,,,,,,,,,,,
77,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-11-16 17:38:26.000000,2023-11-16 12:01:47,2689.0,302.0,254.0,23.0,2470.0,230.0,1432.0,2614.0,Argilla: the open-source feedback platform for LLMs.,73.0,37,True,2023-11-13 12:57:09,1.19.0,100.0,argilla,,,,,2046.0,2046.0,https://pypi.org/project/argilla,781444.0,781444.0,,,,,,,,1.0,,,,,,,,,,,,,
78,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-11-16 16:56:58.000000,2023-11-15 23:43:14,5936.0,250.0,2462.0,306.0,3907.0,672.0,3048.0,28493.0,Streamlit A faster way to build and share data apps.,204.0,36,True,2023-11-13 20:42:41,1.28.2,69.0,streamlit,,,,,,,https://pypi.org/project/streamlit,2713094.0,2713094.0,,,,,,,,2.0,,-5.0,,,,,,,,,,,
79,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-11-15 16:19:41.000000,2023-10-10 17:36:53,2318.0,5.0,5909.0,423.0,1316.0,1028.0,3025.0,28003.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,420.0,36,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],2285.0,2285.0,https://pypi.org/project/fairseq,381946.0,383348.0,https://anaconda.org/conda-forge/fairseq,2023-06-16 19:21:01.221,55937.0,,,,,2.0,324.0,,,,,,,,,,,,
80,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-11-16 07:46:36.000000,2023-11-15 19:19:02,911.0,41.0,3100.0,469.0,818.0,374.0,1850.0,25396.0,A library for efficient similarity search and clustering of dense vectors.,142.0,36,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,3254.0,3254.0,https://pypi.org/project/pymilvus,498506.0,521812.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,978892.0,,,,,2.0,,,,,,,,,,,,,
