,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
42,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-11-30 16:50:11.000000,2023-11-29 14:40:08,32592.0,108.0,4321.0,352.0,6292.0,1.0,6641.0,17271.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",591.0,40,True,2023-11-20 09:36:12,3.6.14,100.0,rasa,,,,['tensorflow'],3797.0,3797.0,https://pypi.org/project/rasa,137131.0,137131.0,,,,,,,,1.0,,,,,,,,,,,,,
43,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-11-01 12:33:08.000000,2023-10-01 14:51:00,4509.0,3.0,4150.0,433.0,1681.0,375.0,1444.0,14817.0,Topic Modelling for Humans.,447.0,40,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,52923.0,52923.0,https://pypi.org/project/gensim,3937766.0,3974685.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1179934.0,,,,,1.0,4540.0,piskvorky/gensim,,,,,,,,,,,
44,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-11-29 15:22:52.000000,2023-11-29 06:20:46,9081.0,128.0,1096.0,137.0,5261.0,578.0,3942.0,12532.0,ML Experiments Management with Git.,289.0,40,True,2023-11-28 20:21:15,3.30.3,282.0,dvc,conda-forge/dvc,,,,10817.0,10817.0,https://pypi.org/project/dvc,845388.0,891526.0,https://anaconda.org/conda-forge/dvc,2023-11-28 23:42:47.970,1735262.0,,,,,2.0,45789.0,,,,,,,dvc,dvc,dvc,,,
45,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-11-28 14:10:37.000000,2023-11-20 21:54:26,1832.0,44.0,830.0,106.0,1481.0,361.0,1155.0,3946.0,Python tools for geographic data.,213.0,40,True,2023-11-11 09:30:40,0.14.1,33.0,geopandas,conda-forge/geopandas,,,['pandas'],28495.0,28495.0,https://pypi.org/project/geopandas,6448337.0,6529176.0,https://anaconda.org/conda-forge/geopandas,2023-11-11 14:20:49.573,3313382.0,,,,,1.0,2228.0,,,,,,,,,,,,
46,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-11-26 13:08:54.000000,2023-11-26 13:08:54,1086.0,45.0,1982.0,234.0,478.0,156.0,1024.0,10737.0,Download market data from Yahoo! Finances API.,94.0,39,True,2023-11-18 12:58:00,0.2.32,69.0,yfinance,ranaroussi/yfinance,,,,30073.0,30073.0,https://pypi.org/project/yfinance,1061447.0,1064389.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,82402.0,,,,,1.0,,,,,,,,,,,,,
47,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-11-30 06:36:15.000000,2023-11-28 05:39:37,16815.0,408.0,895.0,121.0,3336.0,83.0,1458.0,8959.0,A hyperparameter optimization framework.,257.0,39,True,2023-10-17 07:04:18,3.4.0,61.0,optuna,conda-forge/optuna,,,,10946.0,10946.0,https://pypi.org/project/optuna,2073323.0,2087395.0,https://anaconda.org/conda-forge/optuna,2023-10-20 10:10:01.680,576985.0,,,,,1.0,,,,,,,,,,,,,
48,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-11-30 17:13:30.000000,2023-11-30 17:13:26,46958.0,535.0,1113.0,198.0,373.0,517.0,1643.0,7480.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1185.0,39,True,2023-09-19 20:01:10,1.2.2,84.0,catboost,conda-forge/catboost,,,,11.0,11.0,https://pypi.org/project/catboost,2003670.0,2045875.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1423385.0,,,,,2.0,197424.0,,,,,,,,,,,,
49,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-11-30 14:55:42.000000,2023-11-29 04:53:52,4074.0,220.0,1147.0,104.0,3190.0,720.0,1308.0,7045.0,A unified framework for machine learning with time series.,305.0,39,True,2023-11-05 18:26:59,0.24.1,55.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1920.0,1920.0,https://pypi.org/project/sktime,767148.0,800075.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-11-06 08:49:23.870,921938.0,,,,,1.0,84.0,sktime/sktime,,,,,,,,,,,
50,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-11-29 06:14:41.000000,2023-11-27 14:07:15,1762.0,39.0,2162.0,168.0,789.0,65.0,981.0,6486.0,Python Data. Leaflet.js Maps.,156.0,39,True,2023-11-06 17:34:10,0.15.0,25.0,folium,conda-forge/folium,,,,31361.0,31361.0,https://pypi.org/project/folium,851955.0,924717.0,https://anaconda.org/conda-forge/folium,2023-11-06 19:27:34.985,2473941.0,,,,,1.0,,,,,,,,,,,,,
51,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-11-30 14:18:28.000000,2023-11-30 14:18:28,1183.0,115.0,647.0,96.0,1101.0,105.0,987.0,6077.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",198.0,39,True,2023-10-30 14:12:25,0.24.1,36.0,accelerate,conda-forge/accelerate,,,['pytorch'],19315.0,19315.0,https://pypi.org/project/accelerate,7653041.0,7656586.0,https://anaconda.org/conda-forge/accelerate,2023-10-30 20:25:30.968,88631.0,,,,,1.0,,,,,,,,,,,,,
52,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2023-11-30 16:34:43.000000,2023-11-30 14:40:06,4013.0,244.0,536.0,82.0,2075.0,96.0,664.0,4944.0,Flax is a neural network library for JAX that is designed for flexibility.,212.0,39,True,2023-10-28 02:07:21,0.7.5,36.0,flax,conda-forge/flax,,,['jax'],5155.0,5155.0,https://pypi.org/project/flax,9903000.0,9904175.0,https://anaconda.org/conda-forge/flax,2023-11-09 02:38:30.298,37571.0,,,,,2.0,50.0,,,,,,,,,,,,
53,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-11-30 17:44:49.000000,2023-11-29 17:15:19,17748.0,191.0,1197.0,84.0,7600.0,421.0,4199.0,2408.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,358.0,39,True,2023-11-20 20:23:33,1.6.0,58.0,mne,conda-forge/mne,,,,3230.0,3230.0,https://pypi.org/project/mne,94207.0,102306.0,https://anaconda.org/conda-forge/mne,2023-11-20 22:22:01.653,340190.0,,,,,1.0,,,,,,,,,,,,,
54,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-11-30 17:39:24.000000,2023-11-30 09:14:59,39003.0,1043.0,26328.0,2032.0,44065.0,,,37294.0,Apache Spark Python API.,2981.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,26614507.0,26686306.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2943782.0,,,,,2.0,,,,,,,stable/spark,,,,,,
55,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-11-30 04:32:17.000000,2023-11-22 10:55:49,6118.0,27.0,6752.0,417.0,2782.0,1031.0,7246.0,34875.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",150.0,38,True,2023-10-18 12:32:48,2.7.1,8.0,paddleocr,,,,['paddle'],2015.0,2015.0,https://pypi.org/project/paddleocr,99495.0,99495.0,,,,,,,,1.0,,,,,,,,,,,,,
56,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-11-30 16:48:47.000000,2023-10-12 07:43:04,2677.0,32.0,8091.0,377.0,3081.0,1099.0,6579.0,26246.0,OpenMMLab Detection Toolbox and Benchmark.,440.0,38,True,2023-10-12 07:45:00,3.2.0,52.0,mmdet,,,,['pytorch'],1943.0,1943.0,https://pypi.org/project/mmdet,172266.0,172266.0,,,,,,,,1.0,,,,,,,,,,,,,
57,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-11-30 15:06:06.000000,2023-11-30 10:42:32,18537.0,655.0,2380.0,345.0,17836.0,493.0,8947.0,24337.0,"A cloud-native vector database, storage for next generation AI applications.",259.0,38,True,2023-11-27 11:34:34,2.2.16,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,521145.0,690329.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-11-30 14:09:34.718223,38.0,8227641.0,1.0,55594.0,,,,,,,,,,,,
58,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6534.0,1075.0,11124.0,1805.0,7763.0,20650.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,38,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6881.0,6881.0,https://pypi.org/project/mxnet,330559.0,331000.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10474.0,,,,,2.0,26491.0,apache/mxnet,,,,,,,,,,,
59,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-11-30 11:34:29.000000,2023-11-23 18:59:42,3743.0,78.0,6626.0,397.0,5088.0,749.0,2279.0,14827.0,"Datasets, Transforms and Models specific to Computer Vision.",559.0,38,True,2023-11-15 22:18:12,0.16.1,36.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,9746283.0,9775858.0,https://anaconda.org/conda-forge/torchvision,2023-11-29 04:14:14.487,932665.0,,,,,1.0,33993.0,,,,,,,,,,,,
60,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-11-30 16:09:19.000000,2023-11-30 04:54:11,3645.0,277.0,2827.0,171.0,4201.0,320.0,2118.0,12491.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",281.0,38,True,2023-08-15 07:31:40,1.1.2,33.0,dgl,,,,,165.0,165.0,https://pypi.org/project/dgl,68207.0,68207.0,,,,,,,,1.0,,,,,,,,,,,,,
61,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-11-30 12:56:49.000000,2023-11-30 12:56:49,2609.0,84.0,880.0,126.0,1701.0,230.0,600.0,8856.0,Geometric Computer Vision Library for AI.,244.0,38,True,2023-08-02 09:57:58,0.7.0,36.0,kornia,conda-forge/kornia,,,['pytorch'],7272.0,7272.0,https://pypi.org/project/kornia,2007608.0,2010729.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,108776.0,,,,,1.0,873.0,,,,,,,,,,,,
62,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2023-11-30 16:06:54.000000,2023-11-30 09:58:53,27997.0,479.0,693.0,126.0,5948.0,466.0,1591.0,7363.0,NumPy & SciPy for GPU.,354.0,38,True,2023-08-08 08:41:11,12.2.0,100.0,cupy,conda-forge/cupy,cupy/cupy,,,1807.0,1807.0,https://pypi.org/project/cupy,23266.0,103123.0,https://anaconda.org/conda-forge/cupy,2023-11-17 17:55:28.142,3210479.0,https://hub.docker.com/r/cupy/cupy,2023-08-15 12:32:31.435488,11.0,58201.0,1.0,166311.0,,30.0,,,,,,,,,,
63,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-11-29 12:52:35.000000,2023-11-29 12:52:28,6093.0,106.0,1427.0,112.0,4050.0,391.0,700.0,4048.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",300.0,38,True,2023-09-08 09:07:53,4.9.3,31.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],15296.0,15296.0,https://pypi.org/project/tensorflow-datasets,1597886.0,1598726.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,25212.0,,,,,1.0,,,,,,,,,,,,,
64,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-11-29 21:15:21.000000,2023-11-17 01:53:41,2227.0,23.0,535.0,89.0,769.0,218.0,894.0,3502.0,Manipulation and analysis of geometric objects.,149.0,38,True,2023-10-12 20:37:13,2.0.2,27.0,shapely,conda-forge/shapely,,,,56942.0,56942.0,https://pypi.org/project/shapely,16292860.0,16515935.0,https://anaconda.org/conda-forge/shapely,2023-11-23 18:52:59.047,8695663.0,,,,,2.0,2755.0,,,,,,,,,,,,
65,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-11-30 15:55:46.000000,2023-11-30 02:10:36,3385.0,145.0,1014.0,135.0,2733.0,439.0,915.0,1967.0,A library for training and deploying machine learning models on Amazon SageMaker.,408.0,38,True,2023-11-30 02:10:39,2.199.0,161.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3294.0,3294.0,https://pypi.org/project/sagemaker,36232272.0,36250100.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-11-27 10:45:24.319,695298.0,,,,,2.0,,,,,,,,,,,,,
66,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-11-30 18:03:37.000000,2023-11-29 21:31:50,5611.0,137.0,682.0,56.0,4835.0,1172.0,2276.0,1498.0,A distributed task scheduler for Dask.,318.0,38,True,,,181.0,distributed,conda-forge/distributed,,,,31604.0,31604.0,https://pypi.org/project/distributed,4019582.0,4321581.0,https://anaconda.org/conda-forge/distributed,2023-11-10 22:39:02.890,12683984.0,,,,,2.0,,,,,,,,,,,,,
67,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-11-29 07:32:05.000000,2023-11-29 07:32:05,1517.0,17.0,268.0,32.0,474.0,89.0,485.0,1341.0,Python library for reading and writing image data.,108.0,38,True,2023-11-20 02:26:19,2.33.0,63.0,imageio,conda-forge/imageio,,,,108460.0,108460.0,https://pypi.org/project/imageio,16892212.0,17040123.0,https://anaconda.org/conda-forge/imageio,2023-10-09 12:27:51.214,5915870.0,,,,,1.0,911.0,,,,,,,,,,,,
68,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2023-11-12 21:18:56.000000,2023-11-12 19:59:18,5761.0,140.0,1705.0,205.0,1163.0,49.0,2167.0,13254.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,250.0,37,True,2023-10-28 12:19:55,0.13.0,24.0,flair,conda-forge/python-flair,,,['pytorch'],2886.0,2886.0,https://pypi.org/project/flair,159337.0,159882.0,https://anaconda.org/conda-forge/python-flair,2023-07-23 11:04:16.024,21819.0,,,,,1.0,,,,,,,,,,,,,
69,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-11-29 03:49:28.000000,2023-11-29 03:47:55,1357.0,27.0,1548.0,151.0,733.0,197.0,547.0,11492.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,115.0,37,True,2023-11-22 10:29:16,4.6.2,53.0,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",1894.0,1894.0,https://pypi.org/project/ydata-profiling,935785.0,937385.0,https://anaconda.org/conda-forge/ydata-profiling,2023-11-22 12:34:14.030,14404.0,,,,,2.0,8.0,,,,,,,,,,,,
70,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-11-23 08:57:29.000000,2023-07-11 16:23:35,1095.0,,1390.0,250.0,652.0,363.0,1020.0,11144.0,Video editing with Python.,160.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,31295.0,31295.0,https://pypi.org/project/moviepy,711112.0,713982.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,218140.0,,,,,2.0,,,,,,,,,,,,,
71,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-11-30 17:44:43.000000,2023-11-30 17:14:13,5054.0,117.0,1636.0,129.0,963.0,301.0,1894.0,7970.0,"An open-source, low-code machine learning library in Python.",129.0,37,True,2023-11-12 21:46:01,3.2.0,26.0,pycaret,conda-forge/pycaret,,,,4780.0,4780.0,https://pypi.org/project/pycaret,304031.0,305095.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,40900.0,,,,,1.0,674.0,,,,,,,,,,,,
72,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2023-11-30 15:40:32.000000,2023-11-29 13:18:22,9702.0,84.0,1769.0,230.0,3770.0,192.0,2944.0,7892.0,Bayesian Modeling and Probabilistic Programming in Python.,474.0,37,True,2023-11-25 07:47:10,5.10.0,74.0,pymc,conda-forge/pymc,,,,2370.0,2370.0,https://pypi.org/project/pymc,186918.0,193809.0,https://anaconda.org/conda-forge/pymc,2023-11-25 09:59:47.477,254370.0,,,,,1.0,1929.0,,,,,,,,,,,,
73,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-11-21 19:46:32.000000,2023-11-20 08:56:29,1744.0,35.0,639.0,121.0,542.0,271.0,581.0,7848.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,82.0,37,True,2023-11-14 19:06:30,0.15.0,81.0,tokenizers,conda-forge/tokenizers,,,,50629.0,50629.0,https://pypi.org/project/tokenizers,15391274.0,15425789.0,https://anaconda.org/conda-forge/tokenizers,2023-11-16 07:53:27.784,1380608.0,,,,,1.0,33.0,,,,,,,,,,,,
74,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2023-11-30 14:35:05.000000,2023-11-29 01:13:58,20087.0,572.0,1911.0,179.0,3166.0,197.0,2038.0,7405.0,End-to-End Speech Processing Toolkit.,398.0,37,True,2023-10-25 11:52:03,.202310,51.0,espnet,,,,,267.0,267.0,https://pypi.org/project/espnet,19916.0,19917.0,,,,,,,,1.0,79.0,,,,,,,,,,,,
75,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2023-11-30 16:42:30.000000,2023-11-29 16:54:56,9599.0,172.0,1149.0,124.0,1046.0,100.0,869.0,6890.0,A PyTorch-based Speech Toolkit.,224.0,37,True,2023-11-22 02:28:28,0.5.16,10.0,speechbrain,,,,['pytorch'],1225.0,1225.0,https://pypi.org/project/speechbrain,162932.0,162932.0,,,,,,,,1.0,,,,,,,,,,,,,
76,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-11-30 17:10:37.000000,2023-11-30 14:42:35,2727.0,277.0,260.0,23.0,2518.0,210.0,1497.0,2643.0,Argilla: the open-source feedback platform for LLMs.,74.0,37,True,2023-11-30 14:11:25,1.20.0,100.0,argilla,,,,,2089.0,2089.0,https://pypi.org/project/argilla,852703.0,852703.0,,,,,,,,1.0,,,,,,,,,,,,,
77,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-11-30 17:57:52.000000,2023-11-29 23:33:35,5960.0,242.0,2500.0,305.0,3944.0,681.0,3060.0,28747.0,Streamlit A faster way to build and share data apps.,210.0,36,True,2023-11-13 20:42:41,1.28.2,69.0,streamlit,,,,,,,https://pypi.org/project/streamlit,2888558.0,2888558.0,,,,,,,,2.0,,,,,,,,,,,,,
78,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-11-26 18:31:40.000000,2023-10-10 17:36:53,2318.0,5.0,5926.0,421.0,1318.0,1034.0,3027.0,28125.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,420.0,36,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],2355.0,2355.0,https://pypi.org/project/fairseq,361743.0,363158.0,https://anaconda.org/conda-forge/fairseq,2023-06-16 19:21:01.221,56479.0,,,,,2.0,324.0,,,,,,,,,,,,
79,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-11-30 00:42:03.000000,2023-11-30 00:38:08,919.0,41.0,3115.0,468.0,830.0,373.0,1854.0,25623.0,A library for efficient similarity search and clustering of dense vectors.,145.0,36,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,3279.0,3279.0,https://pypi.org/project/pymilvus,521145.0,544599.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,985081.0,,,,,2.0,,,,,,,,,,,,,
80,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2023-11-27 07:34:13.000000,2023-08-21 03:59:26,1627.0,,2781.0,380.0,456.0,6.0,1797.0,14052.0,Python Echarts Plotting Library.,39.0,36,True,2023-08-21 08:24:32,2.0.4,3.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3633.0,3633.0,https://pypi.org/project/pyecharts,152631.0,152631.0,,,,,,,,2.0,,,,,,,,,,,,,
