,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,snap_id
42,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2024-01-04 17:14:59.000000,2024-01-04 00:49:52,6035.0,169.0,568.0,55.0,3881.0,810.0,2098.0,7656.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,168.0,40,True,2023-12-05 18:58:08,0.16.1,100.0,wandb,conda-forge/wandb,,,,35848.0,35848.0,https://pypi.org/project/wandb,10395862.0,10406301.0,https://anaconda.org/conda-forge/wandb,2023-12-05 22:51:30.208,438475.0,,,,,2.0,,wandb/wandb,,,,,,,,,,,
43,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-01-04 04:09:20.000000,2023-10-12 07:43:04,2677.0,11.0,8151.0,376.0,3095.0,1176.0,6598.0,26616.0,OpenMMLab Detection Toolbox and Benchmark.,440.0,39,True,2023-10-12 07:45:00,3.2.0,52.0,mmdet,,,,['pytorch'],2035.0,2035.0,https://pypi.org/project/mmdet,145637.0,145637.0,,,,,,,,1.0,,,,,,,,,,,,,
44,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-12-30 21:17:29.000000,2023-12-02 00:09:58,2731.0,26.0,7278.0,620.0,2215.0,183.0,1582.0,25038.0,The fastai deep learning library.,245.0,39,True,2023-10-15 04:03:45,2.7.13,50.0,fastai,,,,['pytorch'],15812.0,15812.0,https://pypi.org/project/fastai,362948.0,362948.0,,,,,,,,2.0,,,,,,,,,,,,,
45,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2024-01-01 00:28:18.000000,2023-12-16 18:16:41,7091.0,41.0,1906.0,414.0,1006.0,768.0,849.0,19885.0,Data Apps & Dashboards for Python. No JavaScript Required.,143.0,39,True,2023-11-28 00:56:54,2.14.2,103.0,dash,conda-forge/dash,,,,56504.0,56504.0,https://pypi.org/project/dash,2043152.0,2070353.0,https://anaconda.org/conda-forge/dash,2023-11-28 06:37:33.255,1169674.0,,,,,2.0,44.0,,,,,,,,,,,,
46,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2024-01-04 05:27:16.000000,2024-01-04 05:27:15,16850.0,243.0,904.0,121.0,3357.0,78.0,1477.0,9089.0,A hyperparameter optimization framework.,255.0,39,True,2023-12-11 05:04:29,3.5.0,62.0,optuna,conda-forge/optuna,,,,11600.0,11600.0,https://pypi.org/project/optuna,1982552.0,1996480.0,https://anaconda.org/conda-forge/optuna,2023-12-11 08:40:18.727,598917.0,,,,,1.0,,,,,,,,,,,,,
47,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-01-04 04:09:59.000000,2024-01-04 04:09:56,47144.0,503.0,1115.0,198.0,374.0,529.0,1648.0,7525.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1193.0,39,True,2023-09-19 20:01:10,1.2.2,84.0,catboost,conda-forge/catboost,,,,12.0,12.0,https://pypi.org/project/catboost,1612349.0,1652757.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1432086.0,,,,,2.0,206889.0,,,,,,,,,,,,
48,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-01-04 16:54:20.000000,2024-01-04 15:57:27,4145.0,209.0,1157.0,102.0,3268.0,736.0,1325.0,7126.0,A unified framework for machine learning with time series.,314.0,39,True,2023-12-26 18:13:16,0.25.0,57.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],2039.0,2039.0,https://pypi.org/project/sktime,696460.0,727312.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-12-27 11:05:10.395,925530.0,,,,,1.0,84.0,sktime/sktime,,,,,,,,,,,
49,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-01-03 10:29:46.000000,2024-01-02 16:42:29,1775.0,31.0,2168.0,167.0,798.0,65.0,987.0,6526.0,Python Data. Leaflet.js Maps.,159.0,39,True,2023-12-04 11:11:32,0.15.1,26.0,folium,conda-forge/folium,,,,32634.0,32634.0,https://pypi.org/project/folium,718699.0,788235.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2503325.0,,,,,1.0,,,,,,,,,,,,,
50,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-01-04 14:37:14.000000,2023-12-28 18:29:26,1215.0,111.0,675.0,94.0,1147.0,96.0,1053.0,6283.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",203.0,39,True,2023-12-01 15:24:43,0.25.0,37.0,accelerate,conda-forge/accelerate,,,['pytorch'],22333.0,22333.0,https://pypi.org/project/accelerate,6628280.0,6631773.0,https://anaconda.org/conda-forge/accelerate,2023-12-01 17:19:39.752,94325.0,,,,,1.0,,,,,,,,,,,,,
51,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-01-04 18:02:14.000000,2024-01-04 18:02:13,1851.0,41.0,840.0,107.0,1498.0,368.0,1163.0,3992.0,Python tools for geographic data.,215.0,39,True,2023-11-11 09:30:40,0.14.1,33.0,geopandas,conda-forge/geopandas,,,['pandas'],29877.0,29877.0,https://pypi.org/project/geopandas,5574121.0,5651991.0,https://anaconda.org/conda-forge/geopandas,2023-11-11 14:20:49.573,3347314.0,,,,,1.0,2363.0,,,,,,,,,,,,
52,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-01-04 17:47:42.000000,2024-01-02 21:22:57,3454.0,163.0,1025.0,132.0,2785.0,234.0,1140.0,1993.0,A library for training and deploying machine learning models on Amazon SageMaker.,417.0,39,True,2023-12-28 23:57:48,2.203.0,161.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3424.0,3424.0,https://pypi.org/project/sagemaker,51066422.0,51083521.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-11-27 10:45:24.319,701079.0,,,,,2.0,,,,,,,,,,,,,
53,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2024-01-04 15:19:53.000000,2024-01-04 15:19:22,39417.0,1071.0,26385.0,2033.0,44569.0,,,37515.0,Apache Spark Python API.,2994.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,27397311.0,27466186.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2961658.0,,,,,2.0,,,,,,,,,,stable/spark,,,
54,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-01-04 03:17:00.000000,2024-01-02 02:55:36,6124.0,18.0,6834.0,415.0,2809.0,1089.0,7294.0,35588.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",152.0,38,True,2023-10-18 12:32:48,2.7.1,8.0,paddleocr,,,,['paddle'],2120.0,2120.0,https://pypi.org/project/paddleocr,108427.0,108427.0,,,,,,,,1.0,,,,,,,,,,,,,
55,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-01-04 16:59:59.000000,2024-01-04 12:50:46,18770.0,668.0,2413.0,343.0,18353.0,443.0,9250.0,24935.0,"A cloud-native vector database, storage for next generation AI applications.",261.0,38,True,2024-01-02 09:56:50,2.3.4,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,377318.0,575975.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-01-04 12:25:33.000990,38.0,10095280.0,1.0,63239.0,,,,,,,,,,,,
56,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-01-04 16:49:33.000000,2023-12-28 12:12:57,3766.0,58.0,6648.0,397.0,5125.0,754.0,2298.0,14975.0,"Datasets, Transforms and Models specific to Computer Vision.",564.0,38,True,2023-12-15 02:04:19,0.16.2,37.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,9655099.0,9683549.0,https://anaconda.org/conda-forge/torchvision,2023-12-13 18:56:48.112,952435.0,,,,,1.0,35540.0,,,,,,,,,,,,
57,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-01-04 12:58:00.000000,2023-12-18 15:04:52,1291.0,76.0,2154.0,129.0,298.0,985.0,830.0,12773.0,Multilingual Sentence & Image Embeddings with BERT.,130.0,38,True,2022-06-26 19:52:06,2.2.2,32.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],21626.0,21626.0,https://pypi.org/project/sentence-transformers,2754759.0,2759556.0,https://anaconda.org/conda-forge/sentence-transformers,2023-06-16 19:21:44.846,191900.0,,,,,1.0,,,,,,,,,,,,,
58,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-01-04 15:06:35.000000,2024-01-04 08:28:49,3825.0,368.0,2831.0,169.0,4385.0,347.0,2156.0,12609.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",283.0,38,True,2023-12-11 09:43:07,1.1.3,34.0,dgl,,,,,175.0,175.0,https://pypi.org/project/dgl,66208.0,66208.0,,,,,,,,1.0,,,,,,,,,,,,,
59,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-01-03 14:49:35.000000,2023-12-16 13:36:40,1094.0,18.0,2028.0,237.0,513.0,154.0,1048.0,10977.0,Download market data from Yahoo! Finances API.,96.0,38,True,2023-12-06 19:50:39,0.2.33,70.0,yfinance,ranaroussi/yfinance,,,,31463.0,31463.0,https://pypi.org/project/yfinance,1110296.0,1113093.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,83924.0,,,,,1.0,,,,,,,,,,,,,
60,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-01-03 11:56:15.000000,2024-01-03 11:56:14,2624.0,59.0,889.0,126.0,1718.0,242.0,602.0,8977.0,Geometric Computer Vision Library for AI.,245.0,38,True,2023-12-27 10:47:21,0.7.1,37.0,kornia,conda-forge/kornia,,,['pytorch'],7829.0,7829.0,https://pypi.org/project/kornia,1927719.0,1930728.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,110837.0,,,,,1.0,887.0,,,,,,,,,,,,
61,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-01-04 15:40:39.000000,2024-01-04 15:40:33,4094.0,238.0,547.0,82.0,2129.0,100.0,674.0,5081.0,Flax is a neural network library for JAX that is designed for flexibility.,214.0,38,True,2023-10-28 02:07:21,0.7.5,36.0,flax,conda-forge/flax,,,['jax'],5580.0,5580.0,https://pypi.org/project/flax,2888424.0,2889559.0,https://anaconda.org/conda-forge/flax,2023-11-09 02:38:30.298,38559.0,,,,,2.0,50.0,,,,,,,,,,,,
62,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-01-03 19:35:57.000000,2024-01-03 11:11:28,6130.0,100.0,1435.0,109.0,4102.0,395.0,701.0,4083.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",301.0,38,True,2023-12-18 13:28:11,4.9.4,32.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],15786.0,15786.0,https://pypi.org/project/tensorflow-datasets,2107447.0,2108250.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,25721.0,,,,,1.0,,,,,,,,,,,,,
63,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-01-04 10:22:14.000000,2024-01-04 10:02:48,2233.0,22.0,539.0,88.0,777.0,228.0,895.0,3543.0,Manipulation and analysis of geometric objects.,151.0,38,True,2023-10-12 20:37:13,2.0.2,27.0,shapely,conda-forge/shapely,,,,59294.0,59294.0,https://pypi.org/project/shapely,14847842.0,15061906.0,https://anaconda.org/conda-forge/shapely,2023-11-23 18:52:59.047,8772319.0,,,,,2.0,2844.0,,,,,,,,,,,,
64,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-01-04 17:07:57.000000,2024-01-04 15:31:19,17796.0,140.0,1197.0,84.0,7655.0,435.0,4215.0,2432.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,360.0,38,True,2023-11-20 20:23:33,1.6.0,58.0,mne,conda-forge/mne,,,,3346.0,3346.0,https://pypi.org/project/mne,80691.0,88493.0,https://anaconda.org/conda-forge/mne,2023-11-20 22:22:01.653,343305.0,,,,,1.0,,,,,,,,,,,,,
65,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-01-04 13:38:09.000000,2024-01-04 13:38:09,5646.0,118.0,683.0,56.0,4868.0,1181.0,2293.0,1513.0,A distributed task scheduler for Dask.,319.0,38,True,,,183.0,distributed,conda-forge/distributed,,,,32155.0,32155.0,https://pypi.org/project/distributed,3305864.0,3597240.0,https://anaconda.org/conda-forge/distributed,2023-12-15 21:59:40.423,12820555.0,,,,,2.0,,,,,,,,,,,,,
66,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-12-14 16:43:19.109000,2023-12-11 02:26:35,1519.0,12.0,270.0,32.0,475.0,88.0,488.0,1357.0,Python library for reading and writing image data.,109.0,38,True,2023-12-11 02:26:46,2.33.1,64.0,imageio,conda-forge/imageio,,,,112115.0,112115.0,https://pypi.org/project/imageio,18595392.0,18737586.0,https://anaconda.org/conda-forge/imageio,2023-12-14 16:43:19.109,5971529.0,,,,,1.0,944.0,,,,,,,,,,,,
67,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-01-03 22:57:14.000000,2024-01-03 22:53:08,941.0,44.0,3158.0,470.0,840.0,388.0,1862.0,26099.0,A library for efficient similarity search and clustering of dense vectors.,150.0,37,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,3345.0,3345.0,https://pypi.org/project/pymilvus,377318.0,400033.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,999485.0,,,,,2.0,,,,,,,,,,,,,
68,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6536.0,1074.0,11124.0,1805.0,7763.0,20660.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,37,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6963.0,6963.0,https://pypi.org/project/mxnet,382130.0,382562.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10546.0,,,,,2.0,26525.0,apache/mxnet,,,,,,,,,,,
69,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2024-01-02 11:47:15.000000,2023-12-18 06:57:31,5779.0,86.0,1707.0,204.0,1168.0,48.0,2172.0,13325.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,251.0,37,True,2023-12-18 09:29:22,0.13.1,25.0,flair,conda-forge/python-flair,,,['pytorch'],2960.0,2960.0,https://pypi.org/project/flair,109819.0,110346.0,https://anaconda.org/conda-forge/python-flair,2023-12-21 22:57:06.478,22170.0,,,,,1.0,,,,,,,,,,,,,
70,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-01-03 00:05:53.000000,2023-12-15 00:57:55,1368.0,38.0,1566.0,149.0,740.0,199.0,551.0,11636.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,117.0,37,True,2023-12-05 15:38:30,4.6.3,54.0,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",2157.0,2157.0,https://pypi.org/project/ydata-profiling,840925.0,842328.0,https://anaconda.org/conda-forge/ydata-profiling,2023-12-05 18:31:30.252,15439.0,,,,,2.0,27.0,,,,,,,,,,,,
71,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-12-16 19:38:47.000000,2023-07-11 16:23:35,1095.0,,1400.0,256.0,654.0,370.0,1023.0,11267.0,Video editing with Python.,160.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,32658.0,32658.0,https://pypi.org/project/moviepy,658647.0,661466.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,219944.0,,,,,2.0,,,,,,,,,,,,,
72,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2024-01-04 16:29:21.000000,2023-12-14 21:02:15,5074.0,93.0,1651.0,131.0,971.0,313.0,1906.0,8067.0,"An open-source, low-code machine learning library in Python.",131.0,37,True,2023-11-12 21:46:01,3.2.0,26.0,pycaret,conda-forge/pycaret,,,,4950.0,4950.0,https://pypi.org/project/pycaret,262293.0,263323.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,41574.0,,,,,1.0,679.0,,,,,,,,,,,,
73,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-01-03 09:25:08.000000,2024-01-03 09:25:07,1748.0,12.0,648.0,118.0,548.0,244.0,624.0,7984.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,83.0,37,True,2023-11-14 19:06:30,0.15.0,81.0,tokenizers,conda-forge/tokenizers,,,,55189.0,55189.0,https://pypi.org/project/tokenizers,14702427.0,14735883.0,https://anaconda.org/conda-forge/tokenizers,2023-12-12 19:20:02.639,1405162.0,,,,,1.0,33.0,,,,,,,,,,,,
74,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2024-01-03 06:55:29.000000,2024-01-02 10:43:49,9715.0,65.0,1793.0,227.0,3790.0,204.0,2952.0,7958.0,Bayesian Modeling and Probabilistic Programming in Python.,474.0,37,True,2023-12-21 11:15:57,5.10.3,77.0,pymc,conda-forge/pymc,,,,2560.0,2560.0,https://pypi.org/project/pymc,150939.0,157571.0,https://anaconda.org/conda-forge/pymc,2023-12-22 01:36:19.712,257985.0,,,,,1.0,1935.0,,,,,,,,,,,,
75,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2024-01-04 13:40:44.000000,2024-01-04 10:53:42,20278.0,497.0,1928.0,179.0,3185.0,202.0,2046.0,7494.0,End-to-End Speech Processing Toolkit.,398.0,37,True,2023-10-25 11:52:03,.202310,51.0,espnet,,,,,279.0,279.0,https://pypi.org/project/espnet,17057.0,17058.0,,,,,,,,1.0,79.0,,,,,,,,,,,,
76,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2024-01-04 17:11:44.000000,2023-12-13 18:07:01,9603.0,52.0,1168.0,123.0,1068.0,107.0,874.0,7056.0,A PyTorch-based Speech Toolkit.,224.0,37,True,2023-11-22 02:28:28,0.5.16,10.0,speechbrain,,,,['pytorch'],1377.0,1377.0,https://pypi.org/project/speechbrain,172683.0,172683.0,,,,,,,,1.0,,,,,,,,,,,,,
77,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-01-04 15:21:31.000000,2023-12-22 12:03:53,2777.0,245.0,273.0,24.0,2564.0,196.0,1554.0,2771.0,Argilla: the open-source feedback platform for LLMs.,74.0,37,True,2023-12-21 14:45:33,1.21.0,100.0,argilla,,,,,2167.0,2167.0,https://pypi.org/project/argilla,571990.0,571990.0,,,,,,,,1.0,,,,,,,,,,,,,
78,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2024-01-03 18:01:41.000000,2023-12-22 17:39:00,10683.0,70.0,377.0,58.0,2895.0,1018.0,2111.0,2542.0,"With Holoviews, your data visualizes itself.",140.0,37,True,2023-11-09 09:16:35,1.18.1,77.0,holoviews,conda-forge/holoviews,,,['jupyter'],8982.0,8982.0,https://pypi.org/project/holoviews,282305.0,316881.0,https://anaconda.org/conda-forge/holoviews,2023-11-08 21:19:49.170,1468953.0,,,,,2.0,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,415.0,,,,,,,,
79,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2023-11-27 07:34:13.000000,2023-08-21 03:59:26,1627.0,,2782.0,379.0,456.0,4.0,1808.0,14133.0,Python Echarts Plotting Library.,39.0,36,True,2023-08-21 08:24:32,2.0.4,3.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3733.0,3733.0,https://pypi.org/project/pyecharts,140360.0,140360.0,,,,,,,,2.0,,,,,,,,,,,,,
80,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2024-01-04 09:04:35.000000,2024-01-04 09:04:20,903.0,19.0,1029.0,125.0,267.0,31.0,657.0,8756.0,Unsupervised text tokenizer for Neural Network-based text generation.,81.0,36,True,2023-05-02 03:20:40,0.1.99,25.0,sentencepiece,conda-forge/sentencepiece,,,,51127.0,51127.0,https://pypi.org/project/sentencepiece,11308398.0,11325422.0,https://anaconda.org/conda-forge/sentencepiece,2023-11-02 09:17:09.257,693971.0,,,,,2.0,32573.0,,,,,,,,,,,,
