,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,snap_id
42,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-12-07 15:49:14.000000,2023-12-06 19:03:22,8505.0,69.0,2142.0,205.0,4149.0,13.0,1907.0,19417.0,Build multimodal AI applications with cloud-native stack.,177.0,40,True,2023-12-01 09:27:38,3.23.1,100.0,jina,conda-forge/jina-core,jinaai/jina,,,1348.0,1348.0,https://pypi.org/project/jina,68164.0,97712.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,58251.0,https://hub.docker.com/r/jinaai/jina,2023-12-06 19:24:37.113593,8.0,1260029.0,2.0,,,,,,,,,,,,,
43,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-12-05 16:00:26.000000,2023-11-29 14:40:08,32592.0,104.0,4327.0,351.0,6297.0,1.0,6641.0,17299.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",591.0,40,True,2023-12-05 16:10:28,3.5.17,100.0,rasa,,,,['tensorflow'],3811.0,3811.0,https://pypi.org/project/rasa,142312.0,142312.0,,,,,,,,1.0,,,,,,,,,,,,,
44,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-12-02 15:25:20.000000,2023-10-01 14:51:00,4509.0,3.0,4150.0,432.0,1682.0,375.0,1444.0,14837.0,Topic Modelling for Humans.,447.0,40,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,53222.0,53222.0,https://pypi.org/project/gensim,3915530.0,3951393.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1181979.0,,,,,1.0,4544.0,,piskvorky/gensim,,,,,,,,,,
45,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2023-12-07 09:40:56.000000,2023-12-06 19:49:23,1091.0,49.0,1994.0,232.0,484.0,158.0,1027.0,10777.0,Download market data from Yahoo! Finances API.,95.0,39,True,2023-12-06 19:50:39,0.2.33,70.0,yfinance,ranaroussi/yfinance,,,,30340.0,30340.0,https://pypi.org/project/yfinance,1100478.0,1103325.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,82567.0,,,,,1.0,,,,,,,,,,,,,
46,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,,2018-02-21 06:12:56.000,2023-12-06 05:07:55.000000,2023-12-06 04:53:14,16827.0,397.0,897.0,121.0,3341.0,79.0,1466.0,8996.0,A hyperparameter optimization framework.,257.0,39,True,2023-10-17 07:04:18,3.4.0,61.0,optuna,conda-forge/optuna,,,,11074.0,11074.0,https://pypi.org/project/optuna,2230576.0,2244371.0,https://anaconda.org/conda-forge/optuna,2023-10-20 10:10:01.680,579421.0,,,,,1.0,,,,,,,,,,,,,
47,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2023-12-07 17:13:07.000000,2023-12-07 17:13:02,46992.0,535.0,1114.0,197.0,373.0,521.0,1644.0,7490.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1186.0,39,True,2023-09-19 20:01:10,1.2.2,84.0,catboost,conda-forge/catboost,,,,11.0,11.0,https://pypi.org/project/catboost,1977314.0,2018483.0,https://anaconda.org/conda-forge/catboost,2023-09-19 20:23:11.996,1424967.0,,,,,2.0,199288.0,,,,,,,,,,,,
48,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2023-12-07 16:28:07.000000,2023-11-29 04:53:52,4074.0,211.0,1150.0,104.0,3204.0,725.0,1308.0,7069.0,A unified framework for machine learning with time series.,305.0,39,True,2023-11-05 18:26:59,0.24.1,55.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],1957.0,1957.0,https://pypi.org/project/sktime,764567.0,796391.0,https://anaconda.org/conda-forge/sktime-all-extras,2023-11-06 08:49:23.870,922877.0,,,,,1.0,84.0,,sktime/sktime,,,,,,,,,,
49,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-12-07 10:37:58.000000,2023-12-07 07:22:09,1768.0,26.0,2161.0,167.0,792.0,65.0,982.0,6493.0,Python Data. Leaflet.js Maps.,157.0,39,True,2023-12-04 11:11:32,0.15.1,26.0,folium,conda-forge/folium,,,,31724.0,31724.0,https://pypi.org/project/folium,850804.0,921705.0,https://anaconda.org/conda-forge/folium,2023-12-04 11:42:27.248,2481569.0,,,,,1.0,,,,,,,,,,,,,
50,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-12-07 17:02:07.000000,2023-12-07 17:02:06,1194.0,119.0,656.0,96.0,1118.0,107.0,998.0,6122.0,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",200.0,39,True,2023-12-01 15:24:43,0.25.0,37.0,accelerate,conda-forge/accelerate,,,['pytorch'],19954.0,19954.0,https://pypi.org/project/accelerate,7805407.0,7808868.0,https://anaconda.org/conda-forge/accelerate,2023-12-01 17:19:39.752,90009.0,,,,,1.0,,,,,,,,,,,,,
51,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2023-12-06 10:37:29.000000,2023-12-05 12:46:32,1835.0,42.0,830.0,106.0,1489.0,365.0,1159.0,3962.0,Python tools for geographic data.,213.0,39,True,2023-11-11 09:30:40,0.14.1,33.0,geopandas,conda-forge/geopandas,,,['pandas'],28889.0,28889.0,https://pypi.org/project/geopandas,6307555.0,6386643.0,https://anaconda.org/conda-forge/geopandas,2023-11-11 14:20:49.573,3320672.0,,,,,1.0,2251.0,,,,,,,,,,,,
52,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-12-07 17:27:33.000000,2023-12-07 16:59:56,39130.0,1101.0,26342.0,2033.0,44210.0,,,37348.0,Apache Spark Python API.,2986.0,38,True,,,33.0,pyspark,conda-forge/pyspark,,,['spark'],,,https://pypi.org/project/pyspark,26976455.0,27046631.0,https://anaconda.org/conda-forge/pyspark,2023-10-04 13:44:45.676,2947429.0,,,,,2.0,,,,,,,,,,stable/spark,,,
53,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-12-07 14:58:39.000000,2023-12-06 06:44:07,6120.0,24.0,6780.0,417.0,2786.0,1047.0,7251.0,35030.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",150.0,38,True,2023-10-18 12:32:48,2.7.1,8.0,paddleocr,,,,['paddle'],2037.0,2037.0,https://pypi.org/project/paddleocr,101684.0,101684.0,,,,,,,,1.0,,,,,,,,,,,,,
54,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-12-07 01:25:20.000000,2023-10-12 07:43:04,2677.0,30.0,8094.0,376.0,3083.0,1123.0,6585.0,26313.0,OpenMMLab Detection Toolbox and Benchmark.,440.0,38,True,2023-10-12 07:45:00,3.2.0,52.0,mmdet,,,,['pytorch'],1960.0,1960.0,https://pypi.org/project/mmdet,175542.0,175542.0,,,,,,,,1.0,,,,,,,,,,,,,
55,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2023-12-07 18:08:58.992260,2023-12-07 17:50:38,18587.0,649.0,2392.0,346.0,17960.0,485.0,9003.0,24470.0,"A cloud-native vector database, storage for next generation AI applications.",259.0,38,True,2023-11-27 11:34:34,2.2.16,100.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,519225.0,701498.0,,,,https://hub.docker.com/r/milvusdb/milvus,2023-12-07 18:08:58.992260,38.0,9072163.0,1.0,57048.0,,,,,,,,,,,,
56,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-12-07 13:07:31.000000,2023-12-07 13:07:28,4628.0,223.0,2536.0,234.0,679.0,38.0,821.0,23700.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",161.0,38,True,2023-12-01 22:57:47,0.21.3,97.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",664.0,664.0,https://pypi.org/project/tts,102165.0,154545.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,10020.0,,,,,1.0,1715858.0,4.0,,,,,,,,,,,
57,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6531.0,1075.0,11124.0,1805.0,7763.0,20650.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",983.0,38,True,2022-05-10 20:10:05,1.9.1,34.0,mxnet,mxnet,,,['mxnet'],6899.0,6899.0,https://pypi.org/project/mxnet,322378.0,322814.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,10489.0,,,,,2.0,26492.0,,apache/mxnet,,,,,,,,,,
58,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-12-07 11:34:42.000000,2023-12-06 16:18:56,3750.0,74.0,6635.0,398.0,5097.0,749.0,2283.0,14861.0,"Datasets, Transforms and Models specific to Computer Vision.",560.0,38,True,2023-11-15 22:18:12,0.16.1,36.0,torchvision,conda-forge/torchvision,,,['pytorch'],21.0,21.0,https://pypi.org/project/torchvision,9964631.0,9993464.0,https://anaconda.org/conda-forge/torchvision,2023-11-29 04:14:14.487,937371.0,,,,,1.0,34319.0,,,,,,,,,,,,
59,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2023-12-07 15:59:24.000000,2023-12-07 09:17:31,3675.0,282.0,2825.0,170.0,4233.0,336.0,2128.0,12523.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",282.0,38,True,2023-08-15 07:31:40,1.1.2,33.0,dgl,,,,,168.0,168.0,https://pypi.org/project/dgl,72406.0,72406.0,,,,,,,,1.0,,,,,,,,,,,,,
60,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2023-12-05 19:59:26.000000,2023-12-05 09:06:24,2613.0,84.0,882.0,126.0,1705.0,230.0,600.0,8887.0,Geometric Computer Vision Library for AI.,244.0,38,True,2023-08-02 09:57:58,0.7.0,36.0,kornia,conda-forge/kornia,,,['pytorch'],7415.0,7415.0,https://pypi.org/project/kornia,2051133.0,2054181.0,https://anaconda.org/conda-forge/kornia,2023-08-04 20:43:55.693,109243.0,,,,,1.0,875.0,,,,,,,,,,,,
61,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2023-12-07 07:22:01.000000,2023-12-06 13:36:00,4022.0,243.0,535.0,83.0,2085.0,98.0,668.0,4982.0,Flax is a neural network library for JAX that is designed for flexibility.,212.0,38,True,2023-10-28 02:07:21,0.7.5,36.0,flax,conda-forge/flax,,,['jax'],5234.0,5234.0,https://pypi.org/project/flax,2223458.0,2224604.0,https://anaconda.org/conda-forge/flax,2023-11-09 02:38:30.298,37798.0,,,,,2.0,50.0,,,,,,,,,,,,
62,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-12-07 14:17:40.000000,2023-12-06 10:37:23,6102.0,105.0,1429.0,111.0,4063.0,391.0,701.0,4057.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",300.0,38,True,2023-09-08 09:07:53,4.9.3,31.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],15395.0,15395.0,https://pypi.org/project/tensorflow-datasets,1594022.0,1594839.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,25353.0,,,,,1.0,,,,,,,,,,,,,
63,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2023-12-04 22:59:32.000000,2023-12-04 19:36:36,2228.0,22.0,534.0,88.0,770.0,218.0,894.0,3510.0,Manipulation and analysis of geometric objects.,149.0,38,True,2023-10-12 20:37:13,2.0.2,27.0,shapely,conda-forge/shapely,,,,57469.0,57469.0,https://pypi.org/project/shapely,16444748.0,16662727.0,https://anaconda.org/conda-forge/shapely,2023-11-23 18:52:59.047,8714931.0,,,,,2.0,2764.0,,,,,,,,,,,,
64,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2023-12-07 16:39:29.000000,2023-12-06 17:53:49,17760.0,182.0,1197.0,84.0,7613.0,428.0,4203.0,2413.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,359.0,38,True,2023-11-20 20:23:33,1.6.0,58.0,mne,conda-forge/mne,,,,3258.0,3258.0,https://pypi.org/project/mne,90795.0,98722.0,https://anaconda.org/conda-forge/mne,2023-11-20 22:22:01.653,340883.0,,,,,1.0,,,,,,,,,,,,,
65,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2023-12-07 18:03:32.000000,2023-12-07 18:03:31,3402.0,154.0,1017.0,135.0,2753.0,435.0,928.0,1970.0,A library for training and deploying machine learning models on Amazon SageMaker.,410.0,38,True,2023-11-30 02:10:39,2.199.0,161.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",3323.0,3323.0,https://pypi.org/project/sagemaker,36349770.0,36367188.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2023-11-27 10:45:24.319,696740.0,,,,,2.0,,,,,,,,,,,,,
66,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2023-12-07 08:10:49.000000,2023-12-05 15:56:58,5615.0,126.0,680.0,56.0,4839.0,1175.0,2277.0,1501.0,A distributed task scheduler for Dask.,318.0,38,True,,,182.0,distributed,conda-forge/distributed,,,,31727.0,31727.0,https://pypi.org/project/distributed,3811969.0,4107701.0,https://anaconda.org/conda-forge/distributed,2023-12-02 00:25:08.957,12716508.0,,,,,2.0,,,,,,,,,,,,,
67,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2023-12-05 07:46:33.000000,2023-12-05 07:46:33,1518.0,16.0,269.0,32.0,475.0,88.0,486.0,1346.0,Python library for reading and writing image data.,109.0,38,True,2023-11-20 02:26:19,2.33.0,63.0,imageio,conda-forge/imageio,,,,109304.0,109304.0,https://pypi.org/project/imageio,17213780.0,17358382.0,https://anaconda.org/conda-forge/imageio,2023-10-09 12:27:51.214,5928130.0,,,,,1.0,914.0,,,,,,,,,,,,
68,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2023-12-07 14:46:34.000000,2023-12-07 14:40:34,925.0,44.0,3121.0,468.0,834.0,378.0,1857.0,25716.0,A library for efficient similarity search and clustering of dense vectors.,145.0,37,True,2023-04-20 13:45:29,1.7.4,15.0,pymilvus,conda-forge/faiss,,,,3293.0,3293.0,https://pypi.org/project/pymilvus,519225.0,542191.0,https://anaconda.org/conda-forge/faiss,2023-06-16 19:19:09.201,987552.0,,,,,2.0,,,,,,,,,,,,,
69,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2023-12-05 04:45:01.000000,2023-12-05 04:41:50,5770.0,148.0,1707.0,205.0,1163.0,47.0,2172.0,13275.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,250.0,37,True,2023-10-28 12:19:55,0.13.0,24.0,flair,conda-forge/python-flair,,,['pytorch'],2908.0,2908.0,https://pypi.org/project/flair,159075.0,159608.0,https://anaconda.org/conda-forge/python-flair,2023-07-23 11:04:16.024,21889.0,,,,,1.0,,,,,,,,,,,,,
70,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2023-12-07 15:50:37.000000,2023-12-07 14:06:04,1247.0,40.0,2124.0,128.0,283.0,1002.0,805.0,12562.0,Multilingual Sentence & Image Embeddings with BERT.,122.0,37,True,2022-06-26 19:52:06,2.2.2,32.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],19837.0,19837.0,https://pypi.org/project/sentence-transformers,2934570.0,2939391.0,https://anaconda.org/conda-forge/sentence-transformers,2023-06-16 19:21:44.846,188037.0,,,,,1.0,,,,,,,,,,,,,
71,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-12-07 16:09:18.000000,2023-12-07 15:41:47,1366.0,36.0,1550.0,151.0,738.0,195.0,551.0,11531.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,117.0,37,True,2023-12-05 15:38:30,4.6.3,54.0,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",1956.0,1956.0,https://pypi.org/project/ydata-profiling,937205.0,938674.0,https://anaconda.org/conda-forge/ydata-profiling,2023-12-05 18:31:30.252,14699.0,,,,,2.0,14.0,,,,,,,,,,,,
72,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-12-06 16:53:51.000000,2023-07-11 16:23:35,1095.0,,1392.0,250.0,653.0,365.0,1021.0,11172.0,Video editing with Python.,160.0,37,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,31572.0,31572.0,https://pypi.org/project/moviepy,705607.0,708446.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,218668.0,,,,,2.0,,,,,,,,,,,,,
73,PyCaret,pycaret/pycaret,hyperopt,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-12-06 19:55:56.000000,2023-11-30 17:14:13,5054.0,117.0,1640.0,128.0,967.0,306.0,1896.0,7995.0,"An open-source, low-code machine learning library in Python.",129.0,37,True,2023-11-12 21:46:01,3.2.0,26.0,pycaret,conda-forge/pycaret,,,,4816.0,4816.0,https://pypi.org/project/pycaret,299023.0,300065.0,https://anaconda.org/conda-forge/pycaret,2023-11-16 02:21:22.926,41060.0,,,,,1.0,675.0,,,,,,,,,,,,
74,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2023-12-07 12:09:27.000000,2023-11-29 13:18:22,9702.0,77.0,1780.0,229.0,3776.0,196.0,2945.0,7909.0,Bayesian Modeling and Probabilistic Programming in Python.,474.0,37,True,2023-11-25 07:47:10,5.10.0,74.0,pymc,conda-forge/pymc,,,,2413.0,2413.0,https://pypi.org/project/pymc,174393.0,181126.0,https://anaconda.org/conda-forge/pymc,2023-11-25 09:59:47.477,255225.0,,,,,1.0,1935.0,,,,,,,,,,,,
75,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2023-12-05 17:00:21.000000,2023-12-05 13:11:37,1745.0,13.0,646.0,120.0,544.0,275.0,582.0,7896.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,82.0,37,True,2023-11-14 19:06:30,0.15.0,81.0,tokenizers,conda-forge/tokenizers,,,,51609.0,51609.0,https://pypi.org/project/tokenizers,15657263.0,15691061.0,https://anaconda.org/conda-forge/tokenizers,2023-11-16 07:53:27.784,1385755.0,,,,,1.0,33.0,,,,,,,,,,,,
76,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2023-12-07 12:30:52.000000,2023-12-05 17:22:46,20133.0,618.0,1916.0,179.0,3169.0,197.0,2040.0,7426.0,End-to-End Speech Processing Toolkit.,398.0,37,True,2023-10-25 11:52:03,.202310,51.0,espnet,,,,,269.0,269.0,https://pypi.org/project/espnet,19443.0,19444.0,,,,,,,,1.0,79.0,,,,,,,,,,,,
77,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2023-12-07 18:17:49.000000,2023-11-30 20:15:29,9600.0,169.0,1154.0,125.0,1054.0,102.0,871.0,6920.0,A PyTorch-based Speech Toolkit.,224.0,37,True,2023-11-22 02:28:28,0.5.16,10.0,speechbrain,,,,['pytorch'],1257.0,1257.0,https://pypi.org/project/speechbrain,173118.0,173118.0,,,,,,,,1.0,,,,,,,,,,,,,
78,argilla,argilla-io/argilla,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-12-07 15:14:47.000000,2023-11-30 14:42:35,2727.0,244.0,267.0,23.0,2524.0,212.0,1505.0,2687.0,Argilla: the open-source feedback platform for LLMs.,74.0,37,True,2023-11-30 14:11:25,1.20.0,100.0,argilla,,,,,2106.0,2106.0,https://pypi.org/project/argilla,809581.0,809581.0,,,,,,,,1.0,,,,,,,,,,,,,
79,Streamlit,streamlit/streamlit,model-serialisation,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-12-07 06:44:23.000000,2023-12-07 00:26:21,5972.0,243.0,2507.0,304.0,3956.0,676.0,3079.0,28902.0,Streamlit A faster way to build and share data apps.,211.0,36,True,2023-11-30 20:05:51,1.29.0,70.0,streamlit,,,,,,,https://pypi.org/project/streamlit,3011621.0,3011621.0,,,,,,,,2.0,,,,,,,,,,,,,
80,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2023-12-07 08:28:22.000000,2023-10-10 17:36:53,2318.0,4.0,5932.0,420.0,1318.0,1037.0,3027.0,28187.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,420.0,36,True,2022-06-27 19:32:58,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],2380.0,2380.0,https://pypi.org/project/fairseq,372265.0,373659.0,https://anaconda.org/conda-forge/fairseq,2023-12-03 20:00:06.516,57010.0,,,,,2.0,325.0,,,,,,,,,,,,
