,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,new_addition
43,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2024-12-18 16:51:22.000000,2024-12-18 16:51:22,14231.0,116.0,2175.0,186.0,4548.0,573.0,2128.0,6123.0,Image processing in Python.,677.0,42,True,2024-12-13 21:16:56,0.25.0,36.0,scikit-image,conda-forge/scikit-image,,,,207686.0,207686.0,https://pypi.org/project/scikit-image,13951152.0,14086298.0,https://anaconda.org/conda-forge/scikit-image,2024-11-09 20:51:08.980,7297897.0,,,,,1.0,,,,,,,,,,,,,
44,ollama,jmorganca/ollama,agents,,https://github.com/ollama/ollama,https://github.com/ollama/ollama,MIT,2023-06-26 19:39:32.000,2024-12-19 17:58:16.000000,2024-12-19 03:44:50,3747.0,252.0,8138.0,601.0,2736.0,1141.0,4090.0,103489.0,"Get up and running with Llama 3.3, Mistral, Gemma 2, and other large language models.",387.0,41,True,2024-12-17 21:54:59,0.5.4,100.0,,,,,,64.0,64.0,,,2075891.0,,,,,,,,2.0,,35290163.0,ollama/ollama,,,,,,,,,,
45,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-12-19 12:18:16.000000,2024-12-19 12:16:26,6379.0,96.0,7799.0,443.0,3190.0,89.0,9291.0,45113.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",227.0,41,True,2024-10-22 05:57:17,2.9.1,16.0,paddleocr,,,,['paddle'],3922.0,3922.0,https://pypi.org/project/paddleocr,380674.0,398313.0,,,,,,,,1.0,,899612.0,,,,,,,,,,,
46,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-12-19 17:32:11.000000,2024-12-19 17:26:50,2623.0,143.0,4031.0,346.0,3108.0,986.0,1910.0,35938.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",364.0,41,True,2024-12-18 17:51:35,0.16.2,85.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],10142.0,10142.0,https://pypi.org/project/deepspeed,542252.0,542610.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,21162.0,1.0,,,,,,,,,,,,,
47,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-12-19 17:54:08.429000,2024-12-18 22:34:27,1347.0,100.0,3596.0,480.0,1313.0,223.0,2317.0,32007.0,A library for efficient similarity search and clustering of dense vectors.,198.0,41,True,2024-10-04 21:33:29,1.9.0,17.0,pymilvus,conda-forge/faiss,,,,4252.0,4252.0,https://pypi.org/project/pymilvus,1432662.0,1469136.0,https://anaconda.org/conda-forge/faiss,2024-12-19 17:54:08.429,1969648.0,,,,,1.0,,,,,,,,,,,,,
48,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-12-14 04:24:44.000000,2024-12-14 04:24:41,2802.0,12.0,7398.0,603.0,2238.0,207.0,1594.0,26395.0,The fastai deep learning library.,254.0,41,True,2024-10-19 03:20:13,2.7.18,55.0,fastai,,,,['pytorch'],19972.0,19972.0,https://pypi.org/project/fastai,522864.0,522864.0,,,,,,,,2.0,,,,,,,,,,,,,
49,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2024-12-13 21:16:38.000000,2024-12-13 21:16:38,2780.0,15.0,3222.0,245.0,991.0,708.0,1845.0,23109.0,A game theoretic approach to explain the output of any machine learning model.,254.0,41,True,2024-06-27 10:06:50,0.46.0,55.0,shap,conda-forge/shap,,,,23172.0,23172.0,https://pypi.org/project/shap,6961522.0,7056837.0,https://anaconda.org/conda-forge/shap,2024-12-10 12:59:40.676,4575147.0,,,,,1.0,,,shap/shap,,,,,,,,,,
50,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-12-19 10:54:16.536000,2024-12-17 17:02:38,7665.0,43.0,3637.0,254.0,3225.0,900.0,2676.0,21617.0,Graph Neural Network Library for PyTorch.,531.0,41,True,2024-09-26 07:09:50,2.6.1,42.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],7307.0,7307.0,https://pypi.org/project/torch-geometric,487101.0,489561.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-12-19 10:54:16.536,130388.0,,,,,1.0,,,,,,,,,,,,,
51,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-12-12 18:49:49.000000,2024-12-12 18:49:49,1617.0,68.0,2442.0,144.0,614.0,1170.0,1072.0,15588.0,State-of-the-Art Text Embeddings.,199.0,41,True,2024-11-18 14:38:20,3.3.1,48.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],60775.0,60775.0,https://pypi.org/project/sentence-transformers,8128587.0,8138330.0,https://anaconda.org/conda-forge/sentence-transformers,2024-11-18 19:12:20.997,496928.0,,,,,1.0,,,,,,,,,,,,,
52,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2024-12-19 13:55:13.000000,2024-12-19 13:55:13,1132.0,135.0,1631.0,128.0,1042.0,161.0,958.0,14407.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,156.0,41,True,2024-12-17 21:35:12,1.4.23,41.0,albumentations,conda-forge/albumentations,,,['pytorch'],30247.0,30247.0,https://pypi.org/project/albumentations,5310047.0,5314121.0,https://anaconda.org/conda-forge/albumentations,2024-09-22 17:25:30.224,215932.0,,,,,1.0,,,,,,,,,,,,,
53,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2024-12-17 12:00:16.000000,2024-12-17 12:00:15,9369.0,35.0,1181.0,134.0,5550.0,243.0,4489.0,14029.0,Data Versioning and ML Experiments.,308.0,41,True,2024-12-01 16:53:05,3.58.0,324.0,dvc,conda-forge/dvc,,,,19753.0,19753.0,https://pypi.org/project/dvc,527214.0,572483.0,https://anaconda.org/conda-forge/dvc,2024-12-01 20:24:37.522,2444579.0,,,,,2.0,,,,,,,,dvc,dvc,dvc,,,
54,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2024-12-05 16:37:31.000000,2024-12-05 16:35:57,1267.0,79.0,1563.0,254.0,707.0,458.0,1071.0,12743.0,Video editing with Python.,168.0,41,True,2024-11-25 04:32:42,2.1.1,17.0,moviepy,conda-forge/moviepy,,,,50666.0,50666.0,https://pypi.org/project/moviepy,2328263.0,2331398.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,279037.0,,,,,1.0,,,,,,,,,,,,,
55,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-12-16 12:54:03.000000,2024-12-16 12:54:02,3238.0,1.0,1872.0,263.0,1129.0,150.0,2432.0,12675.0,Statistical data visualization in Python.,213.0,41,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,,527231.0,527231.0,https://pypi.org/project/seaborn,20155074.0,20360775.0,https://anaconda.org/conda-forge/seaborn,2024-12-09 07:42:09.249,11107694.0,,,,,2.0,-1.0,460.0,,,,,,,,,,,
56,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-12-19 17:09:20.000000,2024-12-19 17:09:20,4008.0,166.0,1109.0,136.0,3254.0,300.0,1207.0,2113.0,A library for training and deploying machine learning models on Amazon SageMaker.,464.0,41,True,2024-12-17 19:30:11,2.237.2,196.0,sagemaker,conda-forge/sagemaker-python-sdk,,,,4970.0,4970.0,https://pypi.org/project/sagemaker,24684535.0,24708439.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-12-17 18:43:08.208,1243017.0,,,,,2.0,6.0,,,,,,,,,,,,
57,chroma,chroma-core/chroma,nn-search,,https://github.com/chroma-core/chroma,https://github.com/chroma-core/chroma,Apache-2.0,2022-10-05 17:58:44.000,2024-12-19 17:38:36.000000,2024-12-19 17:38:32,2006.0,326.0,1329.0,91.0,2091.0,462.0,767.0,15928.0,the AI-native open-source embedding database.,132.0,40,True,2024-12-05 06:36:17,0.5.23,71.0,chromadb,,,,,51878.0,51878.0,https://pypi.org/project/chromadb,2484133.0,2484145.0,,,,,,,,1.0,,323.0,,,,,,,,,,,
58,weaviate,weaviate/weaviate,nn-search,,https://github.com/weaviate/weaviate,https://github.com/weaviate/weaviate,BSD-3-Clause,2016-03-30 15:03:17.000,2024-12-19 18:03:26.000000,2024-12-19 17:55:50,15809.0,2017.0,814.0,126.0,4224.0,436.0,2031.0,11834.0,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of..",130.0,40,True,2024-12-19 17:37:19,1.28.2,100.0,weaviate-client,,,,,413.0,413.0,https://pypi.org/project/weaviate-client,8498320.0,8513190.0,,,,,,,,1.0,,148707.0,,,,,,,,,,,
59,trl,huggingface/trl,reinforcement-learning,,https://github.com/huggingface/trl,https://github.com/huggingface/trl,Apache-2.0,2020-03-27 10:54:55.000,2024-12-19 16:50:19.000000,2024-12-19 10:33:06,1120.0,181.0,1312.0,77.0,1195.0,104.0,1185.0,10369.0,Train transformer language models with reinforcement learning.,261.0,40,True,2024-12-16 18:31:38,0.13.0,46.0,trl,,,,,5230.0,5230.0,https://pypi.org/project/trl,859001.0,859001.0,,,,,,,,1.0,,,,,,,,,,,,,
60,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-11-27 19:20:00.476000,2024-11-27 15:01:48,1846.0,33.0,797.0,122.0,673.0,57.0,961.0,9161.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,101.0,40,True,2024-11-15 11:12:00,0.21.0,92.0,tokenizers,conda-forge/tokenizers,,,,123431.0,123431.0,https://pypi.org/project/tokenizers,35817700.0,35862194.0,https://anaconda.org/conda-forge/tokenizers,2024-11-27 19:20:00.476,2358140.0,,,,,1.0,,69.0,,,,,,,,,,,
61,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-12-19 16:20:56.000000,2024-12-19 16:20:51,48926.0,344.0,1179.0,191.0,402.0,556.0,1792.0,8153.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1295.0,40,True,2024-12-07 11:22:32,node-package-v1.26.0,89.0,catboost,conda-forge/catboost,,,,16.0,16.0,https://pypi.org/project/catboost,3580476.0,3621199.0,https://anaconda.org/conda-forge/catboost,2024-09-07 21:05:39.027,1807378.0,,,,,2.0,,333917.0,,,,,,,,,,,
62,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-12-16 20:09:03.263000,2024-12-13 15:47:33,1636.0,68.0,973.0,97.0,1627.0,103.0,1566.0,8073.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",307.0,40,True,2024-12-13 18:56:09,1.2.1,57.0,accelerate,conda-forge/accelerate,,,['pytorch'],63238.0,63238.0,https://pypi.org/project/accelerate,8411474.0,8418400.0,https://anaconda.org/conda-forge/accelerate,2024-12-16 20:09:03.263,263223.0,,,,,1.0,,,,,,,,,,,,,
63,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2024-12-16 09:59:29.229000,2024-12-14 16:13:03,1925.0,45.0,2202.0,163.0,905.0,85.0,1051.0,6967.0,Python Data. Leaflet.js Maps.,172.0,40,True,2024-12-13 17:28:52,0.19.2,32.0,folium,conda-forge/folium,,,,48203.0,48203.0,https://pypi.org/project/folium,1710324.0,1780928.0,https://anaconda.org/conda-forge/folium,2024-12-16 09:59:29.229,3318431.0,,,,,1.0,,,,,,,,,,,,,
64,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-12-03 08:34:38.000000,2024-12-03 08:34:38,2327.0,12.0,564.0,89.0,890.0,269.0,958.0,3951.0,Manipulation and analysis of geometric objects.,163.0,40,True,2024-08-19 21:56:08,2.0.6,31.0,shapely,conda-forge/shapely,,,,88604.0,88604.0,https://pypi.org/project/shapely,33623470.0,33833198.0,https://anaconda.org/conda-forge/shapely,2024-09-25 14:46:10.973,10900797.0,,,,,1.0,,3726.0,,,,,,,,,,,
65,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-12-19 08:10:09.000000,2024-12-17 20:23:33,5952.0,63.0,702.0,57.0,5212.0,1264.0,2389.0,1583.0,A distributed task scheduler for Dask.,329.0,40,True,2024-12-17 20:26:23,2024.12.1,211.0,distributed,conda-forge/distributed,,,,37745.0,37745.0,https://pypi.org/project/distributed,6258573.0,6546594.0,https://anaconda.org/conda-forge/distributed,2024-12-17 22:07:27.324,15841195.0,,,,,2.0,,,,,,,,,,,,,
66,crewAI,crewAIInc/crewAI,agents,,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,MIT,2023-10-27 03:26:59.000,2024-12-18 18:02:54.000000,2024-12-18 13:47:44,1035.0,264.0,3105.0,246.0,635.0,84.0,889.0,22658.0,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI..",178.0,39,True,2024-12-05 16:53:58,0.86.0,72.0,crewai,,,,,6154.0,6154.0,https://pypi.org/project/crewai,422606.0,422606.0,,,,,,,,2.0,-1.0,,,,,,,,,,,,
67,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2024-12-19 11:19:59.000000,2024-12-19 11:19:59,1705.0,72.0,2250.0,153.0,254.0,4.0,1142.0,15119.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",73.0,39,True,2024-08-17 07:30:49,0.0.93,13.0,deepface,,,,,4888.0,4888.0,https://pypi.org/project/deepface,317704.0,317704.0,,,,,,,,2.0,,,,,,,,,,,,,
68,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2024-12-19 05:37:07.000000,2024-12-18 10:07:36,29395.0,293.0,833.0,127.0,6474.0,563.0,1803.0,9610.0,NumPy & SciPy for GPU.,398.0,39,True,2024-08-22 07:42:45,13.3.0,100.0,cupy,conda-forge/cupy,cupy/cupy,,,2402.0,2402.0,https://pypi.org/project/cupy,63248.0,161751.0,https://anaconda.org/conda-forge/cupy,2024-10-18 20:21:57.477,5225551.0,https://hub.docker.com/r/cupy/cupy,2024-08-22 07:44:42.171252,13.0,72296.0,1.0,,192373.0,,,,,,,,,,,
69,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2024-12-09 18:31:50.000000,2024-12-09 18:31:50,10283.0,122.0,1384.0,134.0,1306.0,100.0,1011.0,9082.0,A PyTorch-based Speech Toolkit.,248.0,39,True,2024-10-31 10:06:07,1.0.2,13.0,speechbrain,,,,['pytorch'],2617.0,2617.0,https://pypi.org/project/speechbrain,2571737.0,2571737.0,,,,,,,,1.0,,,,,,,,,,,,,
70,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2024-12-19 12:38:00.000000,2024-12-19 12:37:56,10147.0,98.0,1959.0,226.0,4117.0,256.0,3081.0,8795.0,Bayesian Modeling and Probabilistic Programming in Python.,507.0,39,True,2024-12-05 17:01:07,5.19.1,95.0,pymc,conda-forge/pymc,,,,5006.0,5006.0,https://pypi.org/project/pymc,307552.0,315852.0,https://anaconda.org/conda-forge/pymc,2024-12-06 07:47:42.668,414228.0,,,,,1.0,,1962.0,,,,,,,,,,,
71,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-12-19 00:08:16.000000,2024-12-18 22:11:01,5095.0,197.0,1377.0,108.0,4464.0,995.0,1626.0,8027.0,A unified framework for machine learning with time series.,427.0,39,True,2024-12-09 16:13:44,0.35.0,83.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],3685.0,3685.0,https://pypi.org/project/sktime,971295.0,996783.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-12-14 09:46:59.648,1044971.0,,,,,1.0,,110.0,sktime/sktime,,,,,,,,,,
72,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-12-16 10:51:59.253000,2024-12-13 15:43:12,2051.0,31.0,907.0,107.0,1719.0,373.0,1274.0,4567.0,Python tools for geographic data.,236.0,39,True,2024-07-02 12:26:55,1.0.1,39.0,geopandas,conda-forge/geopandas,,,['pandas'],45680.0,45680.0,https://pypi.org/project/geopandas,7092421.0,7170658.0,https://anaconda.org/conda-forge/geopandas,2024-12-16 10:51:59.253,4223327.0,,,,,2.0,,2863.0,,,,,,,,,,,
73,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-12-19 02:16:57.000000,2024-12-18 21:44:37,18230.0,106.0,1284.0,84.0,8118.0,486.0,4405.0,2780.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,382.0,39,True,2024-12-18 21:22:26,1.9.0,63.0,mne,conda-forge/mne,,,,4825.0,4825.0,https://pypi.org/project/mne,150230.0,158511.0,https://anaconda.org/conda-forge/mne,2024-12-19 01:36:08.275,455491.0,,,,,1.0,,,,,,,,,,,,,
74,autogen,microsoft/autogen,agents,,https://github.com/microsoft/autogen,https://github.com/microsoft/autogen,CC-BY-4.0,2023-08-18 11:43:45.000,2024-12-19 17:01:16.000000,2024-12-19 17:01:03,2905.0,494.0,5145.0,414.0,2184.0,580.0,1575.0,36070.0,A programming framework for agentic AI PyPi: autogen-agentchat Discord: https://aka.ms/autogen-discord Office Hour:..,390.0,38,True,2024-12-15 06:11:46,0.2.40,64.0,autogen-agentchat,,,,,2499.0,2499.0,https://pypi.org/project/autogen-agentchat,53932.0,53932.0,,,,,,,,3.0,,,,,,,,,,,,,
75,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-12-19 18:02:34.678292,2024-12-19 14:50:47,21491.0,715.0,2934.0,285.0,23655.0,694.0,11673.0,31448.0,"A cloud-native vector database, storage for next generation AI applications.",297.0,38,True,2024-11-22 15:22:18,2.5.0-beta,97.0,pymilvus,,milvusdb/milvus,,,,,https://pypi.org/project/pymilvus,1432662.0,2504025.0,,,,https://hub.docker.com/r/milvusdb/milvus,2024-12-19 18:02:34.678292,66.0,67200271.0,2.0,,290982.0,,,,,,,,,,,
76,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2024-12-19 16:06:47.000000,2024-12-19 16:06:44,8707.0,243.0,2781.0,307.0,238.0,20.0,1145.0,28791.0,"Visualizer for neural network, deep learning and machine learning models.",,38,True,2024-12-14 02:45:52,8.0.6,3.0,netron,,,,"['pytorch', 'tensorflow']",609.0,609.0,https://pypi.org/project/netron,32253.0,161854.0,,,,,,,,1.0,,129601.0,,,,,,,,,,,
77,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-12-18 15:02:53.000000,2024-12-05 00:45:19,4535.0,1.0,4203.0,430.0,1713.0,384.0,1465.0,15745.0,Topic Modelling for Humans.,458.0,38,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,68336.0,68336.0,https://pypi.org/project/gensim,4819134.0,4851549.0,https://anaconda.org/conda-forge/gensim,2024-09-03 16:06:08.530,1456581.0,,,,,2.0,,5203.0,piskvorky/gensim,,,,,,,,,,
78,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2024-11-06 07:08:07.000000,2024-11-03 18:25:41,1700.0,12.0,2820.0,380.0,475.0,4.0,1918.0,14980.0,Python Echarts Plotting Library.,45.0,38,True,2024-11-06 02:54:47,2.0.7,6.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],4694.0,4694.0,https://pypi.org/project/pyecharts,194018.0,194021.0,,,,,,,,2.0,,71.0,,,,,,,,,,,
79,flair,flairNLP/flair,nlp,,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,2018-06-11 11:04:18.000,2024-12-19 15:33:45.000000,2024-12-19 13:16:19,6499.0,351.0,1740.0,204.0,1247.0,106.0,2232.0,13995.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,274.0,38,True,2024-07-25 12:21:58,0.14.0,26.0,flair,conda-forge/python-flair,,,['pytorch'],3686.0,3686.0,https://pypi.org/project/flair,100844.0,101509.0,https://anaconda.org/conda-forge/python-flair,2024-01-05 20:59:40.138,35276.0,,,,,2.0,,,,,,,,,,,,,
80,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-12-19 17:18:30.000000,2024-12-19 17:17:22,1513.0,31.0,1666.0,152.0,832.0,236.0,578.0,12607.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,134.0,38,True,2024-12-08 20:12:09,4.12.1,66.0,ydata-profiling,conda-forge/ydata-profiling,,,"['jupyter', 'pandas']",4892.0,4892.0,https://pypi.org/project/ydata-profiling,1182049.0,1184090.0,https://anaconda.org/conda-forge/ydata-profiling,2024-12-09 00:59:09.176,44868.0,,,,,2.0,,222.0,,,,,,,,,,,
