,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
43,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2024-10-10 11:49:12.000,2024-10-10 11:48:04,6302.0,79.0,7636.0,442.0,3090.0,119.0,9154.0,43120.0,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",212.0,41,True,2024-07-17 10:48:47,2.8.1,14.0,paddleocr,,,['paddle'],423214.0,451302.0,3417.0,3417.0,https://pypi.org/project/paddleocr,442665.0,,,,1.0,,,,,,,,,,,,,,,,
44,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2024-10-10 13:25:06.000,2024-10-10 02:59:26,2510.0,144.0,3926.0,343.0,2975.0,984.0,1771.0,35036.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",344.0,41,True,2024-10-09 17:46:05,0.15.2,80.0,deepspeed,,,['pytorch'],,508278.0,9038.0,9038.0,https://pypi.org/project/deepspeed,507950.0,,,,1.0,deepspeed/deepspeed,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,4.0,18748.0,,,,,,,,,,,
45,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2024-10-10 16:21:10.000,2024-10-10 16:17:17,1266.0,115.0,3516.0,480.0,1209.0,214.0,2280.0,30845.0,A library for efficient similarity search and clustering of dense vectors.,192.0,41,True,2024-10-04 21:33:29,1.9.0,17.0,pymilvus,conda-forge/faiss,,,,1066099.0,4042.0,4042.0,https://pypi.org/project/pymilvus,1033025.0,https://anaconda.org/conda-forge/faiss,2024-08-09 18:17:48.122,1719888.0,1.0,,,,,,,,,,,,,,,,
46,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2024-10-10 18:10:38.000,2024-10-10 18:10:38,7799.0,54.0,3145.0,279.0,3889.0,177.0,3028.0,14822.0,Network Analysis in Python.,750.0,41,True,2024-04-06 13:09:07,networkx-3.3,57.0,networkx,conda-forge/networkx,,,76.0,80981353.0,300979.0,300979.0,https://pypi.org/project/networkx,80621684.0,https://anaconda.org/conda-forge/networkx,2024-04-08 01:42:36.044,17983460.0,1.0,,,,,,,,,,,,,,,,
47,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2024-10-07 20:30:03.000,2024-10-07 18:50:24,1319.0,80.0,2273.0,242.0,604.0,155.0,1185.0,13210.0,Download market data from Yahoo! Finances API.,123.0,41,True,2024-09-30 19:02:14,0.2.44,81.0,yfinance,ranaroussi/yfinance,,,,2340478.0,48089.0,48089.0,https://pypi.org/project/yfinance,2338023.0,https://anaconda.org/ranaroussi/yfinance,2023-06-16 19:26:44.442,95769.0,1.0,,,,,,,,,,,,,,,,
48,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2024-08-14 20:01:50.000,2024-07-22 11:32:48,3237.0,1.0,1847.0,263.0,1122.0,146.0,2407.0,12463.0,Statistical data visualization in Python.,213.0,41,True,2024-01-25 13:21:20,0.13.2,37.0,seaborn,conda-forge/seaborn,,,444.0,19450663.0,483501.0,483501.0,https://pypi.org/project/seaborn,19251248.0,https://anaconda.org/conda-forge/seaborn,2024-04-30 16:33:12.611,10369456.0,2.0,,,,,,,,,,,,,,,,
49,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2024-10-08 20:54:15.000,2024-10-08 20:54:15,3851.0,95.0,1106.0,137.0,3188.0,287.0,1204.0,2094.0,A library for training and deploying machine learning models on Amazon SageMaker.,458.0,41,True,2024-10-03 22:43:52,2.232.2,195.0,sagemaker,conda-forge/sagemaker-python-sdk,,,,30744880.0,4523.0,4523.0,https://pypi.org/project/sagemaker,30722920.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2024-07-31 06:30:51.886,1098029.0,2.0,,,,,,,,,,,,,,,,
50,ollama,jmorganca/ollama,nlp,,https://github.com/ollama/ollama,https://github.com/ollama/ollama,MIT,2023-06-26 19:39:32.000,2024-10-10 17:36:48.000,2024-10-10 03:39:04,3515.0,393.0,7217.0,547.0,2417.0,1090.0,3464.0,92792.0,"Get up and running with Llama 3.2, Mistral, Gemma 2, and other large language models.",317.0,40,True,2024-09-23 03:39:10,0.3.12,92.0,,,,,25757962.0,1717197.0,61.0,61.0,,,,,,1.0,,,,,,ollama/ollama,,,,,,,,,,
51,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2024-09-25 15:53:49.000,2024-09-25 15:53:46,2789.0,14.0,7369.0,605.0,2235.0,205.0,1593.0,26188.0,The fastai deep learning library.,253.0,40,True,2024-08-27 06:50:47,2.7.17,54.0,fastai,,,['pytorch'],,393285.0,18941.0,18941.0,https://pypi.org/project/fastai,393285.0,,,,2.0,,,,,,,,,,,,,,,,
52,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2024-10-10 08:43:40.000,2024-10-09 12:11:39,7629.0,54.0,3550.0,252.0,3137.0,874.0,2659.0,21114.0,Graph Neural Network Library for PyTorch.,520.0,40,True,2024-09-26 07:09:50,2.6.1,42.0,torch-geometric,conda-forge/pytorch_geometric,,['pytorch'],,414368.0,6614.0,6614.0,https://pypi.org/project/torch-geometric,412523.0,https://anaconda.org/conda-forge/pytorch_geometric,2024-09-26 16:16:39.995,94128.0,1.0,,,,,,,,,,,,,,,,
53,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2024-10-01 23:03:49.000,2024-10-01 23:03:47,8605.0,54.0,2197.0,211.0,4207.0,5.0,1937.0,21030.0,Build multimodal AI applications with cloud-native stack.,177.0,40,True,2024-10-01 09:31:10,3.27.17,100.0,jina,conda-forge/jina-core,,,,163039.0,1771.0,1771.0,https://pypi.org/project/jina,129763.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,76050.0,2.0,jinaai/jina,https://hub.docker.com/r/jinaai/jina,2024-10-01 09:40:53.390346,8.0,1748416.0,,,,,,,,,,,
54,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2024-10-10 18:00:04.000,2024-10-10 18:00:01,1560.0,40.0,2386.0,140.0,548.0,1136.0,1010.0,15014.0,State-of-the-Art Text Embeddings.,185.0,40,True,2024-10-10 17:59:24,3.2.0,45.0,sentence-transformers,conda-forge/sentence-transformers,,['pytorch'],,5557857.0,49915.0,49915.0,https://pypi.org/project/sentence-transformers,5549545.0,https://anaconda.org/conda-forge/sentence-transformers,2024-09-24 16:14:33.235,407298.0,1.0,,,,,,,-1.0,,,,,,,,,
55,chroma,chroma-core/chroma,nn-search,,https://github.com/chroma-core/chroma,https://github.com/chroma-core/chroma,Apache-2.0,2022-10-05 17:58:44.000,2024-10-10 18:18:56.000,2024-10-10 18:18:56,1737.0,210.0,1232.0,88.0,1729.0,443.0,739.0,14859.0,the AI-native open-source embedding database.,125.0,40,True,2024-10-08 21:42:36,0.5.12,64.0,chromadb,,,,194.0,1941704.0,43373.0,43373.0,https://pypi.org/project/chromadb,1941696.0,,,,1.0,,,,,,,,,,,,,,,,
56,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2024-10-10 01:27:13.000,2024-10-10 01:27:12,1024.0,87.0,1619.0,128.0,933.0,278.0,732.0,14110.0,Fast and flexible image augmentation library. Paper about the library: https://www.mdpi.com/2078-2489/11/2/125.,151.0,40,True,2024-10-08 22:32:19,1.4.18,36.0,albumentations,conda-forge/albumentations,,['pytorch'],,4572445.0,27647.0,27647.0,https://pypi.org/project/albumentations,4568569.0,https://anaconda.org/conda-forge/albumentations,2024-09-22 17:25:30.224,197725.0,1.0,,,,,,,,,,,,,,,,
57,weaviate,weaviate/weaviate,nn-search,,https://github.com/weaviate/weaviate,https://github.com/weaviate/weaviate,BSD-3-Clause,2016-03-30 15:03:17.000,2024-10-10 14:14:04.000,2024-10-10 13:25:36,13966.0,1306.0,764.0,124.0,3536.0,512.0,1899.0,11078.0,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of..",123.0,40,True,2024-10-08 21:39:46,1.26.6,100.0,weaviate-client,,,,385045.0,8219334.0,350.0,350.0,https://pypi.org/project/weaviate-client,8189716.0,,,,1.0,,,,,,,,,,,,,,,,
58,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2024-10-10 13:30:26.000,2024-10-10 13:30:24,1823.0,41.0,766.0,121.0,649.0,38.0,949.0,8978.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,94.0,40,True,2024-10-10 09:56:39,0.20.1,89.0,tokenizers,conda-forge/tokenizers,,,65.0,31252374.0,106796.0,106796.0,https://pypi.org/project/tokenizers,31211163.0,https://anaconda.org/conda-forge/tokenizers,2024-08-12 03:17:57.893,2101736.0,1.0,,,,,,,,,,,,,,,,
59,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2024-10-09 10:48:40.000,2024-10-09 10:48:40,10143.0,266.0,1345.0,133.0,1273.0,95.0,994.0,8692.0,A PyTorch-based Speech Toolkit.,245.0,40,True,2024-10-01 10:55:15,1.0.1,12.0,speechbrain,,,['pytorch'],,2863542.0,2322.0,2322.0,https://pypi.org/project/speechbrain,2863542.0,,,,1.0,,,,,,,,,,,,,,,,
60,Catboost,catboost/catboost,ml-frameworks,,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000,2024-10-10 16:27:13.000,2024-10-10 16:27:08,48669.0,423.0,1164.0,190.0,397.0,543.0,1778.0,8037.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",1278.0,40,True,2024-09-07 20:11:05,1.2.7,88.0,catboost,conda-forge/catboost,,,311910.0,3404648.0,15.0,15.0,https://pypi.org/project/catboost,3364281.0,https://anaconda.org/conda-forge/catboost,2024-09-07 21:05:39.027,1724839.0,2.0,,,,,,,,,,,,,,,,
61,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2024-10-10 18:08:26.000,2024-10-10 18:08:24,1588.0,98.0,928.0,98.0,1552.0,103.0,1487.0,7798.0,"A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic..",296.0,40,True,2024-10-07 15:42:18,1.0.0,53.0,accelerate,conda-forge/accelerate,,['pytorch'],,7685744.0,53422.0,53422.0,https://pypi.org/project/accelerate,7679626.0,https://anaconda.org/conda-forge/accelerate,2024-10-08 05:27:45.262,220281.0,1.0,,,,,,,,,,,,,,,,
62,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2024-10-07 22:35:43.000,2024-10-02 09:57:23,2317.0,40.0,558.0,90.0,884.0,258.0,951.0,3860.0,Manipulation and analysis of geometric objects.,160.0,40,True,2024-08-19 21:56:08,2.0.6,31.0,shapely,conda-forge/shapely,,,3685.0,33837637.0,81363.0,81363.0,https://pypi.org/project/shapely,33629328.0,https://anaconda.org/conda-forge/shapely,2024-09-25 14:46:10.973,10410353.0,1.0,,,,,,,-1.0,,,,,,,,,
63,dask.distributed,dask/distributed,distributed-ml,,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000,2024-10-10 11:06:20.000,2024-10-10 11:06:20,5898.0,75.0,700.0,57.0,5154.0,1259.0,2371.0,1571.0,A distributed task scheduler for Dask.,329.0,40,True,2024-09-28 00:59:15,2024.9.1,205.0,distributed,conda-forge/distributed,,,,5340309.0,36795.0,36795.0,https://pypi.org/project/distributed,5056300.0,https://anaconda.org/conda-forge/distributed,2024-09-28 02:21:08.800,15052511.0,2.0,,,,,,,,,,,,,,,,
64,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/piskvorky/gensim,https://github.com/piskvorky/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2024-09-03 16:06:08.530,2024-08-10 11:58:54,4534.0,8.0,4196.0,430.0,1708.0,384.0,1465.0,15603.0,Topic Modelling for Humans.,458.0,39,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,4879.0,4584799.0,65236.0,65236.0,https://pypi.org/project/gensim,4552293.0,https://anaconda.org/conda-forge/gensim,2024-09-03 16:06:08.530,1395839.0,2.0,,,,,,piskvorky/gensim,,,,,,,,,,
65,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2024-10-10 05:29:33.000,2024-10-10 05:29:33,4407.0,231.0,2929.0,174.0,5043.0,409.0,2356.0,13436.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",295.0,39,True,2024-09-03 04:16:25,2.4.0,39.0,dgl,,,,,129875.0,306.0,306.0,https://pypi.org/project/dgl,129875.0,,,,1.0,,,,,,,,,,,,,,,,
66,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,,2023-07-27 00:09:52.000,2024-10-10 14:08:50.000,2024-10-10 14:05:48,18025.0,3414.0,1474.0,70.0,2728.0,503.0,2756.0,12766.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",345.0,39,True,2024-10-10 14:08:50,1.49.0.de8,100.0,litellm,,,,418.0,2314255.0,3717.0,3717.0,https://pypi.org/project/litellm,2314046.0,,,,2.0,,,,,,,,,,,,,,,,
67,trl,huggingface/trl,reinforcement-learning,,https://github.com/huggingface/trl,https://github.com/huggingface/trl,Apache-2.0,2020-03-27 10:54:55.000,2024-10-10 17:05:57.000,2024-10-10 17:05:55,997.0,192.0,1206.0,74.0,1047.0,74.0,1078.0,9687.0,Train transformer language models with reinforcement learning.,234.0,39,True,2024-10-10 16:33:07,0.11.3,41.0,trl,,,,,592852.0,4213.0,4213.0,https://pypi.org/project/trl,592852.0,,,,1.0,,,,,,,,,,,,,,,,
68,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2024-10-10 09:26:15.000,2024-10-10 09:26:15,29078.0,392.0,811.0,130.0,6363.0,525.0,1765.0,9336.0,NumPy & SciPy for GPU.,391.0,39,True,2024-08-22 07:42:45,13.3.0,100.0,cupy,conda-forge/cupy,,,189063.0,150093.0,2281.0,2281.0,https://pypi.org/project/cupy,56688.0,https://anaconda.org/conda-forge/cupy,2024-08-22 12:51:10.755,4765185.0,1.0,cupy/cupy,https://hub.docker.com/r/cupy/cupy,2024-08-22 07:44:42.171252,13.0,68100.0,,,,,,,,,,,
69,pymc,pymc-devs/pymc,probabilistics,,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,,2009-05-05 09:43:50.000,2024-10-10 15:52:50.000,2024-10-10 15:52:50,10093.0,97.0,1930.0,224.0,4070.0,241.0,3065.0,8672.0,Bayesian Modeling and Probabilistic Programming in Python.,505.0,39,True,2024-10-03 09:11:52,5.17.0,90.0,pymc,conda-forge/pymc,,,1955.0,314524.0,4277.0,4277.0,https://pypi.org/project/pymc,306771.0,https://anaconda.org/conda-forge/pymc,2024-10-03 13:55:48.256,371417.0,1.0,,,,,,,,,,,,,,,,
70,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/sktime/sktime,https://github.com/sktime/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2024-10-10 18:21:43.000,2024-10-10 18:06:44,4940.0,256.0,1314.0,105.0,4265.0,956.0,1584.0,7815.0,A unified framework for machine learning with time series.,397.0,39,True,2024-09-26 08:09:31,0.33.1,79.0,sktime,conda-forge/sktime-all-extras,,['sklearn'],101.0,786794.0,3338.0,3338.0,https://pypi.org/project/sktime,760693.0,https://anaconda.org/conda-forge/sktime-all-extras,2024-09-25 06:57:14.828,1017931.0,1.0,,,,,,sktime/sktime,,,,,,,,,,
71,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2024-10-10 11:01:17.000,2024-10-10 11:01:17,2028.0,24.0,896.0,104.0,1695.0,366.0,1265.0,4475.0,Python tools for geographic data.,234.0,39,True,2024-07-02 12:26:55,1.0.1,39.0,geopandas,conda-forge/geopandas,,['pandas'],2726.0,7828887.0,41581.0,41581.0,https://pypi.org/project/geopandas,7751423.0,https://anaconda.org/conda-forge/geopandas,2024-09-21 05:55:22.256,4026748.0,2.0,,,,,,,,,,,,,,,,
72,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-10-10 16:05:44.000,2024-10-10 07:47:18,6517.0,138.0,1492.0,109.0,4465.0,415.0,742.0,4291.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",313.0,39,True,2024-06-05 08:15:47,4.9.6,34.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,['tensorflow'],,1706988.0,19608.0,19608.0,https://pypi.org/project/tensorflow-datasets,1706125.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,35401.0,1.0,,,,,,,,,,,,,,,,
73,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2024-10-09 20:54:58.000,2024-10-09 20:54:58,18147.0,121.0,1265.0,83.0,8030.0,465.0,4367.0,2693.0,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,378.0,39,True,2024-08-19 02:12:47,1.8.0,62.0,mne,conda-forge/mne,,,,163869.0,4467.0,4467.0,https://pypi.org/project/mne,155777.0,https://anaconda.org/conda-forge/mne,2024-08-19 02:39:24.602,428925.0,1.0,,,,,,,,,,,,,,,,
74,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2024-10-10 17:11:20.000,2024-10-10 17:11:20,20880.0,607.0,2822.0,277.0,22539.0,661.0,11194.0,29904.0,"A cloud-native vector database, storage for next generation AI applications.",290.0,38,True,2024-10-08 07:25:52,2.3.22,90.0,pymilvus,,,,269608.0,2132602.0,,,https://pypi.org/project/pymilvus,1033025.0,,,,2.0,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2024-10-08 06:17:07.407533,63.0,66800175.0,,,,,,,,,,,
75,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2024-10-10 03:50:14.000,2024-10-10 03:50:05,8541.0,315.0,2728.0,301.0,231.0,21.0,1118.0,27809.0,"Visualizer for neural network, deep learning and machine learning models.",,38,True,2024-10-06 05:03:52,7.9.5,3.0,netron,,,"['pytorch', 'tensorflow']",55602.0,88283.0,570.0,570.0,https://pypi.org/project/netron,32681.0,,,,1.0,,,,,,,,,,,,,,,,
76,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2024-09-16 12:14:44.000,2024-03-21 15:05:22,32610.0,,4493.0,353.0,6373.0,2.0,6642.0,18745.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",597.0,38,True,2024-04-18 15:06:29,3.6.20,100.0,rasa,,,['tensorflow'],,160291.0,4502.0,4502.0,https://pypi.org/project/rasa,160291.0,,,,2.0,,,,,,,,,,,,,,,,
77,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2024-10-10 11:34:44.000,2024-10-03 10:30:16,3943.0,55.0,6806.0,432.0,5408.0,806.0,2443.0,16082.0,"Datasets, Transforms and Models specific to Computer Vision.",607.0,38,True,2024-09-04 20:08:34,0.19.1,44.0,torchvision,conda-forge/torchvision,,['pytorch'],38863.0,14251150.0,21.0,21.0,https://pypi.org/project/torchvision,14211875.0,https://anaconda.org/conda-forge/torchvision,2024-10-07 12:02:14.673,1670315.0,1.0,,,,,,,,,,,,,,,,
78,ydata-profiling,ydataai/ydata-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-10-05 19:10:14.000,2024-10-04 03:31:10,1485.0,14.0,1653.0,154.0,810.0,236.0,571.0,12446.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,130.0,38,True,2024-09-07 09:50:39,4.10.0,63.0,ydata-profiling,conda-forge/ydata-profiling,,"['jupyter', 'pandas']",188.0,1333019.0,4342.0,4342.0,https://pypi.org/project/ydata-profiling,1331120.0,https://anaconda.org/conda-forge/ydata-profiling,2024-09-07 13:09:51.637,37961.0,2.0,,,,,,,,,,,,,,,,
79,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2024-08-20 10:05:57.000,2024-05-27 18:04:07,1101.0,,1521.0,255.0,683.0,430.0,1059.0,12442.0,Video editing with Python.,161.0,38,True,2020-05-07 16:29:35,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,1363565.0,46213.0,46213.0,https://pypi.org/project/moviepy,1360478.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,268620.0,1.0,,,,,,,,,,,,,,,,
80,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2024-10-10 10:51:18.000,2024-10-10 10:51:18,1662.0,137.0,2014.0,143.0,240.0,6.0,1111.0,12067.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",67.0,38,True,2024-08-17 07:30:49,0.0.93,13.0,deepface,,,,,105108.0,4186.0,4186.0,https://pypi.org/project/deepface,105108.0,,,,1.0,,,,,,,,,,,,,,,,
